qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q49-0,"My dear Catherine,","[25744, 25762]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Explicit,They were interrupted by Mrs Allen,['My dear Catherine'],"[[25744, 25761]]",[['Catherine Morland']],X,49,minor,NorthangerAbbey,84,84,3,3,13,25744,25762
Q49-1,"do take this pin out of my sleeve; I am afraid it has torn a hole already; I shall be quite sorry if it has, for this is a favourite gown, though it cost but nine shillings a yard.","[25775, 25955]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Explicit,They were interrupted by Mrs Allen,[],[],[],X,49,minor,NorthangerAbbey,84,84,3,3,13,25775,25955
Q50-0,"That is exactly what I should have guessed it, madam,","[25959, 26012]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Explicit,said Mr Tilney,['madam'],"[[26006, 26011]]",[['Mrs. Allen']],X,50,major,NorthangerAbbey,85,85,3,3,4,25959,26012
Q51-0,"Do you understand muslins, sir?","[26056, 26087]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Implicit,,"['you', 'sir']","[[26059, 26062], [26083, 26086]]","[['Henry Tilney'], ['Henry Tilney']]",X,51,minor,NorthangerAbbey,86,86,3,3,13,26056,26087
Q52-0,"Particularly well; I always buy my own cravats, and am allowed to be an excellent judge; and my sister has often trusted me in the choice of a gown. I bought one for her the other day, and it was pronounced to be a prodigious bargain by every lady who saw it. I gave but five shillings a yard for it, and a true Indian muslin.","[26091, 26417]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Implicit,,['her'],"[[26257, 26260]]",[['Eleanor Tilney']],X,52,major,NorthangerAbbey,87,87,3,3,4,26091,26417
Q53-0,"Men commonly take so little notice of those things,","[26464, 26515]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Anaphoric,said she,[],[],[],X,53,minor,NorthangerAbbey,88,88,3,3,13,26464,26515
Q53-1,"I can never get Mr. Allen to know one of my gowns from another. You must be a great comfort to your sister, sir.","[26528, 26640]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Anaphoric,said she,"['Mr. Allen', 'You', 'sir']","[[26544, 26553], [26592, 26595], [26636, 26639]]","[['Mr. Allen'], ['Henry Tilney'], ['Henry Tilney']]",X,53,minor,NorthangerAbbey,88,88,3,3,13,26528,26640
Q54-0,"I hope I am, madam.","[26644, 26663]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Implicit,,['madam'],"[[26657, 26662]]",[['Mrs. Allen']],X,54,major,NorthangerAbbey,89,89,3,3,4,26644,26663
Q55-0,"And pray, sir, what do you think of Miss Morland s gown?","[26667, 26723]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Implicit,,"['sir', 'you', 'Miss Morland s']","[[26677, 26680], [26690, 26693], [26703, 26717]]","[['Henry Tilney'], ['Henry Tilney'], ['Catherine Morland']]",X,55,minor,NorthangerAbbey,90,90,3,3,13,26667,26723
Q56-0,"It is very pretty, madam,","[26727, 26752]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Anaphoric,said he,['madam'],"[[26746, 26751]]",[['Mrs. Allen']],X,56,major,NorthangerAbbey,91,91,3,3,4,26727,26752
Q56-1,but I do not think it will wash well; I am afraid it will fray.,"[26786, 26849]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Anaphoric,said he,[],[],[],X,56,major,NorthangerAbbey,91,91,3,3,4,26786,26849
Q57-0,"How can you,","[26853, 26865]",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",Explicit,said Catherine,['you'],"[[26861, 26864]]",[['Henry Tilney']],X,57,major,NorthangerAbbey,92,92,3,3,0,26853,26865
Q57-1,be so ,"[26894, 26900]",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",Explicit,said Catherine,[],[],[],X,57,major,NorthangerAbbey,92,92,3,3,0,26894,26900
Q58-0,"I am quite of your opinion, sir,","[26935, 26967]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Explicit,replied Mrs Allen,"['your', 'sir']","[[26949, 26953], [26963, 26966]]","[['Henry Tilney'], ['Henry Tilney']]",X,58,minor,NorthangerAbbey,93,93,3,3,13,26935,26967
Q58-1,and so I told Miss Morland when she bought it.,"[26990, 27036]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Explicit,replied Mrs Allen,"['Miss Morland', 'she']","[[27004, 27016], [27022, 27025]]","[['Catherine Morland'], ['Catherine Morland']]",X,58,minor,NorthangerAbbey,93,93,3,3,13,26990,27036
Q59-0,"But then you know, madam, muslin always turns to some account or other; Miss Morland will get enough out of it for a handkerchief, or a cap, or a cloak. Muslin can never be said to be wasted. I have heard my sister say so forty times, when she has been extravagant in buying more than she wanted, or careless in cutting it to pieces.","[27040, 27373]",Henry Tilney,"['Mrs. Allen', 'Catherine Morland']",Implicit,,"['you', 'madam', 'Miss Morland', 'my sister ', 'she', 'she']","[[27049, 27052], [27059, 27064], [27112, 27124], [27245, 27255], [27280, 27283], [27325, 27328]]","[['Mrs. Allen'], ['Mrs. Allen'], ['Catherine Morland'], ['Eleanor Tilney'], ['Eleanor Tilney'], ['Eleanor Tilney']]",X,59,major,NorthangerAbbey,94,94,3,3,4,27040,27373
Q60-0,"Bath is a charming place, sir; there are so many good shops here. We are sadly off in the country; not but what we have very good shops in Salisbury, but it is so far to go eight miles is a long way; Mr. Allen says it is nine, measured nine; but I am sure it cannot be more than eight; and it is such a fag I come back tired to death. Now, here one can step out of doors and get a thing in five minutes.","[27377, 27780]",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",Implicit,,"['sir', 'We', 'we', 'Mr. Allen']","[[27403, 27406], [27443, 27445], [27489, 27491], [27577, 27586]]","[['Henry Tilney'], ['Mrs. Allen', 'Mr. Allen'], ['Mr. Allen', 'Mrs. Allen'], ['Mr. Allen']]",X,60,minor,NorthangerAbbey,95,95,3,3,13,27377,27780
Q61-0,What are you thinking of so earnestly?,"[28048, 28086]",Henry Tilney,['Catherine Morland'],Anaphoric,said he,['you'],"[[28057, 28060]]",[['Catherine Morland']],X,61,major,NorthangerAbbey,96,96,3,3,4,28048,28086
Q61-1,"not of your partner, I hope, for, by that shake of the head, your meditations are not satisfactory.","[28135, 28234]",Henry Tilney,['Catherine Morland'],Anaphoric,said he,"['your partner', 'your']","[[28142, 28154], [28196, 28200]]","[['Henry Tilney'], ['Catherine Morland']]",X,61,major,NorthangerAbbey,96,96,3,3,4,28135,28234
Q62-0,I was not thinking of anything.,"[28268, 28299]",Catherine Morland,['Henry Tilney'],Explicit,Catherine coloured and said,[],[],[],X,62,major,NorthangerAbbey,97,97,3,3,0,28268,28299
Q63-0,"That is artful and deep, to be sure; but I had rather be told at once that you will not tell me.","[28303, 28399]",Henry Tilney,['Catherine Morland'],Implicit,,['you'],"[[28378, 28381]]",[['Catherine Morland']],X,63,major,NorthangerAbbey,98,98,3,3,4,28303,28399
Q64-0,"Well then, I will not.","[28403, 28425]",Catherine Morland,['Henry Tilney'],Implicit,,[],[],[],X,64,major,NorthangerAbbey,99,99,3,3,0,28403,28425
Q65-0,"Thank you; for now we shall soon be acquainted, as I am authorized to tease you on this subject whenever we meet, and nothing in the world advances intimacy so much.","[28429, 28594]",Henry Tilney,['Catherine Morland'],Implicit,,"['you', 'we', 'you', 'we']","[[28435, 28438], [28448, 28450], [28505, 28508], [28534, 28536]]","[['Catherine Morland'], ['Henry Tilney', 'Catherine Morland'], ['Catherine Morland'], ['Henry Tilney', 'Catherine Morland']]",X,65,major,NorthangerAbbey,100,100,3,3,4,28429,28594
Q66-0,"What a delightful place Bath is,","[30271, 30303]",Mrs. Allen,['Catherine Morland'],Explicit,said Mrs Allen,[],[],[],X,66,minor,NorthangerAbbey,104,104,4,4,13,30271,30303
Q66-1,and how pleasant it would be if we had any acquaintance here.,"[30407, 30468]",Mrs. Allen,['Catherine Morland'],Explicit,said Mrs Allen,['we'],"[[30439, 30441]]","[['Mrs. Allen', 'Catherine Morland']]",X,66,minor,NorthangerAbbey,104,104,4,4,13,30407,30468
Q67-0,"I think, madam, I cannot be mistaken; it is a long time since I had the pleasure of seeing you, but is not your name Allen?","[31060, 31183]",Mrs. Thorpe,"['Mrs. Allen', 'Catherine Morland']",Anaphoric,a lady of about her own age who was sitting by her and had been looking at her attentively for several minutes addressed her,"['madam', 'you', 'your']","[[31069, 31074], [31151, 31154], [31167, 31171]]","[['Mrs. Allen'], ['Mrs. Allen'], ['Mrs. Allen']]",X,67,minor,NorthangerAbbey,105,105,4,4,16,31060,31183
Q68-0,"Here come my dear girls,","[32826, 32850]",Mrs. Thorpe,"['Mrs. Allen', 'Catherine Morland']",Explicit,cried Mrs Thorpe,['my dear girls'],"[[32836, 32849]]",[['Isabella Thorpe']],X,68,minor,NorthangerAbbey,106,106,4,4,16,32826,32850
Q68-1,"My dear Mrs. Allen, I long to introduce them; they will be so delighted to see you: the tallest is Isabella, my eldest; is not she a fine young woman? The others are very much admired too, but I believe Isabella is the handsomest.","[32959, 33189]",Mrs. Thorpe,"['Mrs. Allen', 'Catherine Morland']",Explicit,cried Mrs Thorpe,"['My dear Mrs. Allen', 'them', 'they', 'you', 'Isabella', 'she', 'Isabella ']","[[32959, 32977], [32999, 33003], [33005, 33009], [33038, 33041], [33058, 33066], [33086, 33089], [33162, 33171]]","[['Mrs. Allen'], ['Isabella Thorpe'], ['Isabella Thorpe'], ['Mrs. Allen'], ['Isabella Thorpe'], ['Isabella Thorpe'], ['Isabella Thorpe']]",X,68,minor,NorthangerAbbey,106,106,4,4,16,32959,33189
