COREF,start_token,end_token,prop,cat,text,start_byte,end_byte,pdncID
57,2083,2083,PRON,PER,his,9569,9572,25
150,2091,2091,PRON,PER,my,9612,9614,16
57,2123,2123,PROP,PER,Monsignor,9804,9813,25
150,2145,2145,PRON,PER,me,9911,9913,16
150,2149,2149,PRON,PER,me,9925,9927,16
57,2163,2163,PROP,PER,Monsignor,9977,9986,25
57,2169,2169,PRON,PER,his,10009,10012,25
57,2222,2222,PROP,PER,Monsignor,10208,10217,25
57,2231,2231,PRON,PER,he,10243,10245,25
150,2397,2398,NOM,PER,the General,10966,10977,16
180,2421,2422,NOM,PER,the Frenchman,11088,11101,8
150,2482,2482,PRON,PER,my,11340,11342,16
150,2486,2486,PRON,PER,I,11358,11359,16
150,2495,2495,PRON,PER,I,11411,11412,16
150,2543,2543,PRON,PER,I,11642,11643,16
150,2550,2550,PRON,PER,I,11673,11674,16
180,2596,2597,NOM,PER,the Frenchman,11873,11886,8
180,2645,2645,PRON,PER,his,12084,12087,8
180,2649,2650,NOM,PER,The Frenchman,12097,12110,8
150,2657,2658,NOM,PER,the General,12146,12157,16
180,2660,2660,PRON,PER,him,12168,12171,8
150,2706,2707,NOM,PER,The General,12399,12410,16
61,2718,2719,PROP,PER,the Frenchman,12471,12484,8
54,2726,2727,PROP,PER,Mr. Astley,12505,12515,10
47,2774,2775,PROP,PER,Polina Alexandrovna,12730,12749,12
47,2798,2798,PROP,PER,Polina,12846,12852,12
47,2800,2800,PRON,PER,herself,12860,12867,12
47,2843,2843,PROP,PER,Polina,13064,13070,12
47,2863,2863,PROP,PER,Polina,13170,13176,12
47,2869,2869,PRON,PER,her,13206,13209,12
47,2876,2876,PRON,PER,she,13231,13234,12
47,2891,2891,PRON,PER,her,13305,13308,12
47,2909,2909,PRON,PER,I,13372,13373,12
47,2917,2917,PRON,PER,she,13394,13397,12
47,2925,2925,PRON,PER,I,13424,13425,12
47,2928,2928,PRON,PER,I,13441,13442,12
47,2936,2936,PRON,PER,her,13470,13473,12
47,2965,2965,PRON,PER,my,13610,13612,12
47,3011,3011,PRON,PER,you,13825,13828,12
47,3068,3068,PRON,PER,I,14027,14028,12
47,3075,3075,PRON,PER,you,14056,14059,12
47,3077,3077,PRON,PER,I,14065,14066,12
150,3080,3081,NOM,PER,the General,14077,14088,16
47,3088,3088,PRON,PER,I,14110,14111,12
47,3097,3097,PRON,PER,me,14156,14158,12
47,3109,3109,PRON,PER,you,14195,14198,12
47,3140,3140,PRON,PER,you,14303,14306,12
47,3158,3158,PRON,PER,yours,14382,14387,12
47,3172,3172,PRON,PER,your,14427,14431,12
150,3210,3211,NOM,PER,the General,14585,14596,16
64,3294,3296,PROP,PER,Dear little Grandmother,14949,14972,5
47,3362,3362,PRON,PER,You,15235,15238,12
47,3372,3372,PROP,PER,Polina,15268,15274,12
47,3388,3388,PRON,PER,She,15338,15341,12
47,3396,3396,PRON,PER,I,15369,15370,12
47,3400,3400,PRON,PER,you,15378,15381,12
47,3410,3410,PRON,PER,her,15421,15424,12
54,3416,3416,PROP,PER,Astley,15456,15462,10
47,3441,3441,PRON,PER,you,15551,15554,12
47,3454,3454,PRON,PER,me,15585,15587,12
47,3457,3457,PRON,PER,she,15590,15593,12
61,3468,3469,PROP,PER,the Frenchman,15637,15650,8
61,3476,3477,PROP,PER,the Frenchman,15671,15684,8
47,3481,3481,PRON,PER,me,15697,15699,12
150,3518,3519,NOM,PER,the General,15851,15862,16
47,3530,3530,PRON,PER,you,15899,15902,12
47,3538,3538,PRON,PER,your,15934,15938,12
47,3540,3540,PRON,PER,I,15945,15946,12
47,3553,3553,PROP,PER,Polina,15995,16001,12
180,3559,3560,NOM,PER,the Frenchman,16021,16034,8
180,3568,3568,PRON,PER,he,16064,16066,8
180,3600,3601,NOM,PER,the Frenchman,16196,16209,8
47,3615,3615,PROP,PER,Polina,16263,16269,12
47,3633,3633,PROP,PER,Polina,16333,16339,12
47,3647,3647,PRON,PER,she,16397,16400,12
47,3650,3650,PRON,PER,her,16411,16414,12
47,3659,3659,PRON,PER,her,16458,16461,12
47,3673,3673,PRON,PER,me,16513,16515,12
47,3681,3681,PRON,PER,she,16540,16543,12
47,3689,3689,PRON,PER,I,16577,16578,12
47,3704,3704,PRON,PER,me,16653,16655,12
47,3725,3725,PRON,PER,you,16753,16756,12
47,3756,3756,PROP,PER,Polina,16871,16877,12
50,3918,3918,PROP,PER,Mlle,17557,17561,7
50,3920,3920,PROP,PER,Blanche,17563,17570,7
47,3931,3931,PROP,PER,Polina,17606,17612,12
50,3945,3945,PRON,PER,she,17665,17668,7
50,3948,3948,PROP,PER,Mlle,17677,17681,7
50,3950,3950,PROP,PER,Blanche,17683,17690,7
50,3958,3958,PRON,PER,she,17733,17736,7
66,3973,3973,PROP,PER,Grandmamma,17801,17811,24
66,3976,3976,PRON,PER,her,17823,17826,24
50,3982,3982,PROP,PER,Mlle,17850,17854,7
50,3984,3984,PROP,PER,Blanche,17856,17863,7
50,3987,3987,PRON,PER,her,17870,17873,7
50,3990,3990,PRON,PER,her,17885,17888,7
150,4014,4015,NOM,PER,the General,17977,17988,16
259,4535,4536,NOM,PER,a man,20276,20281,2
47,4541,4541,PROP,PER,Polina,20294,20300,12
259,4550,4551,NOM,PER,a man,20344,20349,2
150,6095,6096,NOM,PER,the General,27526,27537,16
150,6104,6104,PRON,PER,he,27570,27572,16
150,6107,6107,PRON,PER,his,27582,27585,16
150,6120,6120,PRON,PER,he,27645,27647,16
150,6130,6130,PRON,PER,he,27682,27684,16
150,6135,6135,PRON,PER,his,27701,27704,16
150,6137,6137,PRON,PER,he,27714,27716,16
150,6153,6153,PRON,PER,he,27784,27786,16
150,6159,6159,PRON,PER,he,27810,27812,16
150,6177,6177,PRON,PER,he,27872,27874,16
150,6190,6190,PRON,PER,he,27921,27923,16
150,6199,6199,PRON,PER,his,27962,27965,16
150,6206,6206,PRON,PER,his,27994,27997,16
150,6212,6212,PRON,PER,his,28025,28028,16
150,6231,6231,PRON,PER,he,28103,28105,16
150,6236,6236,PRON,PER,himself,28134,28141,16
150,6239,6239,PRON,PER,his,28155,28158,16
47,6811,6811,PROP,PER,Polina,30876,30882,12
47,6873,6873,PROP,PER,Polina,31143,31149,12
329,7037,7038,NOM,PER,the croupier,31838,31850,15
47,7147,7148,PROP,PER,Polina Alexandrovna,32332,32351,12
47,7168,7168,PRON,PER,her,32437,32440,12
180,7175,7176,NOM,PER,the Frenchman,32470,32483,8
150,7184,7185,NOM,PER,the General,32514,32525,16
150,7199,7199,PRON,PER,he,32585,32587,16
150,7207,7207,PRON,PER,he,32627,32629,16
150,7222,7222,PRON,PER,his,32688,32691,16
150,7230,7230,PRON,PER,him,32739,32742,16
150,7250,7250,PRON,PER,I,32814,32815,16
150,7256,7256,PRON,PER,he,32840,32842,16
150,7268,7268,PRON,PER,I,32886,32887,16
150,7290,7290,PRON,PER,he,32974,32976,16
150,7294,7294,PRON,PER,his,32992,32995,16
47,7348,7348,PROP,PER,Polina,33242,33248,12
47,7349,7349,PRON,PER,her,33249,33252,12
47,7354,7354,PRON,PER,her,33272,33275,12
47,7365,7365,PRON,PER,her,33315,33318,12
47,7372,7372,PRON,PER,she,33332,33335,12
47,7425,7425,PRON,PER,she,33559,33562,12
47,7454,7454,PRON,PER,you,33692,33695,12
47,7467,7467,PRON,PER,she,33751,33754,12
47,7476,7476,PRON,PER,her,33795,33798,12
47,7563,7563,PRON,PER,I,34144,34145,12
47,7574,7574,PRON,PER,she,34194,34197,12
47,7586,7586,PRON,PER,my,34250,34252,12
47,7602,7602,PRON,PER,I,34319,34320,12
47,7607,7607,PRON,PER,she,34334,34337,12
47,7624,7624,PRON,PER,she,34424,34427,12
47,7637,7637,PRON,PER,she,34475,34478,12
47,7643,7643,PRON,PER,her,34510,34513,12
47,7657,7657,PRON,PER,hers,34577,34581,12
47,7678,7678,PRON,PER,she,34677,34680,12
47,7685,7685,PRON,PER,her,34708,34711,12
47,7698,7698,PRON,PER,she,34760,34763,12
47,7713,7713,PRON,PER,her,34832,34835,12
47,7717,7717,PRON,PER,she,34846,34849,12
47,7725,7725,PRON,PER,she,34884,34887,12
47,7750,7750,PRON,PER,her,35027,35030,12
47,7760,7760,PRON,PER,she,35082,35085,12
47,7769,7769,PRON,PER,her,35121,35124,12
47,7771,7771,PRON,PER,she,35126,35129,12
47,7777,7777,PRON,PER,her,35153,35156,12
47,7783,7783,PRON,PER,she,35179,35182,12
47,7789,7789,PRON,PER,her,35210,35213,12
47,7806,7806,PRON,PER,her,35298,35301,12
47,7816,7816,PRON,PER,her,35324,35327,12
47,7823,7823,PRON,PER,I,35360,35361,12
47,7833,7833,PRON,PER,I,35406,35407,12
47,7840,7840,PRON,PER,me,35433,35435,12
47,7848,7848,PRON,PER,me,35462,35464,12
47,7854,7854,PRON,PER,she,35484,35487,12
47,7859,7859,PRON,PER,her,35515,35518,12
47,7870,7870,PRON,PER,her,35569,35572,12
47,7879,7879,PRON,PER,she,35622,35625,12
47,7891,7891,PRON,PER,her,35682,35685,12
47,7900,7900,PRON,PER,her,35730,35733,12
47,7903,7903,PRON,PER,she,35743,35746,12
47,7909,7909,PRON,PER,her,35771,35774,12
47,7913,7913,PRON,PER,she,35793,35796,12
47,7971,7971,PRON,PER,she,36040,36043,12
47,7982,7982,PRON,PER,her,36092,36095,12
47,7986,7986,PRON,PER,she,36116,36119,12
47,8003,8003,PRON,PER,she,36211,36214,12
47,8020,8020,PRON,PER,she,36306,36309,12
47,8045,8045,PRON,PER,her,36398,36401,12
47,8073,8073,PRON,PER,her,36512,36515,12
47,8078,8078,PRON,PER,she,36541,36544,12
47,8080,8080,PRON,PER,herself,36549,36556,12
47,8089,8089,PRON,PER,her,36590,36593,12
47,8096,8096,PRON,PER,She,36625,36628,12
47,8102,8102,PRON,PER,she,36653,36656,12
47,8109,8109,PRON,PER,her,36682,36685,12
47,8117,8117,PRON,PER,her,36722,36725,12
47,8129,8129,PRON,PER,her,36767,36770,12
47,8139,8139,PRON,PER,her,36820,36823,12
47,8156,8156,PRON,PER,her,36894,36897,12
47,8161,8161,PRON,PER,she,36904,36907,12
47,8195,8195,PRON,PER,she,37062,37065,12
47,8213,8213,PRON,PER,her,37142,37145,12
47,8226,8226,PRON,PER,her,37208,37211,12
47,8235,8235,PRON,PER,she,37248,37251,12
47,8256,8256,PRON,PER,she,37345,37348,12
47,8260,8260,PRON,PER,her,37365,37368,12
47,8262,8262,PRON,PER,she,37370,37373,12
150,8321,8322,NOM,PER,The General,37630,37641,16
150,8333,8333,PRON,PER,his,37700,37703,16
180,8336,8337,NOM,PER,The Frenchman,37712,37725,8
180,8355,8356,NOM,PER,the Frenchman,37813,37826,8
259,8377,8378,NOM,PER,a man,37942,37947,2
259,8385,8385,PRON,PER,he,37972,37974,2
259,8388,8388,PRON,PER,his,37986,37989,2
47,8396,8396,PROP,PER,Polina,38013,38019,12
150,8397,8397,PRON,PER,he,38020,38022,16
150,8409,8409,PRON,PER,he,38078,38080,16
150,8442,8443,NOM,PER,the General,38234,38245,16
150,8445,8445,PRON,PER,him,38249,38252,16
180,8507,8508,NOM,PER,the Frenchman,38529,38542,8
150,8511,8512,NOM,PER,the General,38554,38565,16
150,8519,8519,PRON,PER,him,38589,38592,16
150,8525,8525,PRON,PER,his,38625,38628,16
150,8540,8541,NOM,PER,the General,38693,38704,16
50,8557,8557,PROP,PER,Mlle,38777,38781,7
50,8559,8559,PROP,PER,Blanche,38783,38790,7
50,8577,8577,PROP,PER,Mlle,38846,38850,7
50,8579,8579,PROP,PER,Blanche,38852,38859,7
50,8585,8585,PRON,PER,her,38876,38879,7
50,8587,8587,PRON,PER,she,38885,38888,7
50,8598,8598,PRON,PER,her,38938,38941,7
50,8611,8611,PRON,PER,she,39002,39005,7
50,8653,8653,PRON,PER,she,39178,39181,7
180,8655,8656,NOM,PER,the Frenchman,39186,39199,8
54,8740,8740,PROP,PER,Astley,39621,39627,10
50,8745,8745,PROP,PER,Mlle,39649,39653,7
50,8747,8747,PROP,PER,Blanche,39655,39662,7
50,8749,8749,PRON,PER,her,39667,39670,7
54,8759,8759,PRON,PER,he,39710,39712,10
180,8775,8776,NOM,PER,the Frenchman,39794,39807,8
54,8781,8782,PROP,PER,Mr. Astley,39826,39836,10
54,8785,8785,PROP,PER,Astley,39845,39851,10
54,8797,8797,PRON,PER,his,39896,39899,10
54,8807,8807,PRON,PER,him,39952,39955,10
180,8812,8813,NOM,PER,the Frenchman,39971,39984,8
54,8815,8815,PRON,PER,him,39994,39997,10
54,8827,8827,PRON,PER,him,40059,40062,10
180,8830,8830,PRON,PER,he,40074,40076,8
54,8838,8838,PRON,PER,him,40106,40109,10
50,8848,8848,PROP,PER,Mlle,40154,40158,7
50,8850,8850,PROP,PER,Blanche,40160,40167,7
50,8890,8890,PROP,PER,Mlle,40378,40382,7
50,8892,8892,PROP,PER,Blanche,40384,40391,7
150,8899,8900,NOM,PER,the General,40423,40434,16
150,8919,8919,PRON,PER,his,40532,40535,16
150,8924,8924,PRON,PER,him,40558,40561,16
47,8932,8932,PROP,PER,Polina,40600,40606,12
47,8961,8961,PRON,PER,she,40743,40746,12
47,8962,8962,PRON,PER,herself,40747,40754,12
50,8977,8977,PROP,PER,Mlle,40821,40825,7
50,8979,8979,PROP,PER,Blanche,40827,40834,7
50,9036,9036,PROP,PER,Mlle,41082,41086,7
50,9038,9038,PROP,PER,Blanche,41088,41095,7
50,9056,9056,PRON,PER,she,41171,41174,7
50,9089,9089,PRON,PER,she,41320,41323,7
50,9104,9104,PRON,PER,her,41394,41397,7
50,9114,9114,PRON,PER,her,41446,41449,7
50,9123,9123,PRON,PER,her,41488,41491,7
50,9175,9175,PRON,PER,her,41746,41749,7
50,9195,9195,PRON,PER,her,41829,41832,7
50,9203,9203,PRON,PER,her,41870,41873,7
50,9212,9212,PRON,PER,she,41914,41917,7
50,9215,9215,PRON,PER,she,41927,41930,7
50,9217,9217,PRON,PER,her,41941,41944,7
50,9224,9224,PRON,PER,her,41974,41977,7
47,9235,9235,PROP,PER,Polina,42037,42043,12
50,9241,9241,PRON,PER,she,42070,42073,7
50,9267,9267,PRON,PER,her,42201,42204,7
50,9286,9286,PRON,PER,her,42288,42291,7
50,9292,9292,PRON,PER,her,42312,42315,7
50,9295,9295,PRON,PER,her,42324,42327,7
150,9423,9424,NOM,PER,the General,42948,42959,16
150,9435,9436,NOM,PER,the General,43017,43028,16
396,9455,9456,NOM,PER,the grandmother,43121,43136,5
50,9461,9461,PROP,PER,Mlle,43151,43155,7
50,9463,9463,PROP,PER,Blanche,43157,43164,7
47,9520,9520,PROP,GPE,Polina,43426,43432,12
47,9534,9534,PRON,PER,her,43492,43495,12
54,9551,9552,PROP,PER,Mr. Astley,43558,43568,10
54,9567,9567,PRON,PER,he,43622,43624,10
47,9573,9573,PROP,PER,Polina,43649,43655,12
54,9606,9606,PRON,PER,he,43832,43834,10
54,9615,9615,PRON,PER,himself,43880,43887,10
54,9624,9625,PROP,PER,Mr. Astley,43921,43931,10
54,9635,9635,PRON,PER,he,43976,43978,10
54,9640,9640,PRON,PER,his,44001,44004,10
54,9650,9650,PRON,PER,he,44039,44041,10
54,9664,9664,PRON,PER,he,44092,44094,10
54,9685,9685,PRON,PER,he,44188,44190,10
54,9739,9740,PROP,PER,Mr. Astley,44416,44426,10
54,9758,9758,PRON,PER,he,44508,44510,10
54,9783,9783,PRON,PER,he,44617,44619,10
54,9787,9787,PRON,PER,his,44633,44636,10
50,9802,9802,PROP,PER,Mlle,44693,44697,7
50,9804,9804,PROP,PER,Blanche,44699,44706,7
54,9807,9807,PRON,PER,he,44709,44711,10
54,9813,9813,PRON,PER,I,44725,44726,10
50,9821,9821,PRON,PER,her,44760,44763,7
54,9826,9826,PRON,PER,he,44778,44780,10
54,9830,9830,PRON,PER,he,44795,44797,10
54,9839,9839,PRON,PER,he,44836,44838,10
54,9852,9852,PRON,PER,he,44889,44891,10
54,9872,9872,PRON,PER,he,44966,44968,10
50,9877,9877,PROP,PER,Mlle,44985,44989,7
47,9879,9879,PROP,PER,Polina,44991,44997,12
54,9905,9905,PRON,PER,he,45076,45078,10
47,9919,9919,PRON,PER,she,45143,45146,12
54,9936,9936,PRON,PER,I,45200,45201,10
54,9941,9941,PRON,PER,my,45218,45220,10
54,9945,9945,PRON,PER,he,45228,45230,10
54,9954,9954,PRON,PER,he,45262,45264,10
54,9962,9962,PRON,PER,his,45306,45309,10
47,10027,10028,PROP,PER,Polina Alexandrovna,45606,45625,12
47,10031,10031,PRON,PER,she,45632,45635,12
47,10035,10035,PRON,PER,her,45651,45654,12
47,10055,10055,PRON,PER,her,45749,45752,12
47,10057,10057,PRON,PER,her,45756,45759,12
47,10079,10079,PRON,PER,she,45843,45846,12
47,10095,10095,PRON,PER,her,45916,45919,12
47,10106,10106,PRON,PER,she,45959,45962,12
47,10116,10116,PRON,PER,she,46001,46004,12
47,10130,10130,PRON,PER,she,46066,46069,12
47,10153,10153,PRON,PER,she,46156,46159,12
54,10587,10588,PROP,PER,Mr. Astley,48157,48167,10
47,10813,10813,PROP,PER,Polina,49113,49119,12
50,10843,10845,PROP,PER,Mlle . Blanche,49247,49260,7
180,10847,10848,NOM,PER,the Frenchman,49265,49278,8
47,10877,10877,PRON,PER,she,49410,49413,12
180,10890,10890,PRON,PER,his,49470,49473,8
180,10893,10894,NOM,PER,the Frenchman,49480,49493,8
180,10913,10913,PRON,PER,He,49573,49575,8
47,10925,10925,PROP,PER,Polina,49640,49646,12
150,10948,10949,NOM,PER,the General,49739,49750,16
47,11021,11021,PROP,PER,Polina,50087,50093,12
47,11030,11030,PRON,PER,her,50130,50133,12
47,11035,11035,PRON,PER,she,50149,50152,12
47,11073,11073,PRON,PER,her,50312,50315,12
47,11088,11088,PRON,PER,she,50363,50366,12
47,11091,11091,PRON,PER,her,50371,50374,12
150,11116,11117,NOM,PER,the General,50483,50494,16
150,11126,11126,PRON,PER,he,50530,50532,16
150,11138,11138,PRON,PER,his,50591,50594,16
150,11142,11142,PRON,PER,his,50609,50612,16
150,11149,11149,PRON,PER,him,50655,50658,16
150,11189,11189,PRON,PER,he,50835,50837,16
180,11191,11192,NOM,PER,the Frenchman,50842,50855,8
180,11220,11221,NOM,PER,the Frenchman,51002,51015,8
150,11251,11251,PRON,PER,he,51148,51150,16
259,11266,11267,NOM,PER,a man,51211,51216,2
150,11283,11283,PRON,PER,he,51280,51282,16
180,11326,11327,NOM,PER,the Frenchman,51460,51473,8
150,11367,11367,PRON,PER,he,51667,51669,16
150,11383,11383,PRON,PER,he,51730,51732,16
150,11409,11409,PRON,PER,his,51872,51875,16
150,11432,11432,PRON,PER,he,51996,51998,16
180,11529,11530,NOM,PER,the Frenchman,52443,52456,8
150,11550,11551,NOM,PER,the General,52517,52528,16
150,11559,11559,PRON,PER,he,52549,52551,16
150,11625,11626,NOM,PER,the General,52839,52850,16
180,11639,11640,NOM,PER,the Frenchman,52888,52901,8
150,11692,11693,NOM,PER,the General,53091,53102,16
150,11721,11721,PRON,PER,you,53217,53220,16
1842,11876,11876,NOM,PER,General,53946,53953,16
1842,11881,11881,PRON,PER,you,53967,53970,16
150,12586,12586,PRON,PER,I,57174,57175,16
150,12593,12594,NOM,PER,the General,57199,57210,16
150,12599,12599,PRON,PER,I,57225,57226,16
150,12626,12626,PRON,PER,he,57338,57340,16
150,12628,12628,PRON,PER,his,57346,57349,16
150,12635,12635,PRON,PER,he,57388,57390,16
150,12652,12652,PRON,PER,he,57473,57475,16
150,12656,12656,PRON,PER,he,57497,57499,16
180,12660,12661,NOM,PER,The Frenchman,57512,57525,8
180,12673,12673,PRON,PER,his,57589,57592,8
180,12678,12678,PRON,PER,he,57604,57606,8
47,12691,12691,PROP,PER,Polina,57666,57672,12
47,12693,12693,PRON,PER,she,57674,57677,12
47,12701,12701,PRON,PER,She,57718,57721,12
47,12722,12722,PRON,PER,she,57820,57823,12
47,12735,12735,PRON,PER,she,57888,57891,12
47,12741,12741,PRON,PER,her,57928,57931,12
47,12795,12795,PRON,PER,her,58172,58175,12
47,12803,12803,PRON,PER,her,58204,58207,12
47,12817,12817,PRON,PER,she,58254,58257,12
47,12834,12834,PRON,PER,her,58330,58333,12
73,12838,12839,PROP,PER,De Griers,58346,58355,8
47,12857,12857,PRON,PER,you,58448,58451,12
150,12873,12874,NOM,PER,the General,58514,58525,16
47,12884,12884,PRON,PER,I,58549,58550,12
47,12893,12893,PRON,PER,she,58582,58585,12
150,12909,12910,NOM,PER,the General,58651,58662,16
150,12925,12926,NOM,PER,the General,58732,58743,16
180,12933,12934,NOM,PER,the Frenchman,58767,58780,8
180,12943,12943,PRON,PER,he,58836,58838,8
50,13006,13006,PROP,PER,Mlle,59082,59086,7
50,13008,13008,PROP,PER,Blanche,59088,59095,7
47,13020,13020,PRON,PER,she,59133,59136,12
47,13028,13028,PRON,PER,you,59175,59178,12
47,13042,13042,PRON,PER,her,59231,59234,12
47,13049,13049,PRON,PER,she,59265,59268,12
47,13074,13074,PRON,PER,I,59363,59364,12
47,13086,13086,PROP,PER,Polina,59406,59412,12
47,13114,13114,PRON,PER,she,59533,59536,12
396,13146,13147,NOM,PER,the grandmother,59690,59705,5
47,13169,13169,PRON,PER,she,59810,59813,12
47,13175,13175,PRON,PER,you,59831,59834,12
47,13180,13181,PROP,PER,Polina Alexandrovna,59848,59867,12
47,13193,13193,PRON,PER,she,59899,59902,12
47,13202,13202,PRON,PER,I,59946,59947,12
47,13209,13209,PRON,PER,you,59976,59979,12
47,13219,13219,PRON,PER,you,60014,60017,12
47,13229,13229,PRON,PER,you,60057,60060,12
47,13234,13234,PRON,PER,my,60080,60082,12
47,13244,13244,PRON,PER,you,60114,60117,12
47,13252,13252,PRON,PER,you,60142,60145,12
47,13264,13264,PRON,PER,you,60199,60202,12
47,13268,13268,PRON,PER,you,60213,60216,12
47,13271,13271,PRON,PER,you,60232,60235,12
47,13277,13277,PRON,PER,you,60255,60258,12
47,13288,13288,PRON,PER,you,60302,60305,12
47,13298,13298,PRON,PER,You,60342,60345,12
47,13305,13305,PRON,PER,your,60381,60385,12
47,13310,13310,PRON,PER,you,60400,60403,12
47,13321,13321,PRON,PER,you,60435,60438,12
47,13324,13324,PRON,PER,me,60444,60446,12
47,13331,13331,PRON,PER,you,60475,60478,12
47,13625,13625,PROP,PER,Polina,61696,61702,12
47,13876,13876,PRON,PER,I,62731,62732,12
47,13889,13889,PROP,PER,Polina,62782,62788,12
47,13900,13900,PRON,PER,me,62834,62836,12
47,13902,13902,PRON,PER,I,62838,62839,12
