qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q16-1,"Yes, I have been guilty of several monographs. They are all upon technical subjects. Here, for example, is one  Upon the Distinction between the Ashes of the Various Tobaccoes.  In it I enumerate a hundred and forty forms of cigar-, cigarette-, and pipe-tobacco, with coloured plates illustrating the difference in the ash. It is a point which is continually turning up in criminal trials, and which is sometimes of supreme importance as a clue. If you can say definitely, for example, that some murder has been done by a man who was smoking an Indian lunkah, it obviously narrows your field of search. To the trained eye there is as much difference between the black ash of a Trichinopoly and the white fluff of bird s-eye as there is between a cabbage and a potato.","[6897, 7664]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he cried,[],[],[],X,16,major,SignOfFour,23,23,1,1,14,6897,7664
Q17-0,"You have an extraordinary genius for minuti ,","[7668, 7713]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I remarked,['You'],"[[7668, 7671]]",[['Mr. Sherlock Holmes']],X,17,major,SignOfFour,24,24,1,1,21,7668,7713
Q18-0,"I appreciate their importance. Here is my monograph upon the tracing of footsteps, with some remarks upon the uses of plaster of Paris as a preserver of impresses. Here, too, is a curious little work upon the influence of a trade upon the form of the hand, with lithotypes of the hands of slaters, sailors, corkcutters, compositors, weavers, and diamond-polishers. That is a matter of great practical interest to the scientific detective, especially in cases of unclaimed bodies, or in discovering the antecedents of criminals. But I weary you with my hobby.","[7729, 8287]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,['you'],"[[8269, 8272]]",[['Dr. Watson']],X,18,major,SignOfFour,25,25,1,1,14,7729,8287
Q19-0,"Not at all,","[8291, 8302]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,[],[],[],X,19,major,SignOfFour,26,26,1,1,21,8291,8302
Q19-1,"It is of the greatest interest to me, especially since I have had the opportunity of observing your practical application of it. But you spoke just now of observation and deduction. Surely the one to some extent implies the other.","[8328, 8558]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,"['your', 'you']","[[8423, 8427], [8461, 8464]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,19,major,SignOfFour,26,26,1,1,21,8328,8558
Q20-0,"Why, hardly,","[8562, 8574]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he answered,[],[],[],X,20,major,SignOfFour,27,27,1,1,14,8562,8574
Q20-1,"For example, observation shows me that you have been to the Wigmore Street Post-Office this morning, but deduction lets me know that when there you dispatched a telegram.","[8682, 8852]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he answered,['you'],"[[8721, 8724]]",[['Dr. Watson']],X,20,major,SignOfFour,27,27,1,1,14,8682,8852
Q21-0,Right!,"[8856, 8862]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,said I,[],[],[],X,21,major,SignOfFour,28,28,1,1,21,8856,8862
Q21-1,"Right on both points! But I confess that I don t see how you arrived at it. It was a sudden impulse upon my part, and I have mentioned it to no one.","[8873, 9021]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,said I,['you'],"[[8930, 8933]]",[['Mr. Sherlock Holmes']],X,21,major,SignOfFour,28,28,1,1,21,8873,9021
Q22-0,"It is simplicity itself,","[9025, 9049]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he remarked,[],[],[],X,22,major,SignOfFour,29,29,1,1,14,9025,9049
Q22-1,"so absurdly simple that an explanation is superfluous; and yet it may serve to define the limits of observation and of deduction. Observation tells me that you have a little reddish mould adhering to your instep. Just opposite the Seymour Street Office they have taken up the pavement and thrown up some earth which lies in such a way that it is difficult to avoid treading in it in entering. The earth is of this peculiar reddish tint which is found, as far as I know, nowhere else in the neighbourhood. So much is observation. The rest is deduction.","[9091, 9642]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he remarked,['you'],"[[9247, 9250]]",[['Dr. Watson']],X,22,major,SignOfFour,29,29,1,1,14,9091,9642
Q23-0,"How, then, did you deduce the telegram?","[9646, 9685]",Dr. Watson,['Mr. Sherlock Holmes'],Implicit,,['you'],"[[9661, 9664]]",[['Mr. Sherlock Holmes']],X,23,major,SignOfFour,30,30,1,1,21,9646,9685
Q24-0,"Why, of course I knew that you had not written a letter, since I sat opposite to you all morning. I see also in your open desk there that you have a sheet of stamps and a thick bundle of post-cards. What could you go into the post-office for, then, but to send a wire? Eliminate all other factors, and the one which remains must be the truth.","[9689, 10031]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,"['you', 'you', 'you', 'you']","[[9716, 9719], [9770, 9773], [9827, 9830], [9899, 9902]]","[['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson']]",X,24,major,SignOfFour,31,31,1,1,14,9689,10031
Q25-0,"In this case it certainly is so,","[10035, 10067]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I replied,[],[],[],X,25,major,SignOfFour,32,32,1,1,21,10035,10067
Q25-1,"The thing, however, is, as you say, of the simplest. Would you think me impertinent if I were to put your theories to a more severe test?","[10105, 10242]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I replied,"['you', 'you']","[[10132, 10135], [10164, 10167]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,25,major,SignOfFour,32,32,1,1,21,10105,10242
Q26-0,"On the contrary,","[10246, 10262]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he answered,[],[],[],X,26,major,SignOfFour,33,33,1,1,14,10246,10262
Q26-1,it would prevent me from taking a second dose of cocaine. I should be delighted to look into any problem which you might submit to me.,"[10278, 10412]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he answered,['you'],"[[10389, 10392]]",[['Dr. Watson']],X,26,major,SignOfFour,33,33,1,1,14,10278,10412
Q27-0,"I have heard you say that it is difficult for a man to have any object in daily use without leaving the impress of his individuality upon it in such a way that a trained observer might read it. Now, I have here a watch which has recently come into my possession. Would you have the kindness to let me have an opinion upon the character or habits of the late owner?","[10416, 10780]",Dr. Watson,['Mr. Sherlock Holmes'],Implicit,,"['you', 'you']","[[10429, 10432], [10685, 10688]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,27,major,SignOfFour,34,34,1,1,21,10416,10780
Q28-0,"There are hardly any data,","[11288, 11314]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he remarked,[],[],[],X,28,major,SignOfFour,36,36,1,1,14,11288,11314
Q28-1,"The watch has been recently cleaned, which robs me of my most suggestive facts.","[11330, 11409]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he remarked,[],[],[],X,28,major,SignOfFour,36,36,1,1,14,11330,11409
Q29-0,"You are right,","[11413, 11427]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,['You'],"[[11413, 11416]]",[['Mr. Sherlock Holmes']],X,29,major,SignOfFour,37,37,1,1,21,11413,11427
Q29-1,It was cleaned before being sent to me.,"[11442, 11481]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,[],[],[],X,29,major,SignOfFour,37,37,1,1,21,11442,11481
Q30-0,"Though unsatisfactory, my research has not been entirely barren,","[11644, 11708]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he observed,[],[],[],X,30,major,SignOfFour,38,38,1,1,14,11644,11708
Q30-1,"Subject to your correction, I should judge that the watch belonged to your elder brother, who inherited it from your father.","[11781, 11905]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,he observed,"['your', 'your', 'your']","[[11792, 11796], [11851, 11855], [11893, 11897]]","[['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson']]",X,30,major,SignOfFour,38,38,1,1,14,11781,11905
Q31-0,"That you gather, no doubt, from the H. W. upon the back?","[11909, 11965]",Dr. Watson,['Mr. Sherlock Holmes'],Implicit,,['you'],"[[11914, 11917]]",[['Mr. Sherlock Holmes']],X,31,major,SignOfFour,39,39,1,1,21,11909,11965
Q32-0,"Quite so. The W. suggests your own name. The date of the watch is nearly fifty years back, and the initials are as old as the watch: so it was made for the last generation. Jewelry usually descends to the eldest son, and he is most likely to have the same name as the father. Your father has, if I remember right, been dead many years. It has, therefore, been in the hands of your eldest brother.","[11969, 12365]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,"['your', 'Your', 'your']","[[11995, 11999], [12245, 12249], [12345, 12349]]","[['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson']]",X,32,major,SignOfFour,40,40,1,1,14,11969,12365
Q33-0,"Right, so far,","[12369, 12383]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,said I,[],[],[],X,33,major,SignOfFour,41,41,1,1,21,12369,12383
Q33-1,Anything else?,"[12394, 12408]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,said I,[],[],[],X,33,major,SignOfFour,41,41,1,1,21,12394,12408
Q34-0,"He was a man of untidy habits, very untidy and careless. He was left with good prospects, but he threw away his chances, lived for some time in poverty with occasional short intervals of prosperity, and finally, taking to drink, he died. That is all I can gather.","[12412, 12675]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,[],[],[],X,34,major,SignOfFour,42,42,1,1,14,12412,12675
Q35-0,"This is unworthy of you, Holmes,","[12783, 12815]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I said,"['you', 'Holmes']","[[12803, 12806], [12808, 12814]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,35,major,SignOfFour,44,44,1,1,21,12783,12815
Q35-1,"I could not have believed that you would have descended to this. You have made inquires into the history of my unhappy brother, and you now pretend to deduce this knowledge in some fanciful way. You cannot expect me to believe that you have read all this from his old watch! It is unkind, and, to speak plainly, has a touch of charlatanism in it.","[12826, 13172]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I said,"['you', 'You', 'you', 'You', 'you']","[[12857, 12860], [12891, 12894], [12958, 12961], [13021, 13024], [13058, 13061]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,35,major,SignOfFour,44,44,1,1,21,12826,13172
Q36-0,"My dear doctor,","[13176, 13191]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,said he,['My dear doctor'],"[[13176, 13190]]",[['Dr. Watson']],X,36,major,SignOfFour,45,45,1,1,14,13176,13191
Q36-1,"pray accept my apologies. Viewing the matter as an abstract problem, I had forgotten how personal and painful a thing it might be to you. I assure you, however, that I never even knew that you had a brother until you handed me the watch.","[13211, 13448]",Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,said he,"['you', 'you', 'you', 'you']","[[13344, 13347], [13358, 13361], [13400, 13403], [13424, 13427]]","[['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson']]",X,36,major,SignOfFour,45,45,1,1,14,13211,13448
Q37-0,Then how in the name of all that is wonderful did you get these facts? They are absolutely correct in every particular.,"[13452, 13571]",Dr. Watson,['Mr. Sherlock Holmes'],Implicit,,['you'],"[[13502, 13505]]",[['Mr. Sherlock Holmes']],X,37,major,SignOfFour,46,46,1,1,21,13452,13571
Q38-0,"Ah, that is good luck. I could only say what was the balance of probability. I did not at all expect to be so accurate.","[13575, 13694]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,[],[],[],X,38,major,SignOfFour,47,47,1,1,14,13575,13694
Q39-0,But it was not mere guess-work?,"[13698, 13729]",Dr. Watson,['Mr. Sherlock Holmes'],Implicit,,[],[],[],X,39,major,SignOfFour,48,48,1,1,21,13698,13729
Q40-0,"No, no: I never guess. It is a shocking habit, destructive to the logical faculty. What seems strange to you is only so because you do not follow my train of thought or observe the small facts upon which large inferences may depend. For example, I began by stating that your brother was careless. When you observe the lower part of that watch-case you notice that it is not only dinted in two places, but it is cut and marked all over from the habit of keeping other hard objects, such as coins or keys, in the same pocket. Surely it is no great feat to assume that a man who treats a fifty-guinea watch so cavalierly must be a careless man. Neither is it a very far-fetched inference that a man who inherits one article of such value is pretty well provided for in other respects.","[13733, 14514]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,"['you', 'you', 'your', 'you', 'you']","[[13838, 13841], [13861, 13864], [14003, 14007], [14035, 14038], [14081, 14084]]","[['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson'], ['Dr. Watson']]",X,40,major,SignOfFour,49,49,1,1,14,13733,14514
Q41-0,"It is very customary for pawnbrokers in England, when they take a watch, to scratch the number of the ticket with a pin-point upon the inside of the case. It is more handy than a label, as there is no risk of the number being lost or transposed. There are no less than four such numbers visible to my lens on the inside of this case. Inference, that your brother was often at low water. Secondary inference, that he had occasional bursts of prosperity, or he could not have redeemed the pledge. Finally, I ask you to look at the inner plate, which contains the key-hole. Look at the thousands of scratches all round the hole, marks where the key has slipped. What sober man s key could have scored those grooves? But you will never see a drunkard s watch without them. He winds it at night, and he leaves these traces of his unsteady hand. Where is the mystery in all this?","[14568, 15441]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,"['you', 'you']","[[15078, 15081], [15285, 15288]]","[['Dr. Watson'], ['Dr. Watson']]",X,41,major,SignOfFour,51,51,1,1,14,14568,15441
Q42-0,"It is as clear as daylight,","[15445, 15472]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,[],[],[],X,42,major,SignOfFour,52,52,1,1,21,15445,15472
Q42-1,I regret the injustice which I did you. I should have had more faith in your marvellous faculty. May I ask whether you have any professional inquiry on foot at present?,"[15487, 15655]",Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,I answered,"['you', 'your', 'you']","[[15522, 15525], [15559, 15563], [15602, 15605]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,42,major,SignOfFour,52,52,1,1,21,15487,15655
Q43-0,"None. Hence the cocaine. I cannot live without brain-work. What else is there to live for? Stand at the window here. Was ever such a dreary, dismal, unprofitable world? See how the yellow fog swirls down the street and drifts across the dun-coloured houses. What could be more hopelessly prosaic and material? What is the use of having powers, doctor, when one has no field upon which to exert them? Crime is commonplace, existence is commonplace, and no qualities save those which are commonplace have any function upon earth.","[15659, 16186]",Mr. Sherlock Holmes,['Dr. Watson'],Implicit,,[],[],[],X,43,major,SignOfFour,53,53,1,1,14,15659,16186
Q44-0,"A young lady for you, sir,","[16322, 16348]",Mrs. Hudson,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she said addressing my companion,"['A young lady', 'you', 'sir']","[[16322, 16334], [16339, 16342], [16344, 16347]]","[['Miss Morstan'], ['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,44,minor,SignOfFour,55,55,1,1,17,16322,16348
Q45-0,"Miss Mary Morstan,","[16387, 16405]",Mr. Sherlock Holmes,"['Dr. Watson', 'Mrs. Hudson']",Anaphoric,he read,['Miss Mary Morstan'],"[[16387, 16404]]",[['Miss Morstan']],X,45,major,SignOfFour,56,56,1,1,14,16387,16405
Q45-1,"Hum! I have no recollection of the name. Ask the young lady to step up, Mrs. Hudson. Don t go, doctor. I should prefer that you remain.","[16417, 16552]",Mr. Sherlock Holmes,"['Dr. Watson', 'Mrs. Hudson']",Anaphoric,he read,"['the young lady', 'Mrs. Hudson', 'doctor', 'you']","[[16462, 16476], [16489, 16500], [16512, 16518], [16541, 16544]]","[['Miss Morstan'], ['Mrs. Hudson'], ['Dr. Watson'], ['Dr. Watson']]",X,45,major,SignOfFour,56,56,1,1,14,16417,16552
Q46-0,"I have come to you, Mr. Holmes,","[17606, 17637]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she said,"['you', 'Mr. Holmes']","[[17621, 17624], [17626, 17636]]","[['Mr. Sherlock Holmes'], ['Mr. Sherlock Holmes']]",X,46,major,SignOfFour,59,59,2,2,12,17606,17637
Q46-1,"because you once enabled my employer, Mrs. Cecil Forrester, to unravel a little domestic complication. She was much impressed by your kindness and skill.","[17650, 17803]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she said,"['you', 'my employer', 'Mrs. Cecil Forrester', 'She', 'your']","[[17658, 17661], [17675, 17686], [17688, 17708], [17753, 17756], [17779, 17783]]","[['Mr. Sherlock Holmes'], ['Mrs. Cecil Forrester'], ['Mrs. Cecil Forrester'], ['Mrs. Cecil Forrester'], ['Mr. Sherlock Holmes']]",X,46,major,SignOfFour,59,59,2,2,12,17650,17803
Q47-0,"Mrs. Cecil Forrester,","[17807, 17828]",Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,he repeated,['Mrs. Cecil Forrester'],"[[17807, 17827]]",[['Mrs. Cecil Forrester']],X,47,major,SignOfFour,60,60,2,2,14,17807,17828
Q47-1,"I believe that I was of some slight service to her. The case, however, as I remember it, was a very simple one.","[17857, 17968]",Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,he repeated,['her'],"[[17904, 17907]]",[['Mrs. Cecil Forrester']],X,47,major,SignOfFour,60,60,2,2,14,17857,17968
Q48-0,"She did not think so. But at least you cannot say the same of mine. I can hardly imagine anything more strange, more utterly inexplicable, than the situation in which I find myself.","[17972, 18153]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Implicit,,"['She', 'you']","[[17972, 17975], [18007, 18010]]","[['Mrs. Cecil Forrester'], ['Mr. Sherlock Holmes']]",X,48,major,SignOfFour,61,61,2,2,12,17972,18153
Q49-0,"State your case,","[18326, 18342]",Mr. Sherlock Holmes,"['Dr. Watson', 'Miss Morstan']",Anaphoric,said he,['your'],"[[18332, 18336]]",[['Miss Morstan']],X,49,major,SignOfFour,62,62,2,2,14,18326,18342
Q50-0,"You will, I am sure, excuse me,","[18430, 18461]",Dr. Watson,"['Mr. Sherlock Holmes', 'Miss Morstan']",Anaphoric,I said,['You'],"[[18430, 18433]]","[['Mr. Sherlock Holmes', 'Miss Morstan']]",X,50,major,SignOfFour,63,63,2,2,21,18430,18461
Q51-0,"If your friend,","[18564, 18579]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she said,['your friend'],"[[18567, 18578]]",[['Dr. Watson']],X,51,major,SignOfFour,64,64,2,2,12,18564,18579
Q51-1,"would be good enough to stop, he might be of inestimable service to me.","[18592, 18663]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she said,['he'],"[[18622, 18624]]",[['Dr. Watson']],X,51,major,SignOfFour,64,64,2,2,12,18592,18663
Q52-0,"Briefly,","[18694, 18702]",Miss Morstan,"['Mr. Sherlock Holmes', 'Dr. Watson']",Anaphoric,she continued,[],[],[],X,52,major,SignOfFour,66,66,2,2,12,18694,18702
