qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q7-0,"You must have it,","[1515, 1532]",Miss Bartlett,['Lucy'],Explicit,said Miss Bartlett,['You'],"[[1515, 1518]]",[['Lucy']],X,7,major,ARoomWithAView,8,8,1,1,6,1515,1532
Q8-0,"No, no. You must have it.","[1683, 1708]",Lucy,['Miss Bartlett'],Implicit,,['You'],"[[1691, 1694]]",[['Miss Bartlett']],X,8,major,ARoomWithAView,9,9,1,1,4,1683,1708
Q9-0,"I insist on it. Your mother would never forgive me, Lucy.","[1712, 1769]",Miss Bartlett,['Lucy'],Implicit,,['Lucy'],"[[1764, 1768]]",[['Lucy']],X,9,major,ARoomWithAView,10,10,1,1,6,1712,1769
Q10-0,She would never forgive me.,"[1773, 1800]",Lucy,['Miss Bartlett'],Implicit,,[],[],[],X,10,major,ARoomWithAView,11,11,1,1,4,1773,1800
Q11-0,"I have a view, I have a view.","[2157, 2186]",Mr. Emerson,"['Miss Bartlett', 'Lucy']",Anaphoric,He said,[],[],[],X,11,major,ARoomWithAView,13,13,1,1,11,2157,2186
Q12-0,"A view? Oh, a view! How delightful a view is!","[2892, 2937]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Anaphoric,she assumed a dazed expression when he spoke to her and then said,[],[],[],X,12,major,ARoomWithAView,14,14,1,1,6,2892,2937
Q13-0,"This is my son,","[2941, 2956]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,said the old man,[' my son'],"[[2948, 2955]]",[['George Emerson']],X,13,major,ARoomWithAView,15,15,1,1,11,2941,2956
Q13-1,his name's George. He has a view too.,"[2977, 3014]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,said the old man,"['his', 'George', 'He']","[[2977, 2980], [2988, 2994], [2996, 2998]]","[['George Emerson'], ['George Emerson'], ['George Emerson']]",X,13,major,ARoomWithAView,15,15,1,1,11,2977,3014
Q14-0,"Ah,","[3018, 3021]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Explicit,said Miss Bartlett,[],[],[],X,14,major,ARoomWithAView,16,16,1,1,6,3018,3021
Q15-0,"What I mean,","[3086, 3098]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,he continued,[],[],[],X,15,major,ARoomWithAView,17,17,1,1,11,3086,3098
Q15-1,"is that you can have our rooms, and we'll have yours. We'll change.","[3115, 3182]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,he continued,"['you', 'we', 'We']","[[3123, 3126], [3151, 3153], [3169, 3171]]","[['Miss Bartlett', 'Lucy'], ['Mr. Emerson', 'George Emerson'], ['Mr. Emerson', 'George Emerson']]",X,15,major,ARoomWithAView,17,17,1,1,11,3115,3182
Q16-0,Thank you very much indeed; that is out of the question.,"[3346, 3402]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Explicit,Miss Bartlett in reply opened her mouth as little as possible and said,['you'],"[[3352, 3355]]",[['Mr. Emerson']],X,16,major,ARoomWithAView,18,18,1,1,6,3346,3402
Q17-0,Why?,"[3406, 3410]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,said the old man,[],[],[],X,17,major,ARoomWithAView,19,19,1,1,11,3406,3410
Q18-0,"Because it is quite out of the question, thank you.","[3462, 3513]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Implicit,,['you'],"[[3509, 3512]]",[['Mr. Emerson']],X,18,major,ARoomWithAView,20,20,1,1,6,3462,3513
Q19-0,"You see, we don't like to take--","[3517, 3549]",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Explicit,began Lucy,"['You', 'we']","[[3517, 3520], [3526, 3528]]","[['Mr. Emerson'], ['Miss Bartlett', 'Lucy']]",X,19,major,ARoomWithAView,21,21,1,1,4,3517,3549
Q20-0,But why?,"[3597, 3605]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,he persisted,[],[],[],X,20,major,ARoomWithAView,22,22,1,1,11,3597,3605
Q20-1,Women like looking at a view; men don't.,"[3622, 3662]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,he persisted,[],[],[],X,20,major,ARoomWithAView,22,22,1,1,11,3622,3662
Q21-0,"George, persuade them!","[3748, 3770]",Mr. Emerson,"['Lucy', 'George Emerson', 'Miss Bartlett']",Anaphoric,he thumped with his fists like a naughty child and turned to his son saying,"['George', 'them']","[[3748, 3754], [3765, 3769]]","[['George Emerson'], ['Miss Bartlett', 'Lucy']]",X,21,major,ARoomWithAView,22,22,1,1,11,3748,3770
Q22-0,"It's so obvious they should have the rooms,","[3774, 3817]",George Emerson,"['Lucy', 'Mr. Emerson', 'Miss Bartlett']",Anaphoric,said the son,['they'],"[[3790, 3794]]","[['Miss Bartlett', 'Lucy']]",X,22,minor,ARoomWithAView,23,23,1,1,2,3774,3817
Q22-1,There's nothing else to say.,"[3834, 3862]",George Emerson,"['Lucy', 'Mr. Emerson', 'Miss Bartlett']",Anaphoric,said the son,[],[],[],X,22,minor,ARoomWithAView,23,23,1,1,2,3834,3862
Q23-0,"Eat your dinner, dear,","[4870, 4892]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Anaphoric,she said to Lucy,['dear'],"[[4887, 4891]]",[['Lucy']],X,23,major,ARoomWithAView,26,26,1,1,6,4870,4892
Q24-0,"Eat your dinner, dear. This pension is a failure. To-morrow we will make a change.","[5037, 5119]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson']",Implicit,,"['dear', 'we']","[[5054, 5058], [5097, 5099]]","[['Lucy'], ['Miss Bartlett', 'Lucy']]",X,24,major,ARoomWithAView,28,28,1,1,6,5037,5119
Q25-0,"Oh, oh! Why, it's Mr. Beebe! Oh, how perfectly lovely! Oh, Charlotte, we must stop now, however bad the rooms are. Oh!","[5452, 5570]",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Explicit,Lucy who had not yet acquired decency at once rose to her feet exclaiming,"['Mr. Beebe', 'Charlotte', 'we']","[[5470, 5479], [5511, 5520], [5522, 5524]]","[['Mr. Beebe'], ['Miss Bartlett'], ['Miss Bartlett', 'Lucy']]",X,25,major,ARoomWithAView,29,29,1,1,4,5452,5570
Q26-0,"How do you do, Mr. Beebe? I expect that you have forgotten us: Miss Bartlett and Miss Honeychurch, who were at Tunbridge Wells when you helped the Vicar of St. Peter's that very cold Easter.","[5616, 5806]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Explicit,Miss Bartlett said,"['you', 'Mr. Beebe', 'you', 'us', 'Miss Bartlett', 'Miss Honeychurch', 'you', ""the Vicar of St. Peter's""]","[[5623, 5626], [5631, 5640], [5656, 5659], [5675, 5677], [5679, 5692], [5697, 5713], [5748, 5751], [5759, 5783]]","[['Mr. Beebe'], ['Mr. Beebe'], ['Mr. Beebe'], ['Miss Bartlett', 'Lucy'], ['Miss Bartlett'], ['Lucy'], ['Mr. Beebe'], [""Vicar Of St. Peter'S""]]",X,26,major,ARoomWithAView,31,31,1,1,6,5616,5806
Q27-0,"I AM so glad to see you,","[6029, 6053]",Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,said the girl,['you'],"[[6049, 6052]]",[['Mr. Beebe']],X,27,major,ARoomWithAView,33,33,1,1,4,6029,6053
Q27-1,"Just fancy how small the world is. Summer Street, too, makes it so specially funny.","[6190, 6273]",Lucy,"['George Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,said the girl,[],[],[],X,27,major,ARoomWithAView,33,33,1,1,4,6190,6273
Q28-0,"Miss Honeychurch lives in the parish of Summer Street,","[6277, 6331]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Explicit,said Miss Bartlett,['Miss Honeychurch'],"[[6277, 6293]]",[['Lucy']],X,28,major,ARoomWithAView,34,34,1,1,6,6277,6331
Q28-1,and she happened to tell me in the course of conversation that you have just accepted the living--,"[6374, 6472]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Explicit,said Miss Bartlett,"['she', 'you']","[[6378, 6381], [6437, 6440]]","[['Lucy'], ['Mr. Beebe']]",X,28,major,ARoomWithAView,34,34,1,1,6,6374,6472
Q29-0,"Yes, I heard from mother so last week. She didn't know that I knew you at Tunbridge Wells; but I wrote back at once, and I said: 'Mr. Beebe is--'","[6476, 6621]",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,"['mother', 'you', 'Mr. Beebe']","[[6494, 6500], [6543, 6546], [6606, 6615]]","[['Mrs. Honeychurch'], ['Mr. Beebe'], ['Mr. Beebe']]",X,29,major,ARoomWithAView,35,35,1,1,4,6476,6621
Q30-0,"Quite right,","[6625, 6637]",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Anaphoric,said the clergyman,[],[],[],X,30,major,ARoomWithAView,36,36,1,1,10,6625,6637
Q30-1,I move into the Rectory at Summer Street next June. I am lucky to be appointed to such a charming neighbourhood.,"[6660, 6772]",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Anaphoric,said the clergyman,[],[],[],X,30,major,ARoomWithAView,36,36,1,1,10,6660,6772
Q31-0,"Oh, how glad I am! The name of our house is Windy Corner.","[6776, 6833]",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,['our'],"[[6807, 6810]]","[['Lucy', 'Mrs. Honeychurch', 'Freddy']]",X,31,major,ARoomWithAView,37,37,1,1,4,6776,6833
Q32-0,"There is mother and me generally, and my brother, though it's not often we get him to ch---- The church is rather far off, I mean.","[6854, 6984]",Lucy,"['George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Implicit,,"['my brother', 'him']","[[6892, 6902], [6933, 6936]]","[['Freddy'], ['Freddy']]",X,32,major,ARoomWithAView,38,38,1,1,4,6854,6984
Q33-0,"Lucy, dearest, let Mr. Beebe eat his dinner.","[6988, 7032]",Miss Bartlett,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Mr. Beebe']",Implicit,,"['Lucy', 'Mr. Beebe', 'his']","[[6988, 6992], [7007, 7016], [7021, 7024]]","[['Lucy'], ['Mr. Beebe'], ['Mr. Beebe']]",X,33,major,ARoomWithAView,39,39,1,1,6,6988,7032
Q34-0,"I am eating it, thank you, and enjoying it.","[7036, 7079]",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett']",Implicit,,['you'],"[[7058, 7061]]",[['Miss Bartlett']],X,34,major,ARoomWithAView,40,40,1,1,10,7036,7079
Q35-0,"Don't neglect the country round,","[7399, 7431]",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Lavish', 'Miss Bartlett']",Anaphoric,his advice concluded,[],[],[],X,35,major,ARoomWithAView,41,41,1,1,10,7399,7431
Q35-1,"The first fine afternoon drive up to Fiesole, and round by Settignano, or something of that sort.","[7456, 7553]",Mr. Beebe,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Lavish', 'Miss Bartlett']",Anaphoric,his advice concluded,[],[],[],X,35,major,ARoomWithAView,41,41,1,1,10,7456,7553
Q36-0,No!,"[7557, 7560]",Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,cried a voice,[],[],[],X,36,minor,ARoomWithAView,42,42,1,1,8,7557,7560
Q36-1,"Mr. Beebe, you are wrong. The first fine afternoon your ladies must go to Prato.","[7604, 7684]",Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,cried a voice,"['Mr. Beebe', 'you', 'your ladies']","[[7604, 7613], [7615, 7618], [7655, 7666]]","[['Mr. Beebe'], ['Mr. Beebe'], ['Miss Bartlett', 'Lucy']]",X,36,minor,ARoomWithAView,42,42,1,1,8,7604,7684
Q37-0,"That lady looks so clever,","[7688, 7714]",Miss Bartlett,['Lucy'],Explicit,whispered Miss Bartlett to her cousin,['That lady'],"[[7688, 7697]]",[['Miss Lavish']],X,37,major,ARoomWithAView,43,43,1,1,6,7688,7714
Q37-1,We are in luck.,"[7756, 7771]",Miss Bartlett,['Lucy'],Explicit,whispered Miss Bartlett to her cousin,[],[],[],X,37,major,ARoomWithAView,43,43,1,1,6,7756,7771
Q38-0,"Prato! They must go to Prato. That place is too sweetly squalid for words. I love it; I revel in shaking off the trammels of respectability, as you know.","[8229, 8382]",Miss Lavish,"['Lucy', 'George Emerson', 'Mr. Emerson', 'Miss Bartlett', 'Mr. Beebe']",Anaphoric,the clever lady crying,"['They', 'you']","[[8236, 8240], [8373, 8376]]","[['Miss Bartlett', 'Lucy'], ['Mr. Beebe']]",X,38,minor,ARoomWithAView,44,44,1,1,8,8229,8382
Q39-0,"We are most grateful to you,","[9749, 9777]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she was saying,"['We', 'you']","[[9749, 9751], [9773, 9776]]","[['Miss Bartlett', 'Lucy'], ['Mr. Beebe']]",X,39,major,ARoomWithAView,48,48,1,1,6,9749,9777
Q39-1,The first evening means so much. When you arrived we were in for a peculiarly mauvais quart d'heure.,"[9796, 9896]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she was saying,"['you', 'we']","[[9834, 9837], [9846, 9848]]","[['Mr. Beebe'], ['Miss Bartlett', 'Lucy']]",X,39,major,ARoomWithAView,48,48,1,1,6,9796,9896
Q40-0,"Do you, by any chance, know the name of an old man who sat opposite us at dinner?","[9926, 10007]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,"['you', 'an old man who sat opposite us at dinner']","[[9929, 9932], [9966, 10006]]","[['Mr. Beebe'], ['Mr. Emerson']]",X,40,major,ARoomWithAView,50,50,1,1,6,9926,10007
Q41-0,Emerson.,"[10011, 10019]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,['Emerson'],"[[10011, 10018]]",[['Mr. Emerson']],X,41,major,ARoomWithAView,51,51,1,1,10,10011,10019
Q42-0,Is he a friend of yours?,"[10023, 10047]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,['he'],"[[10026, 10028]]",[['Mr. Emerson']],X,42,major,ARoomWithAView,52,52,1,1,6,10023,10047
Q43-0,We are friendly--as one is in pensions.,"[10051, 10090]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,['We'],"[[10051, 10053]]","[['Mr. Emerson', 'Mr. Beebe']]",X,43,major,ARoomWithAView,53,53,1,1,10,10051,10090
Q44-0,Then I will say no more.,"[10094, 10118]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[],[],[],X,44,major,ARoomWithAView,54,54,1,1,6,10094,10118
Q45-0,"I am, as it were,","[10172, 10189]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she concluded,[],[],[],X,45,major,ARoomWithAView,56,56,1,1,6,10172,10189
Q45-1,"the chaperon of my young cousin, Lucy, and it would be a serious thing if I put her under an obligation to people of whom we know nothing. His manner was somewhat unfortunate. I hope I acted for the best.","[10207, 10411]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Anaphoric,she concluded,"['my young cousin', 'Lucy', 'her', 'we']","[[10223, 10238], [10240, 10244], [10287, 10290], [10329, 10331]]","[['Lucy'], ['Lucy'], ['Lucy'], ['Miss Bartlett', 'Lucy']]",X,45,major,ARoomWithAView,56,56,1,1,6,10207,10411
Q46-0,"You acted very naturally,","[10415, 10440]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,said he,['You'],"[[10415, 10418]]",[['Miss Bartlett']],X,46,major,ARoomWithAView,57,57,1,1,10,10415,10440
Q47-0,"All the same, I don't think much harm would have come of accepting.","[10505, 10572]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,He seemed thoughtful and after a few moments added,[],[],[],X,47,major,ARoomWithAView,57,57,1,1,10,10505,10572
Q48-0,"No harm, of course. But we could not be under an obligation.","[10576, 10636]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,['we'],"[[10600, 10602]]","[['Miss Bartlett', 'Lucy']]",X,48,major,ARoomWithAView,58,58,1,1,6,10576,10636
Q49-0,He is rather a peculiar man.,"[10640, 10668]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he hesitated and then said,['He'],"[[10640, 10642]]",[['Mr. Emerson']],X,49,major,ARoomWithAView,59,59,1,1,10,10640,10668
Q49-1,"I think he would not take advantage of your acceptance, nor expect you to show gratitude. He has the merit--if it is one--of saying exactly what he means. He has rooms he does not value, and he thinks you would value them. He no more thought of putting you under an obligation than he thought of being polite. It is so difficult--at least, I find it difficult--to understand people who speak the truth.","[10713, 11115]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he hesitated and then said,"['he', 'your', 'you', 'He', 'he', 'He', 'he', 'he', 'you', 'He', 'you']","[[10721, 10723], [10752, 10756], [10780, 10783], [10803, 10805], [10858, 10860], [10868, 10870], [10881, 10883], [10904, 10906], [10914, 10917], [10936, 10938], [10966, 10969]]","[['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy']]",X,49,major,ARoomWithAView,59,59,1,1,10,10713,11115
Q50-0,I was hoping that he was nice; I do so always hope that people will be nice.,"[11147, 11223]",Lucy,"['Miss Bartlett', 'Mr. Beebe']",Explicit,Lucy was pleased and said,['he'],"[[11165, 11167]]",[['Mr. Emerson']],X,50,major,ARoomWithAView,60,60,1,1,4,11147,11223
Q51-0,"I think he is; nice and tiresome. I differ from him on almost every point of any importance, and so, I expect--I may say I hope--you will differ. But his is a type one disagrees with rather than deplores. When he first came here he not unnaturally put people's backs up. He has no tact and no manners--I don't mean by that that he has bad manners--and he will not keep his opinions to himself. We nearly complained about him to our depressing Signora, but I am glad to say we thought better of it.","[11227, 11724]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,"['he', 'him', 'you', 'his', 'he', 'he', 'He', 'he', 'he', 'his', 'himself', 'We', 'him', 'our depressing Signora', 'we']","[[11235, 11237], [11275, 11278], [11356, 11359], [11377, 11380], [11437, 11439], [11456, 11458], [11498, 11500], [11555, 11557], [11579, 11581], [11596, 11599], [11612, 11619], [11621, 11623], [11648, 11651], [11655, 11677], [11700, 11702]]","[['Mr. Emerson'], ['Mr. Emerson'], ['Miss Bartlett', 'Lucy'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Emerson'], ['Mr. Beebe', 'Miss Catherine Alan', 'Rev. Cuthbert Eager'], ['Mr. Emerson'], ['Signora Bertolini'], ['Mr. Beebe', 'Miss Catherine Alan', 'Rev. Cuthbert Eager']]",X,51,major,ARoomWithAView,61,61,1,1,10,11227,11724
Q52-0,"Am I to conclude,","[11728, 11745]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,[],[],[],X,52,major,ARoomWithAView,62,62,1,1,6,11728,11745
Q52-1,that he is a Socialist?,"[11768, 11791]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,['he'],"[[11773, 11775]]",[['Mr. Emerson']],X,52,major,ARoomWithAView,62,62,1,1,6,11768,11791
Q53-0,"And presumably he has brought up his son to be a Socialist, too?","[11880, 11944]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,"['he', 'his son']","[[11895, 11897], [11913, 11920]]","[['Mr. Emerson'], ['George Emerson']]",X,53,major,ARoomWithAView,64,64,1,1,6,11880,11944
Q54-0,"I hardly know George, for he hasn't learnt to talk yet. He seems a nice creature, and I think he has brains. Of course, he has all his father's mannerisms, and it is quite possible that he, too, may be a Socialist.","[11948, 12162]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Implicit,,"['George', 'he', 'He', 'he', 'he', 'he']","[[11962, 11968], [11974, 11976], [12004, 12006], [12042, 12044], [12068, 12070], [12134, 12136]]","[['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson'], ['George Emerson']]",X,54,major,ARoomWithAView,65,65,1,1,10,11948,12162
Q55-0,"Oh, you relieve me,","[12166, 12185]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,['you'],"[[12170, 12173]]",[['Mr. Beebe']],X,55,major,ARoomWithAView,66,66,1,1,6,12166,12185
Q55-1,So you think I ought to have accepted their offer? You feel I have been narrow-minded and suspicious?,"[12208, 12309]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Explicit,said Miss Bartlett,"['you', 'their', 'You']","[[12211, 12214], [12246, 12251], [12259, 12262]]","[['Mr. Beebe'], ['Mr. Emerson', 'George Emerson'], ['Mr. Beebe']]",X,55,major,ARoomWithAView,66,66,1,1,6,12208,12309
Q56-0,"Not at all,","[12313, 12324]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he answered,[],[],[],X,56,major,ARoomWithAView,67,67,1,1,10,12313,12324
Q56-1,I never suggested that.,"[12340, 12363]",Mr. Beebe,"['Miss Bartlett', 'Lucy']",Anaphoric,he answered,[],[],[],X,56,major,ARoomWithAView,67,67,1,1,10,12340,12363
Q57-0,"But ought I not to apologize, at all events, for my apparent rudeness?","[12367, 12437]",Miss Bartlett,"['Lucy', 'Mr. Beebe']",Implicit,,[],[],[],X,57,major,ARoomWithAView,68,68,1,1,6,12367,12437
Q58-0,Was I a bore?,"[12564, 12577]",Miss Bartlett,['Lucy'],Explicit,said Miss Bartlett,[],[],[],X,58,major,ARoomWithAView,70,70,1,1,6,12564,12577
Q58-1,"Why didn't you talk, Lucy? He prefers young people, I'm sure. I do hope I haven't monopolized him. I hoped you would have him all the evening, as well as all dinner-time.","[12631, 12801]",Miss Bartlett,['Lucy'],Explicit,said Miss Bartlett,"['you', 'Lucy', 'He', 'him', 'you', 'him']","[[12642, 12645], [12652, 12656], [12658, 12660], [12725, 12728], [12738, 12741], [12753, 12756]]","[['Lucy'], ['Lucy'], ['Mr. Beebe'], ['Mr. Beebe'], ['Lucy'], ['Mr. Beebe']]",X,58,major,ARoomWithAView,70,70,1,1,6,12631,12801
Q59-0,"He is nice,","[12805, 12816]",Lucy,['Miss Bartlett'],Explicit,exclaimed Lucy,['He'],"[[12805, 12807]]",[['Mr. Beebe']],X,59,major,ARoomWithAView,71,71,1,1,4,12805,12816
Q59-1,Just what I remember. He seems to see good in everyone. No one would take him for a clergyman.,"[12835, 12929]",Lucy,['Miss Bartlett'],Explicit,exclaimed Lucy,"['He', 'him']","[[12857, 12859], [12909, 12912]]","[['Mr. Beebe'], ['Mr. Beebe']]",X,59,major,ARoomWithAView,71,71,1,1,4,12835,12929
Q60-0,My dear Lucia--,"[12933, 12948]",Miss Bartlett,['Lucy'],Implicit,,['Lucia'],"[[12941, 12946]]",[['Lucy']],X,60,major,ARoomWithAView,72,72,1,1,6,12933,12948
Q61-0,"Well, you know what I mean. And you know how clergymen generally laugh; Mr. Beebe laughs just like an ordinary man.","[12952, 13067]",Lucy,['Miss Bartlett'],Implicit,,['Mr. Beebe'],"[[13024, 13033]]",[['Mr. Beebe']],X,61,major,ARoomWithAView,73,73,1,1,4,12952,13067
Q62-0,Funny girl! How you do remind me of your mother. I wonder if she will approve of Mr. Beebe.,"[13071, 13162]",Miss Bartlett,['Lucy'],Implicit,,"['Funny girl', 'you', 'Mr. Beebe']","[[13071, 13081], [13087, 13090], [13152, 13161]]","[['Lucy'], ['Lucy'], ['Mr. Beebe']]",X,62,major,ARoomWithAView,74,74,1,1,6,13071,13162
Q63-0,I'm sure she will; and so will Freddy.,"[13166, 13204]",Lucy,['Miss Bartlett'],Implicit,,['Freddy'],"[[13197, 13203]]",[['Freddy']],X,63,major,ARoomWithAView,75,75,1,1,4,13166,13204
