qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q5-0,"Are you in earnest, Marilla?","[9150, 9178]",Rachel Lynde,['Marilla Cuthbert'],Anaphoric,she demanded,"['you', 'Marilla']","[[9154, 9157], [9170, 9177]]","[['Marilla Cuthbert'], ['Marilla Cuthbert']]",X,5,major,AnneOfGreenGables,21,21,1,1,48,9150,9178
Q6-0,"Yes, of course,","[9223, 9238]",Marilla Cuthbert,['Rachel Lynde'],Explicit,said Marilla,[],[],[],X,6,major,AnneOfGreenGables,22,22,1,1,20,9223,9238
Q7-0,What on earth put such a notion into your head?,"[9715, 9762]",Rachel Lynde,['Marilla Cuthbert'],Anaphoric,she demanded,[' your'],"[[9751, 9756]]",[['Marilla Cuthbert']],X,7,major,AnneOfGreenGables,24,24,1,1,48,9715,9762
Q8-0,"Well, we've been thinking about it for some time--all winter in fact,","[9881, 9950]",Marilla Cuthbert,['Rachel Lynde'],Explicit,returned Marilla,['we'],"[[9887, 9889]]","[['Marilla Cuthbert', 'Matthew Cuthbert']]",X,8,major,AnneOfGreenGables,26,26,1,1,20,9881,9950
Q9-0,"Mrs. Alexander Spencer was up here one day before Christmas and she said she was going to get a little girl from the asylum over in Hopeton in the spring. Her cousin lives there and Mrs. Spencer has visited here and knows all about it. So Matthew and I have talked it over off and on ever since. We thought we'd get a boy. Matthew is getting up in years, you know--he's sixty--and he isn't so spry as he once was. His heart troubles him a good deal. And you know how desperate hard it's got to be to get hired help. There's never anybody to be had but those stupid, half-grown little French boys; and as soon as you do get one broke into your ways and taught something he's up and off to the lobster canneries or the States. At first Matthew suggested getting a Home boy. But I said","[9972, 10754]",Marilla Cuthbert,[],Explicit,returned Marilla,"['Mrs. Alexander Spencer', 'she', 'she', 'Her', 'Mrs. Spencer', 'Matthew', 'We', 'we', 'Matthew', 'you', 'he', 'he', 'he', 'His', 'him', 'you', 'Matthew']","[[9972, 9994], [10036, 10039], [10045, 10048], [10127, 10130], [10154, 10166], [10211, 10218], [10268, 10270], [10279, 10281], [10295, 10302], [10327, 10330], [10337, 10339], [10353, 10355], [10373, 10375], [10386, 10389], [10405, 10408], [10426, 10429], [10706, 10713]]","[['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Matthew Cuthbert'], ['Rachel Lynde'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Rachel Lynde'], ['Matthew Cuthbert']]",X,9,major,AnneOfGreenGables,26,26,1,1,20,9972,10754
Q9-1,flat to that.,"[10760, 10773]",Marilla Cuthbert,[],Explicit,returned Marilla,[],[],[],X,9,major,AnneOfGreenGables,26,26,1,1,20,10760,10773
Q9-2,I said.,"[10862, 10869]",Marilla Cuthbert,[],Explicit,returned Marilla,[],[],[],X,9,major,AnneOfGreenGables,26,26,1,1,20,10862,10869
Q9-3,"So in the end we decided to ask Mrs. Spencer to pick us out one when she went over to get her little girl. We heard last week she was going, so we sent her word by Richard Spencer's folks at Carmody to bring us a smart, likely boy of about ten or eleven. We decided that would be the best age--old enough to be of some use in doing chores right off and young enough to be trained up proper. We mean to give him a good home and schooling. We had a telegram from Mrs. Alexander Spencer today--the mail-man brought it from the station--saying they were coming on the five-thirty train tonight. So Matthew went to Bright River to meet him. Mrs. Spencer will drop him off there. Of course she goes on to White Sands station herself.","[11033, 11760]",Marilla Cuthbert,[],Explicit,returned Marilla,"['we', 'Mrs. Spencer', 'us', 'she', 'her', 'We', 'she', 'we', 'her', 'Richard Spencer', 'us', 'We', 'We', 'We', 'Mrs. Alexander Spencer', 'Matthew', 'Mrs. Spencer', 'she']","[[11047, 11049], [11065, 11077], [11086, 11088], [11102, 11105], [11123, 11126], [11140, 11142], [11159, 11162], [11177, 11179], [11185, 11188], [11197, 11212], [11241, 11243], [11288, 11290], [11424, 11426], [11471, 11473], [11494, 11516], [11627, 11634], [11669, 11681], [11717, 11720]]","[['Marilla Cuthbert', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Richard Spencer'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Matthew Cuthbert'], ['Mrs. Spencer'], ['Mrs. Spencer']]",X,9,major,AnneOfGreenGables,26,26,1,1,20,11033,11760
Q10-0,"Well, Marilla, I'll just tell you plain that I think you're doing a mighty foolish thing--a risky thing, that's what. You don't know what you're getting. You're bringing a strange child into your house and home and you don't know a single thing about him nor what his disposition is like nor what sort of parents he had nor how he's likely to turn out. Why, it was only last week I read in the paper how a man and his wife up west of the Island took a boy out of an orphan asylum and he set fire to the house at night--set it _on purpose_, Marilla--and nearly burnt them to a crisp in their beds. And I know another case where an adopted boy used to suck the eggs--they couldn't break him of it. If you had asked my advice in the matter--which you didn't do, Marilla--I'd have said for mercy's sake not to think of such a thing, that's what.","[11919, 12760]",Rachel Lynde,['Marilla Cuthbert'],Anaphoric,she proceeded to speak,"['Marilla', 'you', 'you', 'You', 'you', 'You', 'your', 'you', 'Marilla', 'you', 'you', 'Marilla']","[[11925, 11932], [11949, 11952], [11972, 11975], [12037, 12040], [12057, 12060], [12073, 12076], [12110, 12114], [12134, 12137], [12459, 12466], [12618, 12621], [12663, 12666], [12678, 12685]]","[['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert']]",X,10,major,AnneOfGreenGables,28,28,1,1,48,11919,12760
Q11-0,"I don't deny there's something in what you say, Rachel. I've had some qualms myself. But Matthew was terrible set on it. I could see that, so I gave in. It's so seldom Matthew sets his mind on anything that when he does I always feel it's my duty to give in. And as for the risk, there's risks in pretty near everything a body does in this world. There's risks in people's having children of their own if it comes to that--they don't always turn out well. And then Nova Scotia is right close to the Island. It isn't as if we were getting him from England or the States. He can't be much different from ourselves.","[12859, 13471]",Marilla Cuthbert,['Rachel Lynde'],Implicit,,"['you', 'Rachel', 'Matthew', 'Matthew', 'his', 'he', 'we']","[[12898, 12901], [12907, 12913], [12948, 12955], [13027, 13034], [13040, 13043], [13071, 13073], [13381, 13383]]","[['Rachel Lynde'], ['Rachel Lynde'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert']]",X,11,major,AnneOfGreenGables,30,30,1,1,20,12859,13471
Q12-0,"Well, I hope it will turn out all right,","[13475, 13515]",Rachel Lynde,['Marilla Cuthbert'],Explicit,said Mrs Rachel,[],[],[],X,12,major,AnneOfGreenGables,31,31,1,1,48,13475,13515
Q12-1,"Only don't say I didn't warn you if he burns Green Gables down or puts strychnine in the well--I heard of a case over in New Brunswick where an orphan asylum child did that and the whole family died in fearful agonies. Only, it was a girl in that instance.","[13588, 13844]",Rachel Lynde,['Marilla Cuthbert'],Explicit,said Mrs Rachel,['you'],"[[13617, 13620]]",[['Marilla Cuthbert']],X,12,major,AnneOfGreenGables,31,31,1,1,48,13588,13844
Q13-0,"Well, we're not getting a girl,","[13848, 13879]",Marilla Cuthbert,['Rachel Lynde'],Explicit,said Marilla,['we'],"[[13854, 13856]]","[['Marilla Cuthbert', 'Matthew Cuthbert']]",X,13,major,AnneOfGreenGables,32,32,1,1,20,13848,13879
Q13-1,"I'd never dream of taking a girl to bring up. I wonder at Mrs. Alexander Spencer for doing it. But there, _she_ wouldn't shrink from adopting a whole orphan asylum if she took it into her head.","[14000, 14193]",Marilla Cuthbert,['Rachel Lynde'],Explicit,said Marilla,"['Mrs. Alexander Spencer', 'she', 'she', 'her']","[[14058, 14080], [14107, 14110], [14167, 14170], [14184, 14187]]","[['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer']]",X,13,major,AnneOfGreenGables,32,32,1,1,20,14000,14193
Q14-0,"Well, of all things that ever were or will be!","[14686, 14732]",Rachel Lynde,[],Explicit,ejaculated Mrs Rachel,[],[],[],X,14,major,AnneOfGreenGables,34,34,1,1,48,14686,14732
Q14-1,"It does really seem as if I must be dreaming. Well, I'm sorry for that poor young one and no mistake. Matthew and Marilla don't know anything about children and they'll expect him to be wiser and steadier that his own grandfather, if so be's he ever had a grandfather, which is doubtful. It seems uncanny to think of a child at Green Gables somehow; there's never been one there, for Matthew and Marilla were grown up when the new house was built--if they ever _were_ children, which is hard to believe when one looks at them. I wouldn't be in that orphan's shoes for anything. My, but I pity him, that's what.","[14795, 15405]",Rachel Lynde,[],Explicit,ejaculated Mrs Rachel,"['Matthew', 'Marilla', 'they', 'Matthew', 'Marilla', 'they', 'them']","[[14897, 14904], [14909, 14916], [14956, 14960], [15179, 15186], [15191, 15198], [15246, 15250], [15316, 15320]]","[['Matthew Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Matthew Cuthbert'], ['Marilla Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert'], ['Marilla Cuthbert', 'Matthew Cuthbert']]",X,14,major,AnneOfGreenGables,34,34,1,1,48,14795,15405
Q15-0,"The five-thirty train has been in and gone half an hour ago,","[17842, 17902]",The Station-Master,['Matthew Cuthbert'],Anaphoric,answered that brisk official,[],[],[],X,15,minor,AnneOfGreenGables,43,43,2,2,56,17842,17902
Q15-1,"But there was a passenger dropped off for you--a little girl. She's sitting out there on the shingles. I asked her to go into the ladies' waiting room, but she informed me gravely that she preferred to stay outside.","[17935, 18150]",The Station-Master,['Matthew Cuthbert'],Anaphoric,answered that brisk official,"['a passenger', 'you', 'a little girl', 'She', 'her', 'she', 'she']","[[17949, 17960], [17977, 17980], [17982, 17995], [17997, 18000], [18046, 18049], [18091, 18094], [18120, 18123]]","[['Anne'], ['Matthew Cuthbert'], ['Anne'], ['Anne Shirley'], ['Anne Shirley'], ['Anne Shirley'], ['Anne Shirley']]",X,15,minor,AnneOfGreenGables,43,43,2,2,56,17935,18150
Q15-2,"she said. She's a case, I should say.","[18191, 18228]",The Station-Master,['Matthew Cuthbert'],Anaphoric,answered that brisk official,"['she', 'She']","[[18191, 18194], [18201, 18204]]","[['Anne Shirley'], ['Anne Shirley']]",X,15,minor,AnneOfGreenGables,43,43,2,2,56,18191,18228
Q16-0,"I'm not expecting a girl,","[18232, 18257]",Matthew Cuthbert,['The Station-Master'],Explicit,said Matthew,[],[],[],X,16,major,AnneOfGreenGables,44,44,2,2,22,18232,18257
Q16-1,It's a boy I've come for. He should be here. Mrs. Alexander Spencer was to bring him over from Nova Scotia for me.,"[18282, 18396]",Matthew Cuthbert,['The Station-Master'],Explicit,said Matthew,['Mrs. Alexander Spencer'],"[[18327, 18349]]",[['Mrs. Spencer']],X,16,major,AnneOfGreenGables,44,44,2,2,22,18282,18396
Q17-0,"Guess there's some mistake,","[18429, 18456]",The Station-Master,['Matthew Cuthbert'],Anaphoric,he said,[],[],[],X,17,minor,AnneOfGreenGables,46,46,2,2,56,18429,18456
Q17-1,Mrs. Spencer came off the train with that girl and gave her into my charge. Said you and your sister were adopting her from an orphan asylum and that you would be along for her presently. That's all I know about it--and I haven't got any more orphans concealed hereabouts.,"[18468, 18740]",The Station-Master,['Matthew Cuthbert'],Anaphoric,he said,"['Mrs. Spencer', 'that girl', 'her', 'you', 'your sister', 'her', 'you', 'her']","[[18468, 18480], [18505, 18514], [18524, 18527], [18549, 18552], [18557, 18568], [18583, 18586], [18618, 18621], [18641, 18644]]","[['Mrs. Spencer'], ['Anne Shirley'], ['Anne Shirley'], ['Matthew Cuthbert'], ['Marilla Cuthbert'], ['Anne Shirley'], ['Matthew Cuthbert'], ['Anne Shirley']]",X,17,minor,AnneOfGreenGables,46,46,2,2,56,18468,18740
Q18-0,"I don't understand,","[18744, 18763]",Matthew Cuthbert,['The Station-Master'],Explicit,said Matthew,[],[],[],X,18,major,AnneOfGreenGables,47,47,2,2,22,18744,18763
Q19-0,"Well, you'd better question the girl,","[18853, 18890]",The Station-Master,['Matthew Cuthbert'],Explicit,said the stationmaster,"['you', 'the girl']","[[18859, 18862], [18881, 18889]]","[['Matthew Cuthbert'], ['Anne Shirley']]",X,19,minor,AnneOfGreenGables,48,48,2,2,56,18853,18890
Q19-1,"I dare say she'll be able to explain--she's got a tongue of her own, that's certain. Maybe they were out of boys of the brand you wanted.","[18929, 19066]",The Station-Master,['Matthew Cuthbert'],Explicit,said the stationmaster,"['she', 'she', 'her', 'you']","[[18940, 18943], [18967, 18970], [18989, 18992], [19055, 19058]]","[['Anne Shirley'], ['Anne Shirley'], ['Anne Shirley'], ['Matthew Cuthbert']]",X,19,minor,AnneOfGreenGables,48,48,2,2,56,18929,19066
Q20-0,I suppose you are Mr. Matthew Cuthbert of Green Gables?,"[20729, 20784]",Anne Shirley,['Matthew Cuthbert'],Anaphoric,she said,"['you', 'Mr. Matthew Cuthbert of Green Gables']","[[20739, 20742], [20747, 20783]]","[['Matthew Cuthbert'], ['Matthew Cuthbert']]",X,20,major,AnneOfGreenGables,53,53,2,2,2,20729,20784
Q20-1,"I'm very glad to see you. I was beginning to be afraid you weren't coming for me and I was imagining all the things that might have happened to prevent you. I had made up my mind that if you didn't come for me to-night I'd go down the track to that big wild cherry-tree at the bend, and climb up into it to stay all night. I wouldn't be a bit afraid, and it would be lovely to sleep in a wild cherry-tree all white with bloom in the moonshine, don't you think? You could imagine you were dwelling in marble halls, couldn't you? And I was quite sure you would come for me in the morning, if you didn't to-night.","[20832, 21442]",Anne Shirley,['Matthew Cuthbert'],Anaphoric,she said,"['you', 'you', 'you', 'you', 'you', 'you', 'you', 'you']","[[20853, 20856], [20887, 20890], [20984, 20987], [21019, 21022], [21282, 21285], [21355, 21358], [21381, 21384], [21422, 21425]]","[['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert']]",X,20,major,AnneOfGreenGables,53,53,2,2,2,20832,21442
Q21-0,"I'm sorry I was late,","[21860, 21881]",Matthew Cuthbert,['Anne Shirley'],Anaphoric,he said,[],[],[],X,21,major,AnneOfGreenGables,55,55,2,2,22,21860,21881
Q21-1,Come along. The horse is over in the yard. Give me your bag.,"[21899, 21959]",Matthew Cuthbert,['Anne Shirley'],Anaphoric,he said,['your'],"[[21950, 21954]]",[['Anne Shirley']],X,21,major,AnneOfGreenGables,55,55,2,2,22,21899,21959
Q22-0,"Oh, I can carry it,","[21963, 21982]",Anne Shirley,['Matthew Cuthbert'],Anaphoric,the child responded,[],[],[],X,22,major,AnneOfGreenGables,56,56,2,2,2,21963,21982
Q22-1,"It isn't heavy. I've got all my worldly goods in it, but it isn't heavy. And if it isn't carried in just a certain way the handle pulls out--so I'd better keep it because I know the exact knack of it. It's an extremely old carpet-bag. Oh, I'm very glad you've come, even if it would have been nice to sleep in a wild cherry-tree. We've got to drive a long piece, haven't we? Mrs. Spencer said it was eight miles. I'm glad because I love driving. Oh, it seems so wonderful that I'm going to live with you and belong to you. I've never belonged to anybody--not really. But the asylum was the worst. I've only been in it four months, but that was enough. I don't suppose you ever were an orphan in an asylum, so you can't possibly understand what it is like. It's worse than anything you could imagine. Mrs. Spencer said it was wicked of me to talk like that, but I didn't mean to be wicked. It's so easy to be wicked without knowing it, isn't it? They were good, you know--the asylum people. But there is so little scope for the imagination in an asylum--only just in the other orphans. It was pretty interesting to imagine things about them--to imagine that perhaps the girl who sat next to you was really the daughter of a belted earl, who had been stolen away from her parents in her infancy by a cruel nurse who died before she could confess. I used to lie awake at nights and imagine things like that, because I didn't have time in the day. I guess that's why I'm so thin--I _am_ dreadful thin, ain't I? There isn't a pick on my bones. I do love to imagine I'm nice and plump, with dimples in my elbows.","[22017, 23623]",Anne Shirley,['Matthew Cuthbert'],Anaphoric,the child responded,"['you', 'We', 'we', 'Mrs. Spencer', 'you', 'you', 'you', 'you', 'you', 'Mrs. Spencer', 'you']","[[22270, 22273], [22347, 22349], [22388, 22390], [22392, 22404], [22517, 22520], [22535, 22538], [22685, 22688], [22726, 22729], [22798, 22801], [22817, 22829], [22978, 22981]]","[['Matthew Cuthbert'], ['Anne Shirley', 'Matthew Cuthbert'], ['Anne Shirley', 'Matthew Cuthbert'], ['Mrs. Spencer'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Matthew Cuthbert'], ['Mrs. Spencer'], ['Matthew Cuthbert']]",X,22,major,AnneOfGreenGables,56,56,2,2,2,22017,23623
Q23-0,"Isn't that beautiful? What did that tree, leaning out from the bank, all white and lacy, make you think of?","[24154, 24261]",Anne Shirley,['Matthew Cuthbert'],Anaphoric,she asked,['you'],"[[24248, 24251]]",[['Matthew Cuthbert']],X,23,major,AnneOfGreenGables,59,59,2,2,2,24154,24261
Q24-0,"Well now, I dunno,","[24276, 24294]",Matthew Cuthbert,['Anne Shirley'],Explicit,said Matthew,[],[],[],X,24,major,AnneOfGreenGables,60,60,2,2,22,24276,24294
Q25-0,"Why, a bride, of course--a bride all in white with a lovely misty veil. I've never seen one, but I can imagine what she would look like. I don't ever expect to be a bride myself. I'm so homely nobody will ever want to marry me--unless it might be a foreign missionary. I suppose a foreign missionary mightn't be very particular. But I do hope that some day I shall have a white dress. That is my highest ideal of earthly bliss. I just love pretty clothes. And I've never had a pretty dress in my life that I can remember--but of course it's all the more to look forward to, isn't it? And then I can imagine that I'm dressed gorgeously. This morning when I left the asylum I felt so ashamed because I had to wear this horrid old wincey dress. All the orphans had to wear them, you know. A merchant in Hopeton last winter donated three hundred yards of wincey to the asylum. Some people said it was because he couldn't sell it, but I'd rather believe that it was out of the kindness of his heart, wouldn't you? When we got on the train I felt as if everybody must be looking at me and pitying me. But I just went to work and imagined that I had on the most beautiful pale blue silk dress--because when you _are_ imagining you might as well imagine something worth while--and a big hat all flowers and nodding plumes, and a gold watch, and kid gloves and boots. I felt cheered up right away and I enjoyed my trip to the Island with all my might. I wasn't a bit sick coming over in the boat. Neither was Mrs. Spencer although she generally is. She said she hadn't time to get sick, watching to see that I didn't fall overboard. She said she never saw the beat of me for prowling about. But if it kept her from being seasick it's a mercy I did prowl, isn't it? And I wanted to see everything that was to be seen on that boat, because I didn't know whether I'd ever have another opportunity. Oh, there are a lot more cherry-trees all in bloom! This Island is the bloomiest place. I just love it already, and I'm so glad I'm going to live here. I've always heard that Prince Edward Island was the prettiest place in the world, and I used to imagine I was living here, but I never really expected I would. It's delightful when your imaginations come true, isn't it? But those red roads are so funny. When we got into the train at Charlottetown and the red roads began to flash past I asked Mrs. Spencer what made them red and she said she didn't know and for pity's sake not to ask her any more questions. She said I must have asked her a thousand already. I suppose I had, too, but how you going to find out about things if you don't ask questions? And what _does_ make the roads red?","[24312, 26989]",Anne Shirley,['Matthew Cuthbert'],Implicit,,"['you', 'A merchant', 'he', 'his', 'you', 'we', 'Mrs. Spencer', 'she', 'She', 'she', 'She', 'she', 'her', 'we', 'Mrs. Spencer', 'she', 'she', 'her', 'She', 'her']","[[25088, 25091], [25098, 25108], [25217, 25219], [25296, 25299], [25316, 25319], [25326, 25328], [25812, 25824], [25834, 25837], [25852, 25855], [25861, 25864], [25936, 25939], [25945, 25948], [26009, 26012], [26609, 26611], [26694, 26706], [26730, 26733], [26739, 26742], [26786, 26789], [26810, 26813], [26837, 26840]]","[['Matthew Cuthbert'], ['A Merchant'], ['A Merchant'], ['A Merchant'], ['Matthew Cuthbert'], ['Anne Shirley', 'Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Anne Shirley', 'Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer'], ['Mrs. Spencer']]",X,25,major,AnneOfGreenGables,61,61,2,2,2,24312,26989
Q26-0,"Well now, I dunno,","[26993, 27011]",Matthew Cuthbert,['Anne Shirley'],Explicit,said Matthew,[],[],[],X,26,major,AnneOfGreenGables,62,62,2,2,22,26993,27011
Q27-0,"Well, that is one of the things to find out sometime. Isn't it splendid to think of all the things there are to find out about? It just makes me feel glad to be alive--it's such an interesting world. It wouldn't be half so interesting if we know all about everything, would it? There'd be no scope for imagination then, would there? But am I talking too much? People are always telling me I do. Would you rather I didn't talk? If you say so I'll stop. I can _stop_ when I make up my mind to it, although it's difficult.","[27029, 27548]",Anne Shirley,['Matthew Cuthbert'],Implicit,,"['you', 'you']","[[27430, 27433], [27459, 27462]]","[['Matthew Cuthbert'], ['Matthew Cuthbert']]",X,27,major,AnneOfGreenGables,63,63,2,2,2,27029,27548
Q28-0,kind of liked her chatter.,"[28290, 28316]",Matthew Cuthbert,[],Anaphoric,he thought,['her'],"[[28304, 28307]]",[['Anne']],X,28,major,AnneOfGreenGables,64,64,2,2,22,28290,28316
Q29-0,"Oh, you can talk as much as you like. I don't mind.","[28350, 28401]",Matthew Cuthbert,['Anne Shirley'],Anaphoric,he said,"['you', 'you']","[[28354, 28357], [28378, 28381]]","[['Anne Shirley'], ['Anne Shirley']]",X,29,major,AnneOfGreenGables,65,65,2,2,22,28350,28401
Q30-0,"Oh, I'm so glad. I know you and I are going to get along together fine. It's such a relief to talk when one wants to and not be told that children should be seen and not heard. I've had that said to me a million times if I have once. And people laugh at me because I use big words. But if you have big ideas you have to use big words to express them, haven't you?","[28405, 28768]",Anne Shirley,['Matthew Cuthbert'],Implicit,,['you'],"[[28429, 28432]]",[['Matthew Cuthbert']],X,30,major,AnneOfGreenGables,66,66,2,2,2,28405,28768
Q31-0,"Well now, that seems reasonable,","[28772, 28804]",Matthew Cuthbert,['Anne Shirley'],Explicit,said Matthew,[],[],[],X,31,major,AnneOfGreenGables,67,67,2,2,22,28772,28804
Q32-0,"Mrs. Spencer said that my tongue must be hung in the middle. But it isn't--it's firmly fastened at one end. Mrs. Spencer said your place was named Green Gables. I asked her all about it. And she said there were trees all around it. I was gladder than ever. I just love trees. And there weren't any at all about the asylum, only a few poor weeny-teeny things out in front with little whitewashed cagey things about them. They just looked like orphans themselves, those trees did. It used to make me want to cry to look at them. I used to say to them,","[28822, 29371]",Anne Shirley,['Matthew Cuthbert'],Implicit,,"['Mrs. Spencer', 'Mrs. Spencer', 'your', 'her', 'she']","[[28822, 28834], [28930, 28942], [28948, 28952], [28991, 28994], [29013, 29016]]","[['Mrs. Spencer'], ['Mrs. Spencer'], ['Matthew Cuthbert'], ['Mrs. Spencer'], ['Mrs. Spencer']]",X,32,major,AnneOfGreenGables,68,68,2,2,2,28822,29371
