qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q28-1,"I was a little unthinking child in those days, just following a misleading impulse without question. On the contrary, during one period of my life religion took a firm hold upon me; after I was twelve and until until why, I suppose until now, though I never thought much about it just driven along by habit. But do you know,","[38096, 38420]",Edna Pontellier,['Madame Ratignolle'],Explicit,Edna hastened to say,['you'],"[[38411, 38414]]",[['Madame Ratignolle']],X,28,major,TheAwakening,121,121,1,1,3,38096,38420
Q28-2,"sometimes I feel this summer as if I were walking through the green meadow again; idly, aimlessly, unthinking and unguided.","[38575, 38698]",Edna Pontellier,['Madame Ratignolle'],Explicit,Edna hastened to say,[],[],[],X,28,major,TheAwakening,121,121,1,1,3,38575,38698
Q29-0,_Pauvre ch rie_.,"[38944, 38960]",Madame Ratignolle,['Edna Pontellier'],Anaphoric,She even stroked it a little fondly with the other hand murmuring,['Pauvre ch rie'],"[[38945, 38958]]",[['Edna']],X,29,minor,TheAwakening,122,122,1,1,0,38944,38960
Q30-0,"Do me a favor, Robert,","[45299, 45321]",Madame Ratignolle,['Robert Lebrun'],Anaphoric,spoke the pretty woman,['Robert'],"[[45314, 45320]]",[['Robert Lebrun']],X,30,minor,TheAwakening,138,138,1,1,0,45299,45321
Q31-0,"Granted; as many as you like,","[45545, 45574]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he returned,['you'],"[[45565, 45568]]",[['Madame Ratignolle']],X,31,major,TheAwakening,139,139,1,1,15,45545,45574
Q32-0,I only ask for one; let Mrs. Pontellier alone.,"[45674, 45720]",Madame Ratignolle,['Robert Lebrun'],Implicit,,['Mrs. Pontellier'],"[[45698, 45713]]",[['Edna Pontellier']],X,32,minor,TheAwakening,140,140,1,1,0,45674,45720
Q33-0,_Tiens!_,"[45724, 45732]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he exclaimed,[],[],[],X,33,major,TheAwakening,141,141,1,1,15,45724,45732
Q33-1,_Voil  que Madame Ratignolle est jalouse!_,"[45778, 45820]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he exclaimed,['Madame Ratignolle'],"[[45789, 45806]]",[['Madame Ratignolle']],X,33,major,TheAwakening,141,141,1,1,15,45778,45820
Q34-0,Nonsense! I'm in earnest; I mean what I say. Let Mrs. Pontellier alone.,"[45824, 45895]",Madame Ratignolle,['Robert Lebrun'],Implicit,,['Mrs. Pontellier'],"[[45873, 45888]]",[['Edna Pontellier']],X,34,minor,TheAwakening,142,142,1,1,0,45824,45895
Q35-0,Why?,"[45899, 45903]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he asked,[],[],[],X,35,major,TheAwakening,143,143,1,1,15,45899,45903
Q36-0,She is not one of us; she is not like us. She might make the unfortunate blunder of taking you seriously.,"[45974, 46079]",Madame Ratignolle,['Robert Lebrun'],Implicit,,"['She', 'us', 'she', 'us', 'She', 'you']","[[45974, 45977], [45992, 45994], [45996, 45999], [46012, 46014], [46016, 46019], [46065, 46068]]","[['Edna Pontellier'], ['Madame Ratignolle', 'Robert'], ['Edna Pontellier'], ['Madame Ratignolle', 'Robert'], ['Edna Pontellier'], ['Robert Lebrun']]",X,36,minor,TheAwakening,144,144,1,1,0,45974,46079
Q37-0,Why shouldn't she take me seriously?,"[46206, 46242]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he demanded,['she'],"[[46220, 46223]]",[['Edna Pontellier']],X,37,major,TheAwakening,145,145,1,1,15,46206,46242
Q37-1,"Am I a comedian, a clown, a jack-in-the-box? Why shouldn't she? You Creoles! I have no patience with you! Am I always to be regarded as a feature of an amusing programme? I hope Mrs. Pontellier does take me seriously. I hope she has discernment enough to find in me something besides the _blagueur_. If I thought there was any doubt ","[46266, 46599]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he demanded,"['she', 'Mrs. Pontellier', 'she']","[[46325, 46328], [46444, 46459], [46491, 46494]]","[['Edna Pontellier'], ['Edna Pontellier'], ['Edna Pontellier']]",X,37,major,TheAwakening,145,145,1,1,15,46266,46599
Q38-0,"Oh, enough, Robert!","[46603, 46622]",Madame Ratignolle,['Robert Lebrun'],Anaphoric,she broke,['Robert'],"[[46615, 46621]]",[['Robert Lebrun']],X,38,minor,TheAwakening,146,146,1,1,0,46603,46622
Q38-1,"You are not thinking of what you are saying. You speak with about as little reflection as we might expect from one of those children down there playing in the sand. If your attentions to any married women here were ever offered with any intention of being convincing, you would not be the gentleman we all know you to be, and you would be unfit to associate with the wives and daughters of the people who trust you.","[46661, 47076]",Madame Ratignolle,['Robert Lebrun'],Anaphoric,she broke,"['You', 'you', 'You', 'your', 'you', 'you', 'you', 'you']","[[46661, 46664], [46690, 46693], [46706, 46709], [46829, 46833], [46929, 46932], [46972, 46975], [46987, 46990], [47072, 47075]]","[['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun'], ['Robert Lebrun']]",X,38,minor,TheAwakening,146,146,1,1,0,46661,47076
Q39-0,"Oh! well! That isn't it,","[47208, 47232]",Robert Lebrun,['Madame Ratignolle'],Implicit,,[],[],[],X,39,major,TheAwakening,148,148,1,1,15,47208,47232
Q40-0,You ought to feel that such things are not flattering to say to a fellow.,"[47283, 47356]",Robert Lebrun,['Madame Ratignolle'],Implicit,,['You'],"[[47283, 47286]]",[['Madame Ratignolle']],X,40,major,TheAwakening,148,148,1,1,15,47283,47356
Q41-0,Should our whole intercourse consist of an exchange of compliments? _Ma foi!_,"[47360, 47437]",Madame Ratignolle,['Robert Lebrun'],Implicit,,[],[],[],X,41,minor,TheAwakening,149,149,1,1,0,47360,47437
Q42-0,It isn't pleasant to have a woman tell you ,"[47441, 47484]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he went on,['you'],"[[47480, 47483]]",[['Robert']],X,42,major,TheAwakening,150,150,1,1,15,47441,47484
Q42-1,Now if I were like Arobin you remember Alc e Arobin and that story of the consul's wife at Biloxi?,"[47539, 47637]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he went on,"['Arobin', 'Alc e Arobin']","[[47558, 47564], [47578, 47590]]","[['Alcee Arobin'], ['Alcee Arobin']]",X,42,major,TheAwakening,150,150,1,1,15,47539,47637
Q43-0,"You made one mistake, Ad le,","[48214, 48242]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he said,"['You', 'Ad le']","[[48214, 48217], [48236, 48241]]","[['Madame Ratignolle'], ['Madame Ratignolle']]",X,43,major,TheAwakening,152,152,1,1,15,48214,48242
Q44-0,"there is no earthly possibility of Mrs. Pontellier ever taking me seriously. You should have warned me against taking myself seriously. Your advice might then have carried some weight and given me subject for some reflection. _Au revoir_. But you look tired,","[48274, 48532]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he added,"['Mrs. Pontellier', 'You', 'Your', 'you']","[[48309, 48324], [48351, 48354], [48410, 48414], [48517, 48520]]","[['Edna Pontellier'], ['Madame Ratignolle'], ['Madame Ratignolle'], ['Madame Ratignolle']]",X,44,major,TheAwakening,152,152,1,1,15,48274,48532
Q44-1,Would you like a cup of bouillon? Shall I stir you a toddy? Let me mix you a toddy with a drop of Angostura.,"[48559, 48667]",Robert Lebrun,['Madame Ratignolle'],Anaphoric,he added,"['you', 'you', 'you']","[[48565, 48568], [48606, 48609], [48630, 48633]]","[['Madame Ratignolle'], ['Madame Ratignolle'], ['Madame Ratignolle']]",X,44,major,TheAwakening,152,152,1,1,15,48559,48667
Q45-0,Where is Mrs. Pontellier?,"[50679, 50704]",Madame Lebrun,['Robert Lebrun'],Implicit,,['Mrs. Pontellier'],"[[50688, 50703]]",[['Edna Pontellier']],X,45,minor,TheAwakening,158,158,1,1,6,50679,50704
Q46-0,Down at the beach with the children.,"[50708, 50744]",Robert Lebrun,['Madame Lebrun'],Implicit,,[],[],[],X,46,major,TheAwakening,159,159,1,1,15,50708,50744
Q47-0,I promised to lend her the Goncourt. Don't forget to take it down when you go; it's there on the bookshelf over the small table.,"[50748, 50876]",Madame Lebrun,['Robert Lebrun'],Implicit,,"['her', 'you']","[[50767, 50770], [50819, 50822]]","[['Edna Pontellier'], ['Robert Lebrun']]",X,47,minor,TheAwakening,160,160,1,1,6,50748,50876
Q48-0,Where is Victor going with the rockaway?,"[50949, 50989]",Robert Lebrun,['Madame Lebrun'],Implicit,,['Victor'],"[[50958, 50964]]",[['Victor Lebrun']],X,48,major,TheAwakening,161,161,1,1,15,50949,50989
Q49-0,The rockaway? Victor?,"[50993, 51014]",Madame Lebrun,['Robert Lebrun'],Implicit,,['Victor'],"[[51007, 51013]]",[['Victor Lebrun']],X,49,minor,TheAwakening,162,162,1,1,6,50993,51014
Q50-0,Yes; down there in front. He seems to be getting ready to drive away somewhere.,"[51018, 51097]",Robert Lebrun,['Madame Lebrun'],Implicit,,['He'],"[[51044, 51046]]",[['Victor Lebrun']],X,50,major,TheAwakening,163,163,1,1,15,51018,51097
Q51-0,Call him.,"[51101, 51110]",Madame Lebrun,['Robert Lebrun'],Implicit,,['him'],"[[51106, 51109]]",[['Victor Lebrun']],X,51,minor,TheAwakening,164,164,1,1,6,51101,51110
Q52-0,He won't look up.,"[51222, 51239]",Robert Lebrun,['Madame Lebrun'],Implicit,,['He'],"[[51222, 51224]]",[['Victor Lebrun']],X,52,major,TheAwakening,166,166,1,1,15,51222,51239
Q53-0,Victor!,"[51288, 51295]",Madame Lebrun,"['Victor Lebrun', 'Robert Lebrun']",Anaphoric,She called,['Victor'],"[[51288, 51294]]",[['Victor Lebrun']],X,53,minor,TheAwakening,167,167,1,1,6,51288,51295
Q54-0,Whenever you say the word I'm ready to thrash any amount of reason into him that he's able to hold.,"[51619, 51718]",Robert Lebrun,['Madame Lebrun'],Implicit,,"['you', 'him', 'he']","[[51628, 51631], [51691, 51694], [51700, 51702]]","[['Madame Lebrun'], ['Victor Lebrun'], ['Victor Lebrun']]",X,54,major,TheAwakening,169,169,1,1,15,51619,51718
Q55-0,If your father had only lived!,"[51722, 51752]",Madame Lebrun,['Robert Lebrun'],Implicit,,['your'],"[[51725, 51729]]",[['Robert Lebrun']],X,55,minor,TheAwakening,170,170,1,1,6,51722,51752
Q56-0,What do you hear from Montel?,"[52072, 52101]",Robert Lebrun,['Madame Lebrun'],Implicit,,['you'],"[[52080, 52083]]",[['Madame Lebrun']],X,56,major,TheAwakening,171,171,1,1,15,52072,52101
Q57-0,"I have a letter somewhere,","[52325, 52351]",Madame Lebrun,['Robert Lebrun'],Implicit,,[],[],[],X,57,minor,TheAwakening,172,172,1,1,6,52325,52351
Q58-0,"He says to tell you he will be in Vera Cruz the beginning of next month,","[52440, 52512]",Madame Lebrun,['Robert Lebrun'],Implicit,,['you'],"[[52456, 52459]]",[['Robert Lebrun']],X,58,minor,TheAwakening,172,172,1,1,6,52440,52512
Q59-0,and if you still have the intention of joining him,"[52533, 52583]",Madame Lebrun,['Robert Lebrun'],Implicit,,['you'],"[[52540, 52543]]",[['Robert Lebrun']],X,59,minor,TheAwakening,172,172,1,1,6,52533,52583
Q60-0,"Why didn't you tell me so before, mother? You know I wanted ","[52617, 52677]",Robert Lebrun,['Madame Lebrun'],Implicit,,"['you', 'mother', 'You']","[[52628, 52631], [52651, 52657], [52659, 52662]]","[['Madame Lebrun'], ['Madame Lebrun'], ['Madame Lebrun']]",X,60,major,TheAwakening,173,173,1,1,15,52617,52677
Q61-0,Do you see Mrs. Pontellier starting back with the children? She will be in late to luncheon again. She never starts to get ready for luncheon till the last minute.,"[52708, 52871]",Madame Lebrun,['Robert Lebrun'],Implicit,,"['you', 'Mrs. Pontellier', 'She', 'She']","[[52711, 52714], [52719, 52734], [52768, 52771], [52807, 52810]]","[['Robert Lebrun'], ['Edna Pontellier'], ['Edna Pontellier'], ['Edna Pontellier']]",X,61,minor,TheAwakening,174,174,1,1,6,52708,52871
Q62-0,Where are you going?,"[52892, 52912]",Madame Lebrun,['Robert Lebrun'],Implicit,,['you'],"[[52902, 52905]]",[['Robert Lebrun']],X,62,minor,TheAwakening,174,174,1,1,6,52892,52912
Q63-0,Where did you say the Goncourt was?,"[52916, 52951]",Robert Lebrun,['Madame Lebrun'],Implicit,,['you'],"[[52926, 52929]]",[['Madame Lebrun']],X,63,major,TheAwakening,175,175,1,1,15,52916,52951
Q64-0,Would you like to hear Mademoiselle Reisz play?,"[58499, 58546]",Robert Lebrun,['Edna Pontellier'],Explicit,asked Robert,"['you', 'Mademoiselle Reisz']","[[58505, 58508], [58522, 58540]]","[['Edna Pontellier'], ['Mademoiselle Reisz']]",X,64,major,TheAwakening,190,190,1,1,15,58499,58546
Q65-0,"I'll ask her,","[58713, 58726]",Robert Lebrun,['Edna Pontellier'],Anaphoric,he said,['her'],"[[58722, 58725]]",[['Mademoiselle Reisz']],X,65,major,TheAwakening,191,191,1,1,15,58713,58726
Q65-1,I'll tell her that you want to hear her. She likes you. She will come.,"[58738, 58808]",Robert Lebrun,['Edna Pontellier'],Anaphoric,he said,"['her', 'you', 'her', 'She', 'you', 'She']","[[58748, 58751], [58757, 58760], [58774, 58777], [58779, 58782], [58789, 58792], [58794, 58797]]","[['Mademoiselle Reisz'], ['Edna Pontellier'], ['Mademoiselle Reisz'], ['Mademoiselle Reisz'], ['Edna Pontellier'], ['Mademoiselle Reisz']]",X,65,major,TheAwakening,191,191,1,1,15,58738,58808
Q66-0,"Ask Mrs. Pontellier what she would like to hear me play,","[59680, 59736]",Mademoiselle Reisz,['Robert Lebrun'],Anaphoric,she requested of Robert,"['Mrs. Pontellier', 'she']","[[59684, 59699], [59705, 59708]]","[['Edna Pontellier'], ['Edna Pontellier']]",X,66,major,TheAwakening,193,193,1,1,7,59680,59736
Q67-0,"Well, how did you like my music?","[62098, 62130]",Mademoiselle Reisz,['Edna Pontellier'],Anaphoric,she asked,['you'],"[[62112, 62115]]",[['Edna Pontellier']],X,67,major,TheAwakening,199,199,1,1,7,62098,62130
Q68-0,You are the only one worth playing for. Those others? Bah!,"[62348, 62406]",Mademoiselle Reisz,['Edna Pontellier'],Anaphoric,she said,['You'],"[[62348, 62351]]",[['Edna Pontellier']],X,68,major,TheAwakening,200,200,1,1,7,62348,62406
Q69-0,How easy it is!,"[65959, 65974]",Edna Pontellier,[],Anaphoric,she thought,[],[],[],X,69,major,TheAwakening,212,212,1,1,3,65959,65974
Q70-0,"It is nothing,","[65990, 66004]",Edna Pontellier,"['Leonce Pontellier', 'Robert Lebrun', 'Madame Lebrun', 'Madame Ratignolle']",Anaphoric,she said,[],[],[],X,70,major,TheAwakening,212,212,1,1,3,65990,66004
Q70-1,why did I not discover before that it was nothing. Think of the time I have lost splashing about like a baby!,"[66023, 66132]",Edna Pontellier,"['Leonce Pontellier', 'Robert Lebrun', 'Madame Lebrun', 'Madame Ratignolle']",Anaphoric,she said,[],[],[],X,70,major,TheAwakening,212,212,1,1,3,66023,66132
Q71-0,I thought I should have perished out there alone.,"[67172, 67221]",Edna Pontellier,['Leonce Pontellier'],Anaphoric,She made no mention of her encounter with death and her flash of terror except to say to her husband,[],[],[],X,71,major,TheAwakening,216,216,1,1,3,67172,67221
Q72-0,"You were not so very far, my dear; I was watching you,","[67225, 67279]",Leonce Pontellier,['Edna Pontellier'],Anaphoric,he told her,"['You', 'my dear', 'you']","[[67225, 67228], [67251, 67258], [67275, 67278]]","[['Edna Pontellier'], ['Edna Pontellier'], ['Edna Pontellier']]",X,72,major,TheAwakening,217,217,1,1,5,67225,67279
Q73-0,"Sometimes I am tempted to think that Mrs. Pontellier is capricious,","[67627, 67694]",Madame Lebrun,"['Leonce Pontellier', 'Robert Lebrun', 'Madame Ratignolle']",Explicit,said Madame Lebrun,['Mrs. Pontellier'],"[[67664, 67679]]",[['Edna Pontellier']],X,73,minor,TheAwakening,219,219,1,1,6,67627,67694
Q74-0,"I know she is,","[67826, 67840]",Leonce Pontellier,"['Madame Ratignolle', 'Robert Lebrun', 'Madame Lebrun']",Explicit,assented Mr Pontellier,['she'],"[[67833, 67836]]",[['Edna Pontellier']],X,74,major,TheAwakening,220,220,1,1,5,67826,67840
Q74-1,"sometimes, not often.","[67868, 67889]",Leonce Pontellier,"['Madame Ratignolle', 'Robert Lebrun', 'Madame Lebrun']",Explicit,assented Mr Pontellier,[],[],[],X,74,major,TheAwakening,220,220,1,1,5,67868,67889
Q75-0,Did you think I was afraid?,"[67995, 68022]",Edna Pontellier,['Robert Lebrun'],Anaphoric,she asked him,['you'],"[[67999, 68002]]",[['Robert Lebrun']],X,75,major,TheAwakening,222,222,1,1,3,67995,68022
Q76-0,No; I knew you weren't afraid.,"[68071, 68101]",Robert Lebrun,['Edna Pontellier'],Implicit,,['you'],"[[68082, 68085]]",[['Edna Pontellier']],X,76,major,TheAwakening,223,223,1,1,15,68071,68101
Q77-0,Then why did you come? Why didn't you stay out there with the others?,"[68105, 68174]",Edna Pontellier,['Robert Lebrun'],Implicit,,"['you', 'you', 'the others']","[[68118, 68121], [68139, 68142], [68163, 68173]]","[['Robert Lebrun'], ['Robert Lebrun'], ['Mr. Pontellier', 'Madame Lebrun', 'Madame Ratignolle']]",X,77,major,TheAwakening,224,224,1,1,3,68105,68174
Q78-0,I never thought of it.,"[68178, 68200]",Robert Lebrun,['Edna Pontellier'],Implicit,,[],[],[],X,78,major,TheAwakening,225,225,1,1,15,68178,68200
Q79-0,Thought of what?,"[68204, 68220]",Edna Pontellier,['Robert Lebrun'],Implicit,,[],[],[],X,79,major,TheAwakening,226,226,1,1,3,68204,68220
Q80-0,Of anything. What difference does it make?,"[68224, 68266]",Robert Lebrun,['Edna Pontellier'],Implicit,,[],[],[],X,80,major,TheAwakening,227,227,1,1,15,68224,68266
Q81-0,"I'm very tired,","[68270, 68285]",Edna Pontellier,['Robert Lebrun'],Anaphoric,she uttered,[],[],[],X,81,major,TheAwakening,228,228,1,1,3,68270,68285
