exp_name,text,start_byte,end_byte,pdncID
gilbert blythe,Gilbert Blythe,193024,193038,13
gilbert blythe,Gilbert Blythe,193376,193390,13
gilbert blythe,Gilbert Blythe,196032,196046,13
gilbert blythe,Gilbert Blythe,196225,196239,13
gilbert blythe,Gilbert Blythe,196927,196941,13
gilbert blythe,Gilbert Blythe,197417,197431,13
gilbert blythe,Gilbert Blythe,197581,197595,13
gilbert blythe,Gilbert Blythe,197886,197900,13
gilbert blythe,Gilbert Blythe,200610,200624,13
gilbert blythe,Gilbert Blythe,200799,200813,13
gilbert blythe,Gilbert Blythe,201232,201246,13
gilbert blythe,Gilbert Blythe,201822,201836,13
gilbert blythe,Gilbert Blythe,204418,204432,13
gilbert blythe,Gilbert Blythe,205056,205070,13
gilbert blythe,Gilbert Blythe,205527,205541,13
gilbert blythe,Gilbert Blythe,212209,212223,13
gilbert blythe,Gilbert Blythe,212472,212486,13
gilbert blythe,Gilbert Blythe,221217,221231,13
gilbert blythe,Gilbert Blythe,221270,221284,13
gilbert blythe,Gilbert Blythe,244307,244321,13
gilbert blythe,Gilbert Blythe,248686,248700,13
gilbert blythe,Gilbert Blythe,271528,271542,13
gilbert blythe,Gilbert Blythe,275619,275633,13
gilbert blythe,Gilbert Blythe,276506,276520,13
gilbert blythe,Gilbert Blythe,366166,366180,13
gilbert blythe,Gilbert Blythe,405350,405364,13
gilbert blythe,Gilbert Blythe,405765,405779,13
gilbert blythe,Gilbert Blythe,407575,407589,13
gilbert blythe,Gilbert Blythe,407680,407694,13
gilbert blythe,Gilbert Blythe,409200,409214,13
gilbert blythe,Gilbert Blythe,439766,439780,13
gilbert blythe,Gilbert Blythe,440584,440598,13
gilbert blythe,Gilbert Blythe,442616,442630,13
gilbert blythe,Gilbert Blythe,442733,442747,13
gilbert blythe,Gilbert Blythe,458014,458028,13
gilbert blythe,Gilbert Blythe,472067,472081,13
gilbert blythe,Gilbert Blythe,472369,472383,13
gilbert blythe,Gilbert Blythe,491699,491713,13
gilbert blythe,Gilbert Blythe,492407,492421,13
gilbert blythe,Gilbert Blythe,502784,502798,13
gilbert blythe,Gilbert Blythe,511831,511845,13
gilbert blythe,Gilbert Blythe,513943,513957,13
gilbert blythe,Gilbert Blythe,515179,515193,13
gilbert blythe,Gilbert Blythe,519054,519068,13
gilbert blythe,Gilbert Blythe,522177,522191,13
gilbert blythe,Gilbert Blythe,525731,525745,13
gilbert blythe,Gilbert Blythe,542351,542365,13
gilbert blythe,Gilbert Blythe,548401,548415,13
gilbert blythe,Gilbert Blythe,553134,553148,13
gilbert blythe,Gilbert Blythe,557558,557572,13
gilbert blythe,Gilbert Blythe,557676,557690,13
teddy phillips,Teddy Phillips,249447,249461,33
stella maynard,Stella Maynard,514459,514473,50
stella maynard,Stella Maynard,515553,515567,50
stella maynard,Stella Maynard,524645,524659,50
stella maynard,Stella Maynard,524853,524867,50
malcolm andres,Malcolm Andres,375638,375652,19
frank stockley,Frank Stockley,508078,508092,12
frank stockley,Frank Stockley,509524,509538,12
frank stockley,Frank Stockley,514155,514169,12
frank stockley,Frank Stockley,519005,519019,12
bertha shirley,Bertha Shirley,69230,69244,97
aunt josephine,Aunt Josephine,277514,277528,24
aunt josephine,Aunt Josephine,277584,277598,24
aunt josephine,Aunt Josephine,277765,277779,24
aunt josephine,Aunt Josephine,278369,278383,24
aunt josephine,Aunt Josephine,281281,281295,24
aunt josephine,Aunt Josephine,363283,363297,24
aunt josephine,Aunt Josephine,380252,380266,24
aunt josephine,Aunt Josephine,380290,380304,24
aunt josephine,Aunt Josephine,414074,414088,24
aunt josephine,Aunt Josephine,414100,414114,24
aunt josephine,Aunt Josephine,419635,419649,24
aunt josephine,Aunt Josephine,466852,466866,24
minnie andrews,Minnie Andrews,239927,239941,70
minnie andrews,Minnie Andrews,241349,241363,70
minnie andrews,Minnie Andrews,243602,243616,70
minnie andrews,Minnie Andrews,244134,244148,70
minnie andrews,Minnie Andrews,263675,263689,70
minnie andrews,Minnie Andrews,301502,301516,70
old miss barry,old Miss Barry,278907,278921,24
old miss barry,Old Miss Barry,279099,279113,24
old miss barry,Old Miss Barry,279555,279569,24
old miss barry,Old Miss Barry,279984,279998,24
walter shirley,Walter Shirley,69140,69154,112
miranda sloane,Miranda Sloane,251550,251564,73
charlie sloane,Charlie Sloane,194415,194429,5
charlie sloane,Charlie Sloane,194676,194690,5
charlie sloane,Charlie Sloane,200537,200551,5
charlie sloane,Charlie Sloane,220569,220583,5
charlie sloane,Charlie Sloane,241904,241918,5
charlie sloane,Charlie Sloane,288587,288601,5
charlie sloane,Charlie Sloane,296395,296409,5
charlie sloane,Charlie Sloane,296532,296546,5
charlie sloane,Charlie Sloane,370011,370025,5
charlie sloane,Charlie Sloane,439834,439848,5
charlie sloane,Charlie Sloane,442375,442389,5
charlie sloane,Charlie Sloane,444893,444907,5
charlie sloane,Charlie Sloane,542217,542231,5
young mary joe,Young Mary Joe,253524,253538,95
young mary joe,Young Mary Joe,253653,253667,95
young mary joe,Young Mary Joe,254226,254240,95
young mary joe,Young Mary Joe,255546,255560,95
young mary joe,Young Mary Joe,256634,256648,95
young mary joe,Young Mary Joe,257341,257355,95
moody spurgeon,Moody Spurgeon,370068,370082,26
moody spurgeon,Moody Spurgeon,370149,370163,26
moody spurgeon,Moody Spurgeon,370191,370205,26
moody spurgeon,Moody Spurgeon,441953,441967,26
moody spurgeon,Moody Spurgeon,442142,442156,26
moody spurgeon,Moody Spurgeon,447121,447135,26
moody spurgeon,Moody Spurgeon,447137,447151,26
moody spurgeon,Moody Spurgeon,463272,463286,26
moody spurgeon,Moody Spurgeon,468194,468208,26
moody spurgeon,Moody Spurgeon,469890,469904,26
moody spurgeon,Moody Spurgeon,470307,470321,26
moody spurgeon,Moody Spurgeon,471717,471731,26
moody spurgeon,Moody Spurgeon,474034,474048,26
moody spurgeon,Moody Spurgeon,476650,476664,26
moody spurgeon,Moody Spurgeon,503004,503018,26
moody spurgeon,Moody Spurgeon,525621,525635,26
moody spurgeon,Moody Spurgeon,542198,542212,26
harmon andrews,Harmon Andrews,405397,405411,29
prissy andrews,Prissy Andrews,190099,190113,46
prissy andrews,Prissy Andrews,192397,192411,46
prissy andrews,Prissy Andrews,195553,195567,46
prissy andrews,Prissy Andrews,195975,195989,46
prissy andrews,Prissy Andrews,197205,197219,46
prissy andrews,Prissy Andrews,250580,250594,46
prissy andrews,Prissy Andrews,251466,251480,46
prissy andrews,Prissy Andrews,267999,268013,46
prissy andrews,Prissy Andrews,274634,274648,46
prissy andrews,Prissy Andrews,275422,275436,46
prissy andrews,Prissy Andrews,288790,288804,46
prissy andrews,Prissy Andrews,466653,466667,46
doctor spencer,Doctor Spencer,527381,527395,9
doctor spencer,Doctor Spencer,540243,540257,9
miss rogerson,Miss Rogerson,142600,142613,104
miss rogerson,Miss Rogerson,142624,142637,104
miss rogerson,Miss Rogerson,143099,143112,104
miss rogerson,Miss Rogerson,144965,144978,104
miss rogerson,Miss Rogerson,145478,145491,104
miss rogerson,Miss Rogerson,146458,146471,104
carrie sloane,Carrie Sloane,272462,272475,4
carrie sloane,Carrie Sloane,272563,272576,4
carrie sloane,Carrie Sloane,301603,301616,4
carrie sloane,Carrie Sloane,328811,328824,4
carrie sloane,Carrie Sloane,329166,329179,4
carrie sloane,Carrie Sloane,333060,333073,4
carrie sloane,Carrie Sloane,341153,341166,4
alice andrews,Alice Andrews,207977,207990,61
billy andrews,Billy Andrews,486914,486927,3
sophia sloane,Sophia Sloane,192039,192052,89
sophia sloane,Sophia Sloane,240690,240703,89
william blair,William Blair,352348,352361,59
william blair,William Blair,352410,352423,59
william blair,William Blair,352546,352559,59
william blair,William Blair,355772,355785,59
william blair,William Blair,356588,356601,59
laura spencer,Laura Spencer,481211,481224,17
laura spencer,Laura Spencer,486509,486522,17
the pink lady,the pink lady,493306,493319,55
the pink lady,the pink lady,496796,496809,55
the pink lady,the Pink Lady,497427,497440,55
a merry voice,a merry voice,317639,317652,37
miss cuthbert,Miss Cuthbert,78764,78777,20
miss cuthbert,Miss Cuthbert,78915,78928,20
miss cuthbert,Miss Cuthbert,80941,80954,20
miss cuthbert,Miss Cuthbert,81211,81224,20
miss cuthbert,Miss Cuthbert,82017,82030,20
miss cuthbert,Miss Cuthbert,82817,82830,20
miss cuthbert,Miss Cuthbert,84461,84474,20
miss cuthbert,Miss Cuthbert,95675,95688,20
miss cuthbert,Miss Cuthbert,97343,97356,20
miss cuthbert,Miss Cuthbert,97458,97471,20
miss cuthbert,Miss Cuthbert,97749,97762,20
miss cuthbert,Miss Cuthbert,318256,318269,20
tommy sloane,Tommy Sloane,198952,198964,94
jimmy glover,Jimmy Glover,203072,203084,68
jimmy glover,Jimmy Glover,472887,472899,68
thomas lynde,Thomas Lynde,2188,2200,58
mr. cuthbert,Mr. Cuthbert,32169,32181,22
mr. cuthbert,Mr. Cuthbert,32187,32199,22
mr. cuthbert,Mr. Cuthbert,32206,32218,22
mr. cuthbert,Mr. Cuthbert,33966,33978,22
mr. cuthbert,Mr. Cuthbert,34560,34572,22
mr. cuthbert,Mr. Cuthbert,218869,218881,22
mr. cuthbert,Mr. Cuthbert,353553,353565,22
mr. cuthbert,Mr. Cuthbert,354149,354161,22
mr. phillips,Mr. Phillips,191806,191818,33
mr. phillips,Mr. Phillips,195506,195518,33
mr. phillips,Mr. Phillips,195926,195938,33
mr. phillips,Mr. Phillips,196660,196672,33
mr. phillips,Mr. Phillips,197134,197146,33
mr. phillips,Mr. Phillips,199058,199070,33
mr. phillips,Mr. Phillips,199399,199411,33
mr. phillips,Mr. Phillips,199429,199441,33
mr. phillips,Mr. Phillips,199969,199981,33
mr. phillips,Mr. Phillips,201272,201284,33
mr. phillips,Mr. Phillips,202271,202283,33
mr. phillips,Mr. Phillips,202515,202527,33
mr. phillips,Mr. Phillips,203789,203801,33
mr. phillips,Mr. Phillips,203841,203853,33
mr. phillips,Mr. Phillips,204644,204656,33
mr. phillips,Mr. Phillips,206000,206012,33
mr. phillips,Mr. Phillips,206092,206104,33
mr. phillips,Mr. Phillips,207334,207346,33
mr. phillips,Mr. Phillips,208254,208266,33
mr. phillips,Mr. Phillips,209232,209244,33
mr. phillips,Mr. Phillips,210300,210312,33
mr. phillips,Mr. Phillips,211391,211403,33
mr. phillips,Mr. Phillips,220704,220716,33
mr. phillips,Mr. Phillips,220730,220742,33
mr. phillips,Mr. Phillips,220806,220818,33
mr. phillips,Mr. Phillips,239909,239921,33
mr. phillips,Mr. Phillips,241314,241326,33
mr. phillips,Mr. Phillips,242352,242364,33
mr. phillips,Mr. Phillips,244185,244197,33
mr. phillips,Mr. Phillips,245707,245719,33
mr. phillips,Mr. Phillips,246271,246283,33
mr. phillips,Mr. Phillips,249250,249262,33
mr. phillips,Mr. Phillips,250545,250557,33
mr. phillips,Mr. Phillips,251438,251450,33
mr. phillips,Mr. Phillips,263595,263607,33
mr. phillips,Mr. Phillips,271829,271841,33
mr. phillips,Mr. Phillips,275308,275320,33
mr. phillips,Mr. Phillips,288741,288753,33
mr. phillips,Mr. Phillips,299934,299946,33
mr. phillips,Mr. Phillips,300253,300265,33
mr. phillips,Mr. Phillips,300460,300472,33
mr. phillips,Mr. Phillips,300849,300861,33
mr. phillips,Mr. Phillips,301134,301146,33
mr. phillips,Mr. Phillips,302018,302030,33
mr. phillips,Mr. Phillips,464686,464698,33
mr. marshall,Mr. Marshall,305049,305061,78
anne shirley,Anne Shirley,44835,44847,2
anne shirley,Anne Shirley,82341,82353,2
anne shirley,Anne Shirley,92971,92983,2
anne shirley,Anne Shirley,143517,143529,2
anne shirley,Anne Shirley,151411,151423,2
anne shirley,Anne Shirley,159213,159225,2
anne shirley,Anne Shirley,177646,177658,2
anne shirley,Anne Shirley,182087,182099,2
anne shirley,Anne Shirley,190723,190735,2
anne shirley,Anne Shirley,197451,197463,2
anne shirley,Anne Shirley,199142,199154,2
anne shirley,Anne Shirley,204229,204241,2
anne shirley,Anne Shirley,213796,213808,2
anne shirley,Anne Shirley,228133,228145,2
anne shirley,Anne Shirley,247021,247033,2
anne shirley,Anne Shirley,261333,261345,2
anne shirley,Anne Shirley,261806,261818,2
anne shirley,Anne Shirley,270806,270818,2
anne shirley,Anne Shirley,281889,281901,2
anne shirley,Anne Shirley,282032,282044,2
anne shirley,Anne Shirley,294322,294334,2
anne shirley,Anne Shirley,295979,295991,2
anne shirley,Anne Shirley,296950,296962,2
anne shirley,Anne Shirley,315394,315406,2
anne shirley,Anne Shirley,320116,320128,2
anne shirley,Anne Shirley,329501,329513,2
anne shirley,Anne Shirley,332888,332900,2
anne shirley,Anne Shirley,344852,344864,2
anne shirley,Anne Shirley,370097,370109,2
anne shirley,Anne Shirley,370247,370259,2
anne shirley,Anne Shirley,387440,387452,2
anne shirley,Anne Shirley,387853,387865,2
anne shirley,Anne Shirley,388768,388780,2
anne shirley,Anne Shirley,389891,389903,2
anne shirley,Anne Shirley,405578,405590,2
anne shirley,Anne Shirley,407841,407853,2
anne shirley,Anne Shirley,439782,439794,2
anne shirley,Anne Shirley,443365,443377,2
anne shirley,Anne Shirley,443584,443596,2
anne shirley,Anne Shirley,481244,481256,2
anne shirley,Anne Shirley,513984,513996,2
anne shirley,Anne Shirley,515195,515207,2
anne shirley,Anne Shirley,515646,515658,2
anne shirley,Anne Shirley,551048,551060,2
anne shirley,Anne Shirley,552593,552605,2
emily gillis,Emily Gillis,498393,498405,11
rachel lynde,Rachel Lynde,2248,2260,48
rachel lynde,Rachel Lynde,124325,124337,48
rachel lynde,Rachel Lynde,260076,260088,48
rachel lynde,Rachel Lynde,384923,384935,48
rachel lynde,Rachel Lynde,385214,385226,48
mrs. blewett,Mrs. Blewett,81089,81101,41
mrs. blewett,Mrs. Blewett,81197,81209,41
mrs. blewett,Mrs. Blewett,81950,81962,41
mrs. blewett,Mrs. Blewett,82226,82238,41
mrs. blewett,Mrs. Blewett,83312,83324,41
mrs. blewett,Mrs. Blewett,83993,84005,41
mrs. blewett,Mrs. Blewett,84041,84053,41
mrs. blewett,Mrs. Blewett,84331,84343,41
mrs. blewett,Mrs. Blewett,84969,84981,41
mrs. spencer,Mrs. Spencer,10154,10166,43
mrs. spencer,Mrs. Spencer,11065,11077,43
mrs. spencer,Mrs. Spencer,11669,11681,43
mrs. spencer,Mrs. Spencer,18468,18480,43
mrs. spencer,Mrs. Spencer,22392,22404,43
mrs. spencer,Mrs. Spencer,22817,22829,43
mrs. spencer,Mrs. Spencer,25812,25824,43
mrs. spencer,Mrs. Spencer,26694,26706,43
mrs. spencer,Mrs. Spencer,28822,28834,43
mrs. spencer,Mrs. Spencer,28930,28942,43
mrs. spencer,Mrs. Spencer,29861,29873,43
mrs. spencer,Mrs. Spencer,32146,32158,43
mrs. spencer,Mrs. Spencer,32242,32254,43
mrs. spencer,Mrs. Spencer,40090,40102,43
mrs. spencer,Mrs. Spencer,42717,42729,43
mrs. spencer,Mrs. Spencer,46104,46116,43
mrs. spencer,Mrs. Spencer,46218,46230,43
mrs. spencer,Mrs. Spencer,46895,46907,43
mrs. spencer,Mrs. Spencer,52234,52246,43
mrs. spencer,Mrs. Spencer,61872,61884,43
mrs. spencer,Mrs. Spencer,65499,65511,43
mrs. spencer,Mrs. Spencer,73330,73342,43
mrs. spencer,Mrs. Spencer,77509,77521,43
mrs. spencer,Mrs. Spencer,77722,77734,43
mrs. spencer,Mrs. Spencer,78263,78275,43
mrs. spencer,Mrs. Spencer,78554,78566,43
mrs. spencer,Mrs. Spencer,78843,78855,43
mrs. spencer,Mrs. Spencer,79457,79469,43
mrs. spencer,Mrs. Spencer,80610,80622,43
mrs. spencer,Mrs. Spencer,81326,81338,43
mrs. spencer,Mrs. Spencer,81719,81731,43
mrs. spencer,Mrs. Spencer,84314,84326,43
mrs. spencer,Mrs. Spencer,86059,86071,43
mrs. spencer,Mrs. Spencer,501289,501301,43
jenny gillis,Jenny Gillis,356903,356915,66
mrs. hammond,Mrs. Hammond,72347,72359,84
mrs. hammond,Mrs. Hammond,72678,72690,84
mrs. hammond,Mrs. Hammond,72825,72837,84
mrs. hammond,Mrs. Hammond,72953,72965,84
mrs. hammond,Mrs. Hammond,73012,73024,84
mrs. hammond,Mrs. Hammond,74457,74469,84
mrs. hammond,Mrs. Hammond,105724,105736,84
mrs. hammond,Mrs. Hammond,105928,105940,84
mrs. hammond,Mrs. Hammond,254397,254409,84
mrs. hammond,Mrs. Hammond,258868,258880,84
mrs. hammond,Mrs. Hammond,259017,259029,84
jane andrews,Jane Andrews,184111,184123,14
jane andrews,Jane Andrews,192329,192341,14
jane andrews,Jane Andrews,207935,207947,14
jane andrews,Jane Andrews,248480,248492,14
jane andrews,Jane Andrews,300778,300790,14
jane andrews,Jane Andrews,302506,302518,14
jane andrews,Jane Andrews,329202,329214,14
jane andrews,Jane Andrews,329325,329337,14
jane andrews,Jane Andrews,339651,339663,14
jane andrews,Jane Andrews,346548,346560,14
jane andrews,Jane Andrews,378413,378425,14
jane andrews,Jane Andrews,396372,396384,14
jane andrews,Jane Andrews,409567,409579,14
jane andrews,Jane Andrews,433826,433838,14
jane andrews,Jane Andrews,439809,439821,14
jane andrews,Jane Andrews,448929,448941,14
jane andrews,Jane Andrews,463937,463949,14
jane andrews,Jane Andrews,481769,481781,14
jane andrews,Jane Andrews,497041,497053,14
jane andrews,Jane Andrews,513887,513899,14
jane andrews,Jane Andrews,515761,515773,14
the minister,the minister,97727,97739,91
the minister,the minister,125839,125851,91
the minister,the minister,146754,146766,91
the minister,the minister,147179,147191,91
the minister,the minister,166204,166216,91
the minister,the minister,216778,216790,91
the minister,the minister,230729,230741,91
the minister,the minister,268271,268283,91
the minister,the minister,302300,302312,91
the minister,the minister,303438,303450,91
the minister,the minister,309238,309250,91
the minister,the minister,310396,310408,91
the minister,the minister,313584,313596,91
the minister,the minister,314104,314116,91
the minister,the minister,314643,314655,91
the minister,the minister,315160,315172,91
the minister,the minister,317243,317255,91
the minister,the minister,422222,422234,91
myrtle bell,Myrtle Bell,431664,431675,44
mrs. thomas,Mrs. Thomas,70103,70114,86
mrs. thomas,Mrs. Thomas,70569,70580,86
mrs. thomas,Mrs. Thomas,71284,71295,86
mrs. thomas,Mrs. Thomas,71500,71511,86
mrs. thomas,Mrs. Thomas,71778,71789,86
mrs. thomas,Mrs. Thomas,71898,71909,86
mrs. thomas,Mrs. Thomas,72219,72230,86
mrs. thomas,Mrs. Thomas,72273,72284,86
mrs. thomas,Mrs. Thomas,73658,73669,86
mrs. thomas,Mrs. Thomas,74441,74452,86
mrs. thomas,Mrs. Thomas,90205,90216,86
mrs. thomas,Mrs. Thomas,96776,96787,86
mrs. thomas,Mrs. Thomas,104704,104715,86
mrs. thomas,Mrs. Thomas,104804,104815,86
mrs. thomas,Mrs. Thomas,105470,105481,86
mrs. thomas,Mrs. Thomas,116565,116576,86
mrs. thomas,Mrs. Thomas,229014,229025,86
mrs. thomas,Mrs. Thomas,296631,296642,86
mrs. thomas,Mrs. Thomas,326853,326864,86
john blythe,John Blythe,542595,542606,15
mr. bentley,Mr. Bentley,303425,303436,75
mr. bentley,Mr. Bentley,304618,304629,75
mr. bentley,Mr. Bentley,308751,308762,75
mr. hammond,Mr. Hammond,72628,72639,105
mr. hammond,Mr. Hammond,72991,73002,105
mr. andrews,Mr. Andrews,184195,184206,29
mr. andrews,Mr. Andrews,409229,409240,29
mr. andrews,Mr. Andrews,437925,437936,29
arty gillis,Arty Gillis,288608,288619,62
the oculist,the oculist,543991,544002,53
the oculist,the oculist,546267,546278,53
mrs. sloane,Mrs. Sloane,365911,365922,85
mr. gresham,Mr. Gresham,304818,304829,77
diana barry,Diana Barry,103486,103497,8
diana barry,Diana Barry,149700,149711,8
diana barry,Diana Barry,154865,154876,8
diana barry,Diana Barry,194790,194801,8
diana barry,Diana Barry,242564,242575,8
diana barry,Diana Barry,243314,243325,8
diana barry,Diana Barry,252969,252980,8
diana barry,Diana Barry,328146,328157,8
diana barry,Diana Barry,351548,351559,8
diana barry,Diana Barry,439891,439902,8
diana barry,Diana Barry,451601,451612,8
mrs. rachel,Mrs. Rachel,653,664,48
mrs. rachel,Mrs. Rachel,1406,1417,48
mrs. rachel,Mrs. Rachel,1935,1946,48
mrs. rachel,Mrs. Rachel,2445,2456,48
mrs. rachel,Mrs. Rachel,3237,3248,48
mrs. rachel,Mrs. Rachel,3671,3682,48
mrs. rachel,Mrs. Rachel,4373,4384,48
mrs. rachel,Mrs. Rachel,5579,5590,48
mrs. rachel,Mrs. Rachel,5834,5845,48
mrs. rachel,Mrs. Rachel,6088,6099,48
mrs. rachel,Mrs. Rachel,6952,6963,48
mrs. rachel,Mrs. Rachel,7385,7396,48
mrs. rachel,Mrs. Rachel,7750,7761,48
mrs. rachel,Mrs. Rachel,8304,8315,48
mrs. rachel,Mrs. Rachel,8507,8518,48
mrs. rachel,Mrs. Rachel,8945,8956,48
mrs. rachel,Mrs. Rachel,9103,9114,48
mrs. rachel,Mrs. Rachel,9422,9433,48
mrs. rachel,Mrs. Rachel,11763,11774,48
mrs. rachel,Mrs. Rachel,13522,13533,48
