qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q6-1,"Of course I am not like him. I know that perfectly well. Indeed, I should be sorry to look like him. You shrug your shoulders? I am telling you the truth. There is a fatality about all physical and intellectual distinction, the sort of fatality that seems to dog through history the faltering steps of kings. It is better not to be different from one s fellows. The ugly and the stupid have the best of it in this world. They can sit at their ease and gape at the play. If they know nothing of victory, they are at least spared the knowledge of defeat. They live as we all should live undisturbed, indifferent, and without disquiet. They neither bring ruin upon others, nor ever receive it from alien hands. Your rank and wealth, Harry; my brains, such as they are my art, whatever it may be worth; Dorian Gray s good looks we shall all suffer for what the gods have given us, suffer terribly.","[7094, 7987]",Basil Hallward,['Lord Henry'],Anaphoric,answered the artist,"['him', 'him', 'You', 'your', 'you', 'They', 'their', 'They', 'Your', 'Harry', 'Dorian Gray', 'we', 'us']","[[7118, 7121], [7190, 7193], [7195, 7198], [7205, 7209], [7234, 7237], [7515, 7519], [7531, 7536], [7647, 7651], [7802, 7806], [7824, 7829], [7893, 7904], [7918, 7920], [7967, 7969]]","[['Dorian Gray'], ['Dorian Gray'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lady Agatha'], ['Lord Henry'], ['Lord Henry'], ['Dorian Gray'], ['Basil Hallward', 'Dorian Gray', 'Henry'], ['Basil Hallward', 'Dorian Gray', 'Henry']]",X,6,major,ThePictureOfDorianGray,24,24,1,1,2,7094,7987
Q7-0,Dorian Gray? Is that his name?,"[7991, 8021]",Lord Henry,['Basil Hallward'],Explicit,asked Lord Henry,"['Dorian Gray', 'his']","[[7991, 8002], [8012, 8015]]","[['Dorian Gray'], ['Dorian Gray']]",X,7,major,ThePictureOfDorianGray,25,25,1,1,19,7991,8021
Q8-0,"Yes, that is his name. I didn t intend to tell it to you.","[8093, 8150]",Basil Hallward,['Lord Henry'],Implicit,,"['his', 'you']","[[8106, 8109], [8146, 8149]]","[['Dorian Gray'], ['Lord Henry']]",X,8,major,ThePictureOfDorianGray,26,26,1,1,2,8093,8150
Q9-0,But why not?,"[8154, 8166]",Lord Henry,['Basil Hallward'],Implicit,,[],[],[],X,9,major,ThePictureOfDorianGray,27,27,1,1,19,8154,8166
Q10-0,"Oh, I can t explain. When I like people immensely, I never tell their names to any one. It is like surrendering a part of them. I have grown to love secrecy. It seems to be the one thing that can make modern life mysterious or marvellous to us. The commonest thing is delightful if one only hides it. When I leave town now I never tell my people where I am going. If I did, I would lose all my pleasure. It is a silly habit, I dare say, but somehow it seems to bring a great deal of romance into one s life. I suppose you think me awfully foolish about it?","[8170, 8726]",Basil Hallward,['Lord Henry'],Implicit,,['you'],"[[8688, 8691]]",[['Lord Henry']],X,10,major,ThePictureOfDorianGray,28,28,1,1,2,8170,8726
Q11-0,"Not at all,","[8730, 8741]",Lord Henry,['Basil Hallward'],Explicit,answered Lord Henry,[],[],[],X,11,major,ThePictureOfDorianGray,29,29,1,1,19,8730,8741
Q11-1,"not at all, my dear Basil. You seem to forget that I am married, and the one charm of marriage is that it makes a life of deception absolutely necessary for both parties. I never know where my wife is, and my wife never knows what I am doing. When we meet we do meet occasionally, when we dine out together, or go down to the Duke s we tell each other the most absurd stories with the most serious faces. My wife is very good at it much better, in fact, than I am. She never gets confused over her dates, and I always do. But when she does find me out, she makes no row at all. I sometimes wish she would; but she merely laughs at me.","[8765, 9399]",Lord Henry,['Basil Hallward'],Explicit,answered Lord Henry,"['my dear Basil', 'You', 'my wife', 'my wife', 'we', 'we', 'we', 'we', 'My wife', 'She', 'her', 'she', 'she', 'she', 'she']","[[8777, 8790], [8792, 8795], [8955, 8962], [8971, 8978], [9013, 9015], [9021, 9023], [9051, 9053], [9098, 9100], [9170, 9177], [9230, 9233], [9259, 9262], [9296, 9299], [9318, 9321], [9360, 9363], [9375, 9378]]","[['Basil Hallward'], ['Basil Hallward'], ['Lady Henry'], ['Lady Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lady Henry'], ['Lady Henry'], ['Lady Henry'], ['Lady Henry'], ['Lady Henry'], ['Lady Henry'], ['Lady Henry']]",X,11,major,ThePictureOfDorianGray,29,29,1,1,19,8765,9399
Q12-0,"I hate the way you talk about your married life, Harry,","[9403, 9458]",Basil Hallward,['Lord Henry'],Explicit,said Basil Hallward,"['you', 'your', 'Harry']","[[9418, 9421], [9433, 9437], [9452, 9457]]","[['Lord Henry'], ['Lord Henry'], ['Lord Henry']]",X,12,major,ThePictureOfDorianGray,30,30,1,1,2,9403,9458
Q12-1,"I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues. You are an extraordinary fellow. You never say a moral thing, and you never do a wrong thing. Your cynicism is simply a pose.","[9535, 9768]",Basil Hallward,['Lord Henry'],Explicit,said Basil Hallward,"['you', 'you', 'your', 'You', 'You', 'you', 'Your']","[[9550, 9553], [9595, 9598], [9625, 9629], [9643, 9646], [9676, 9679], [9709, 9712], [9737, 9741]]","[['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry']]",X,12,major,ThePictureOfDorianGray,30,30,1,1,2,9535,9768
Q13-0,"Being natural is simply a pose, and the most irritating pose I know,","[9772, 9840]",Lord Henry,['Basil Hallward'],Explicit,cried Lord Henry,[],[],[],X,13,major,ThePictureOfDorianGray,31,31,1,1,19,9772,9840
Q14-0,"I am afraid I must be going, Basil,","[10161, 10196]",Lord Henry,['Basil Hallward'],Anaphoric,he murmured,['Basil'],"[[10190, 10195]]",[['Basil Hallward']],X,14,major,ThePictureOfDorianGray,32,32,1,1,19,10161,10196
Q14-1,"and before I go, I insist on your answering a question I put to you some time ago.","[10212, 10294]",Lord Henry,['Basil Hallward'],Anaphoric,he murmured,"['your', 'you']","[[10241, 10245], [10276, 10279]]","[['Basil Hallward'], ['Basil Hallward']]",X,14,major,ThePictureOfDorianGray,32,32,1,1,19,10212,10294
Q15-0,What is that?,"[10298, 10311]",Basil Hallward,['Lord Henry'],Anaphoric,said the painter,[],[],[],X,15,major,ThePictureOfDorianGray,33,33,1,1,2,10298,10311
Q16-0,You know quite well.,"[10371, 10391]",Lord Henry,['Basil Hallward'],Implicit,,['You'],"[[10371, 10374]]",[['Basil Hallward']],X,16,major,ThePictureOfDorianGray,34,34,1,1,19,10371,10391
Q17-0,"I do not, Harry.","[10395, 10411]",Basil Hallward,['Lord Henry'],Implicit,,['Harry'],"[[10405, 10410]]",[['Lord Henry']],X,17,major,ThePictureOfDorianGray,35,35,1,1,2,10395,10411
Q18-0,"Well, I will tell you what it is. I want you to explain to me why you won t exhibit Dorian Gray s picture. I want the real reason.","[10415, 10545]",Lord Henry,['Basil Hallward'],Implicit,,"['you', 'you', 'you', 'Dorian Gray']","[[10433, 10436], [10456, 10459], [10481, 10484], [10499, 10510]]","[['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Dorian Gray']]",X,18,major,ThePictureOfDorianGray,36,36,1,1,19,10415,10545
Q19-0,I told you the real reason.,"[10549, 10576]",Basil Hallward,['Lord Henry'],Implicit,,['you'],"[[10556, 10559]]",[['Lord Henry']],X,19,major,ThePictureOfDorianGray,37,37,1,1,2,10549,10576
Q20-0,"No, you did not. You said it was because there was too much of yourself in it. Now, that is childish.","[10580, 10681]",Lord Henry,['Basil Hallward'],Implicit,,"['you', 'You']","[[10584, 10587], [10597, 10600]]","[['Basil Hallward'], ['Basil Hallward']]",X,20,major,ThePictureOfDorianGray,38,38,1,1,19,10580,10681
Q21-0,"Harry,","[10685, 10691]",Basil Hallward,['Lord Henry'],Explicit,said Basil Hallward,['Harry'],"[[10685, 10690]]",[['Lord Henry']],X,21,major,ThePictureOfDorianGray,39,39,1,1,2,10685,10691
Q21-1,"every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The sitter is merely the accident, the occasion. It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself. The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul.","[10749, 11119]",Basil Hallward,['Lord Henry'],Explicit,said Basil Hallward,[],[],[],X,21,major,ThePictureOfDorianGray,39,39,1,1,2,10749,11119
Q22-0,And what is that?,"[11143, 11160]",Lord Henry,['Basil Hallward'],Anaphoric,he asked,[],[],[],X,22,major,ThePictureOfDorianGray,40,40,1,1,19,11143,11160
Q23-0,"I will tell you,","[11174, 11190]",Basil Hallward,['Lord Henry'],Explicit,said Hallward,['you'],"[[11186, 11189]]",[['Lord Henry']],X,23,major,ThePictureOfDorianGray,41,41,1,1,2,11174,11190
Q24-0,"I am all expectation, Basil,","[11261, 11289]",Lord Henry,['Basil Hallward'],Anaphoric,continued his companion,['Basil'],"[[11283, 11288]]",[['Basil Hallward']],X,24,major,ThePictureOfDorianGray,42,42,1,1,19,11261,11289
Q25-0,"Oh, there is really very little to tell, Harry,","[11335, 11382]",Basil Hallward,['Lord Henry'],Anaphoric,answered the painter,['Harry'],"[[11376, 11381]]",[['Lord Henry']],X,25,major,ThePictureOfDorianGray,43,43,1,1,2,11335,11382
Q25-1,and I am afraid you will hardly understand it. Perhaps you will hardly believe it.,"[11407, 11489]",Basil Hallward,['Lord Henry'],Anaphoric,answered the painter,"['you', 'you']","[[11423, 11426], [11462, 11465]]","[['Lord Henry'], ['Lord Henry']]",X,25,major,ThePictureOfDorianGray,43,43,1,1,2,11407,11489
Q26-0,"I am quite sure I shall understand it,","[11592, 11630]",Lord Henry,['Basil Hallward'],Anaphoric,he replied,[],[],[],X,26,major,ThePictureOfDorianGray,44,44,1,1,19,11592,11630
Q26-1,"and as for believing things, I can believe anything, provided that it is quite incredible.","[11705, 11795]",Lord Henry,['Basil Hallward'],Anaphoric,he replied,[],[],[],X,26,major,ThePictureOfDorianGray,44,44,1,1,19,11705,11795
Q27-0,"The story is simply this,","[12166, 12191]",Basil Hallward,['Lord Henry'],Anaphoric,said the painter,[],[],[],X,27,major,ThePictureOfDorianGray,46,46,1,1,2,12166,12191
Q27-1,"Two months ago I went to a crush at Lady Brandon s. You know we poor artists have to show ourselves in society from time to time, just to remind the public that we are not savages. With an evening coat and a white tie, as you told me once, anybody, even a stock-broker, can gain a reputation for being civilized. Well, after I had been in the room about ten minutes, talking to huge overdressed dowagers and tedious academicians, I suddenly became conscious that some one was looking at me. I turned half-way round and saw Dorian Gray for the first time. When our eyes met, I felt that I was growing pale. A curious sensation of terror came over me. I knew that I had come face to face with some one whose mere personality was so fascinating that, if I allowed it to do so, it would absorb my whole nature, my whole soul, my very art itself. I did not want any external influence in my life. You know yourself, Harry, how independent I am by nature. I have always been my own master; had at least always been so, till I met Dorian Gray. Then but I don t know how to explain it to you. Something seemed to tell me that I was on the verge of a terrible crisis in my life. I had a strange feeling that fate had in store for me exquisite joys and exquisite sorrows. I grew afraid and turned to quit the room. It was not conscience that made me do so: it was a sort of cowardice. I take no credit to myself for trying to escape.","[12228, 13651]",Basil Hallward,['Lord Henry'],Anaphoric,said the painter,"['you', 'Dorian Gray', 'You', 'Harry', 'Dorian Gray', 'you']","[[12450, 12453], [12751, 12762], [13120, 13123], [13139, 13144], [13252, 13263], [13308, 13311]]","[['Lord Henry'], ['Dorian Gray'], ['Lord Henry'], ['Lord Henry'], ['Dorian Gray'], ['Lord Henry']]",X,27,major,ThePictureOfDorianGray,46,46,1,1,2,12228,13651
Q28-0,"Conscience and cowardice are really the same things, Basil. Conscience is the trade-name of the firm. That is all.","[13655, 13769]",Lord Henry,['Basil Hallward'],Implicit,,['Basil'],"[[13708, 13713]]",[['Basil Hallward']],X,28,major,ThePictureOfDorianGray,47,47,1,1,19,13655,13769
Q29-0,"I don t believe that, Harry, and I don t believe you do either. However, whatever was my motive and it may have been pride, for I used to be very proud I certainly struggled to the door. There, of course, I stumbled against Lady Brandon. ","[13773, 14011]",Basil Hallward,['Lord Henry'],Implicit,,"['Harry', 'you']","[[13795, 13800], [13822, 13825]]","[['Lord Henry'], ['Lord Henry']]",X,29,major,ThePictureOfDorianGray,48,48,1,1,2,13773,14011
Q30-0, she screamed out. You know her curiously shrill voice?,"[14065, 14120]",Basil Hallward,['Lord Henry'],Implicit,,['You'],"[[14084, 14087]]",[['Lord Henry']],X,30,major,ThePictureOfDorianGray,48,48,1,1,2,14065,14120
Q31-0,"Yes; she is a peacock in everything but beauty,","[14124, 14171]",Lord Henry,['Basil Hallward'],Explicit,said Lord Henry,[],[],[],X,31,major,ThePictureOfDorianGray,49,49,1,1,19,14124,14171
Q32-0,"I could not get rid of her. She brought me up to royalties, and people with stars and garters, and elderly ladies with gigantic tiaras and parrot noses. She spoke of me as her dearest friend. I had only met her once before, but she took it into her head to lionize me. I believe some picture of mine had made a great success at the time, at least had been chattered about in the penny newspapers, which is the nineteenth-century standard of immortality. Suddenly I found myself face to face with the young man whose personality had so strangely stirred me. We were quite close, almost touching. Our eyes met again. It was reckless of me, but I asked Lady Brandon to introduce me to him. Perhaps it was not so reckless, after all. It was simply inevitable. We would have spoken to each other without any introduction. I am sure of that. Dorian told me so afterwards. He, too, felt that we were destined to know each other.","[14249, 15170]",Basil Hallward,['Lord Henry'],Implicit,,"['her dearest friend', 'the young man whose personality had so strangely stirred me', 'We', 'Our', 'him', 'We', 'Dorian', 'He', 'we']","[[14421, 14439], [14745, 14804], [14806, 14808], [14844, 14847], [14931, 14934], [15005, 15007], [15085, 15091], [15115, 15117], [15134, 15136]]","[['Basil Hallward'], ['Dorian Gray'], ['Dorian Gray', 'Basil Hallward'], ['Basil Hallward', 'Dorian Gray'], ['Dorian Gray'], ['Dorian Gray', 'Basil Hallward'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray', 'Basil Hallward']]",X,32,major,ThePictureOfDorianGray,50,50,1,1,2,14249,15170
Q33-0,And how did Lady Brandon describe this wonderful young man?,"[15174, 15233]",Lord Henry,['Basil Hallward'],Anaphoric,asked his companion,['this wonderful young man'],"[[15208, 15232]]",[['Dorian Gray']],X,33,major,ThePictureOfDorianGray,51,51,1,1,19,15174,15233
Q33-1,"I know she goes in for giving a rapid _pr cis_ of all her guests. I remember her bringing me up to a truculent and red-faced old gentleman covered all over with orders and ribbons, and hissing into my ear, in a tragic whisper which must have been perfectly audible to everybody in the room, the most astounding details. I simply fled. I like to find out people for myself. But Lady Brandon treats her guests exactly as an auctioneer treats his goods. She either explains them entirely away, or tells one everything about them except what one wants to know.","[15257, 15813]",Lord Henry,['Basil Hallward'],Anaphoric,asked his companion,[],[],[],X,33,major,ThePictureOfDorianGray,51,51,1,1,19,15257,15813
Q34-0,"Poor Lady Brandon! You are hard on her, Harry!","[15817, 15863]",Basil Hallward,['Lord Henry'],Explicit,said Hallward,"['You', 'Harry']","[[15836, 15839], [15857, 15862]]","[['Lord Henry'], ['Lord Henry']]",X,34,major,ThePictureOfDorianGray,52,52,1,1,2,15817,15863
Q35-0,"My dear fellow, she tried to found a _salon_, and only succeeded in opening a restaurant. How could I admire her? But tell me, what did she say about Mr. Dorian Gray?","[15893, 16059]",Lord Henry,['Basil Hallward'],Implicit,,"['My dear fellow', 'Mr. Dorian Gray']","[[15893, 15907], [16043, 16058]]","[['Basil Hallward'], ['Dorian Gray']]",X,35,major,ThePictureOfDorianGray,53,53,1,1,19,15893,16059
Q36-0,"Oh, something like, ","[16063, 16083]",Basil Hallward,['Lord Henry'],Implicit,,[],[],[],X,36,major,ThePictureOfDorianGray,54,54,1,1,2,16063,16083
Q37-0,"Neither of us could help laughing, and we became friends at once.","[16262, 16327]",Basil Hallward,['Lord Henry'],Implicit,,"['us', 'we']","[[16273, 16275], [16301, 16303]]","[['Basil Hallward', 'Dorian Gray'], ['Dorian Gray', 'Basil Hallward']]",X,37,major,ThePictureOfDorianGray,54,54,1,1,2,16262,16327
Q38-0,"Laughter is not at all a bad beginning for a friendship, and it is far the best ending for one,","[16331, 16426]",Lord Henry,['Basil Hallward'],Anaphoric,said the young lord,[],[],[],X,38,major,ThePictureOfDorianGray,55,55,1,1,19,16331,16426
Q39-0,"You don t understand what friendship is, Harry,","[16500, 16547]",Basil Hallward,['Lord Henry'],Anaphoric,he murmured,"['You', 'Harry']","[[16500, 16503], [16541, 16546]]","[['Lord Henry'], ['Lord Henry']]",X,39,major,ThePictureOfDorianGray,56,56,1,1,2,16500,16547
Q39-1,"or what enmity is, for that matter. You like every one; that is to say, you are indifferent to every one.","[16562, 16667]",Basil Hallward,['Lord Henry'],Anaphoric,he murmured,"['You', 'you']","[[16598, 16601], [16634, 16637]]","[['Lord Henry'], ['Lord Henry']]",X,39,major,ThePictureOfDorianGray,56,56,1,1,2,16562,16667
Q40-0,How horribly unjust of you!,"[16671, 16698]",Lord Henry,['Basil Hallward'],Explicit,cried Lord Henry,['you'],"[[16694, 16697]]",[['Basil Hallward']],X,40,major,ThePictureOfDorianGray,57,57,1,1,19,16671,16698
Q40-1,"Yes; horribly unjust of you. I make a great difference between people. I choose my friends for their good looks, my acquaintances for their good characters, and my enemies for their good intellects. A man cannot be too careful in the choice of his enemies. I have not got one who is a fool. They are all men of some intellectual power, and consequently they all appreciate me. Is that very vain of me? I think it is rather vain.","[16888, 17316]",Lord Henry,['Basil Hallward'],Explicit,cried Lord Henry,"['you', 'their']","[[16912, 16915], [16983, 16988]]","[['Basil Hallward'], ['Basil Hallward']]",X,40,major,ThePictureOfDorianGray,57,57,1,1,19,16888,17316
Q41-0,"I should think it was, Harry. But according to your category I must be merely an acquaintance.","[17320, 17414]",Basil Hallward,['Lord Henry'],Implicit,,"['Harry', 'your']","[[17343, 17348], [17367, 17371]]","[['Lord Henry'], ['Lord Henry']]",X,41,major,ThePictureOfDorianGray,58,58,1,1,2,17320,17414
Q42-0,"My dear old Basil, you are much more than an acquaintance.","[17418, 17476]",Lord Henry,['Basil Hallward'],Implicit,,"['My dear old Basil', 'you']","[[17418, 17435], [17437, 17440]]","[['Basil Hallward'], ['Basil Hallward']]",X,42,major,ThePictureOfDorianGray,59,59,1,1,19,17418,17476
Q43-0,"And much less than a friend. A sort of brother, I suppose?","[17480, 17538]",Basil Hallward,['Lord Henry'],Implicit,,[],[],[],X,43,major,ThePictureOfDorianGray,60,60,1,1,2,17480,17538
Q44-0,"Oh, brothers! I don t care for brothers. My elder brother won t die, and my younger brothers seem never to do anything else.","[17542, 17666]",Lord Henry,['Basil Hallward'],Implicit,,[],[],[],X,44,major,ThePictureOfDorianGray,61,61,1,1,19,17542,17666
Q45-0,Harry!,"[17670, 17676]",Basil Hallward,['Lord Henry'],Explicit,exclaimed Hallward,['Harry'],"[[17670, 17675]]",[['Lord Henry']],X,45,major,ThePictureOfDorianGray,62,62,1,1,2,17670,17676
Q46-0,"My dear fellow, I am not quite serious. But I can t help detesting my relations. I suppose it comes from the fact that none of us can stand other people having the same faults as ourselves. I quite sympathize with the rage of the English democracy against what they call the vices of the upper orders. The masses feel that drunkenness, stupidity, and immorality should be their own special property, and that if any one of us makes an ass of himself, he is poaching on their preserves. When poor Southwark got into the divorce court, their indignation was quite magnificent. And yet I don t suppose that ten per cent of the proletariat live correctly.","[17710, 18361]",Lord Henry,['Basil Hallward'],Implicit,,['My dear fellow'],"[[17710, 17724]]",[['Basil Hallward']],X,46,major,ThePictureOfDorianGray,63,63,1,1,19,17710,18361
Q47-0,"I don t agree with a single word that you have said, and, what is more, Harry, I feel sure you don t either.","[18365, 18473]",Basil Hallward,['Lord Henry'],Implicit,,"['you', 'Harry', 'you']","[[18403, 18406], [18437, 18442], [18456, 18459]]","[['Lord Henry'], ['Lord Henry'], ['Lord Henry']]",X,47,major,ThePictureOfDorianGray,64,64,1,1,2,18365,18473
Q48-0,"How English you are Basil! That is the second time you have made that observation. If one puts forward an idea to a true Englishman always a rash thing to do he never dreams of considering whether the idea is right or wrong. The only thing he considers of any importance is whether one believes it oneself. Now, the value of an idea has nothing whatsoever to do with the sincerity of the man who expresses it. Indeed, the probabilities are that the more insincere the man is, the more purely intellectual will the idea be, as in that case it will not be coloured by either his wants, his desires, or his prejudices. However, I don t propose to discuss politics, sociology, or metaphysics with you. I like persons better than principles, and I like persons with no principles better than anything else in the world. Tell me more about Mr. Dorian Gray. How often do you see him?","[18595, 19471]",Lord Henry,['Basil Hallward'],Implicit,,"['you', 'Basil', 'you', 'he', 'he', 'his', 'his', 'his', 'you', 'Mr. Dorian Gray', 'you', 'him']","[[18607, 18610], [18615, 18620], [18646, 18649], [18753, 18755], [18835, 18837], [19168, 19171], [19179, 19182], [19195, 19198], [19288, 19291], [19429, 19444], [19459, 19462], [19467, 19470]]","[['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Basil Hallward'], ['Dorian Gray'], ['Basil Hallward'], ['Dorian Gray']]",X,48,major,ThePictureOfDorianGray,65,65,1,1,19,18595,19471
Q49-0,Every day. I couldn t be happy if I didn t see him every day. He is absolutely necessary to me.,"[19475, 19570]",Basil Hallward,['Lord Henry'],Implicit,,"['him', 'He']","[[19522, 19525], [19537, 19539]]","[['Dorian Gray'], ['Dorian Gray']]",X,49,major,ThePictureOfDorianGray,66,66,1,1,2,19475,19570
Q50-0,How extraordinary! I thought you would never care for anything but your art.,"[19574, 19650]",Lord Henry,['Basil Hallward'],Implicit,,"['you', 'your']","[[19603, 19606], [19641, 19645]]","[['Basil Hallward'], ['Basil Hallward']]",X,50,major,ThePictureOfDorianGray,67,67,1,1,19,19574,19650
Q51-0,"He is all my art to me now,","[19654, 19681]",Basil Hallward,['Lord Henry'],Anaphoric,said the painter,['He'],"[[19654, 19656]]",[['Dorian Gray']],X,51,major,ThePictureOfDorianGray,68,68,1,1,2,19654,19681
