qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q28-0,"Frank, Frank, be silent. This is nonsense, Give up your art? You shall not do it. You shall go to Paris as usual. Leslie and I have perfect faith in you. You shall not give up on account of this misfortune. What are the few paltry dollars to me or to you?","[17777, 18032]",Maurice Oakley,['Francis Oakley'],Implicit,,"['Frank', 'Frank', 'your', 'You', 'You', 'Leslie', 'you', 'You', 'you']","[[17777, 17782], [17784, 17789], [17828, 17832], [17838, 17841], [17859, 17862], [17891, 17897], [17926, 17929], [17931, 17934], [18028, 18031]]","[['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Leslie'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley']]",X,28,major,TheSportOfTheGods,73,73,1,1,20,17777,18032
Q29-0,"Nothing, nothing, I know. It is n't the money, it 's the principle of the thing.","[18036, 18116]",Francis Oakley,['Maurice Oakley'],Implicit,,[],[],[],X,29,minor,TheSportOfTheGods,74,74,1,1,8,18036,18116
Q30-0,"Principle be hanged! You go back to Paris to-morrow, just as you had planned. I do not ask it, I command it.","[18120, 18228]",Maurice Oakley,['Francis Oakley'],Implicit,,"['You', 'you']","[[18141, 18144], [18181, 18184]]","[['Francis Oakley'], ['Francis Oakley']]",X,30,major,TheSportOfTheGods,75,75,1,1,20,18120,18228
Q31-0,"Pardon me, Frank, for using those words and at such a time. You know how near my heart your success lies, and to hear you talk of giving it all up makes me forget myself. Forgive me, but you 'll go back, won't you?","[18268, 18482]",Maurice Oakley,['Francis Oakley'],Implicit,,"['Frank', 'You', 'your', 'you', 'you', 'you']","[[18279, 18284], [18328, 18331], [18355, 18359], [18386, 18389], [18455, 18458], [18478, 18481]]","[['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley']]",X,31,major,TheSportOfTheGods,77,77,1,1,20,18268,18482
Q32-0,"You are too good, Maurice,","[18486, 18512]",Francis Oakley,['Maurice Oakley'],Explicit,said Frank,"['You', 'Maurice']","[[18486, 18489], [18504, 18511]]","[['Maurice Oakley'], ['Maurice Oakley']]",X,32,minor,TheSportOfTheGods,78,78,1,1,8,18486,18512
Q32-1,"and I will go back, and I 'll try to redeem myself.","[18539, 18590]",Francis Oakley,['Maurice Oakley'],Explicit,said Frank,[],[],[],X,32,minor,TheSportOfTheGods,78,78,1,1,8,18539,18590
Q33-0,"There is no redeeming of yourself to do, my dear boy; all you have to do is to mature yourself. We 'll have a detective down and see what we can do in this matter.","[18594, 18757]",Maurice Oakley,['Francis Oakley'],Implicit,,"['yourself', 'you', 'yourself', 'We', 'we']","[[18619, 18627], [18652, 18655], [18680, 18688], [18690, 18692], [18732, 18734]]","[['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Maurice Oakley', 'Francis Oakley'], ['Maurice Oakley', 'Francis Oakley']]",X,33,major,TheSportOfTheGods,79,79,1,1,20,18594,18757
Q34-0,"I do so hate such things,","[18802, 18827]",Francis Oakley,['Maurice Oakley'],Anaphoric,he said,[],[],[],X,34,minor,TheSportOfTheGods,80,80,1,1,8,18802,18827
Q34-1,"and, anyway, what 's the use? They 'll never find out where the stuff went to.","[18839, 18917]",Francis Oakley,['Maurice Oakley'],Anaphoric,he said,[],[],[],X,34,minor,TheSportOfTheGods,80,80,1,1,8,18839,18917
Q35-0,"Oh, you need not be troubled in this matter. I know that such things must jar on your delicate nature. But I am a plain hard-headed business man, and I can attend to it without distaste.","[18921, 19107]",Maurice Oakley,['Francis Oakley'],Implicit,,"['you', 'your']","[[18925, 18928], [19002, 19006]]","[['Francis Oakley'], ['Francis Oakley']]",X,35,major,TheSportOfTheGods,81,81,1,1,20,18921,19107
Q36-0,"But I hate to shove everything unpleasant off on you, It 's what I 've been doing all my life.","[19111, 19205]",Francis Oakley,['Maurice Oakley'],Implicit,,['you'],"[[19160, 19163]]",[['Maurice Oakley']],X,36,minor,TheSportOfTheGods,82,82,1,1,8,19111,19205
Q37-0,"Never mind that. Now tell me, who was the last person you remember in your room?","[19209, 19289]",Maurice Oakley,['Francis Oakley'],Implicit,,"['you', 'your']","[[19263, 19266], [19279, 19283]]","[['Francis Oakley'], ['Francis Oakley']]",X,37,major,TheSportOfTheGods,83,83,1,1,20,19209,19289
Q38-0,"Oh, Esterton was up there awhile before dinner. But he was not alone two minutes.","[19293, 19374]",Francis Oakley,['Maurice Oakley'],Implicit,,"['Esterton', 'he']","[[19297, 19305], [19345, 19347]]","[['Esterton'], ['Esterton']]",X,38,minor,TheSportOfTheGods,84,84,1,1,8,19293,19374
Q39-0,"Why, he would be out of the question anyway. Who else?","[19378, 19432]",Maurice Oakley,['Francis Oakley'],Implicit,,['he'],"[[19383, 19385]]",[['Esterton']],X,39,major,TheSportOfTheGods,85,85,1,1,20,19378,19432
Q40-0,Hamilton was up yesterday.,"[19436, 19462]",Francis Oakley,['Maurice Oakley'],Implicit,,['Hamilton'],"[[19436, 19444]]",[['Berry Hamilton']],X,40,minor,TheSportOfTheGods,86,86,1,1,8,19436,19462
Q41-0,Alone?,"[19466, 19472]",Maurice Oakley,['Francis Oakley'],Implicit,,[],[],[],X,41,major,TheSportOfTheGods,87,87,1,1,20,19466,19472
Q42-0,"Yes, for a while. His boy, Joe, shaved me, and Jack was up for a while brushing my clothes.","[19476, 19567]",Francis Oakley,['Maurice Oakley'],Implicit,,"['His boy', 'Joe', 'Jack']","[[19494, 19501], [19503, 19506], [19523, 19527]]","[['Joe Hamilton'], ['Joe Hamilton'], ['Esterton']]",X,42,minor,TheSportOfTheGods,88,88,1,1,8,19476,19567
Q43-0,Then it lies between Jack and Joe?,"[19571, 19605]",Maurice Oakley,['Francis Oakley'],Implicit,,"['Jack', 'Joe']","[[19592, 19596], [19601, 19604]]","[['Esterton'], ['Joe Hamilton']]",X,43,major,TheSportOfTheGods,89,89,1,1,20,19571,19605
Q44-0,"Neither one was left alone, though.","[19627, 19662]",Francis Oakley,['Maurice Oakley'],Implicit,,[],[],[],X,44,minor,TheSportOfTheGods,91,91,1,1,8,19627,19662
Q45-0,Then only Hamilton and Esterton have been alone for any time in your room since you left the key in your cabinet?,"[19666, 19779]",Maurice Oakley,['Francis Oakley'],Implicit,,"['Hamilton', 'Esterton', 'your', 'you', 'your']","[[19676, 19684], [19689, 19697], [19730, 19734], [19746, 19749], [19766, 19770]]","[['Berry Hamilton'], ['Esterton'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley']]",X,45,major,TheSportOfTheGods,92,92,1,1,20,19666,19779
Q46-0,"Those are the only ones of whom I know anything. What others went in during the day, of course, I know nothing about. It could n't have been either Esterton or Hamilton.","[19783, 19952]",Francis Oakley,['Maurice Oakley'],Implicit,,"['Esterton', 'Hamilton']","[[19931, 19939], [19943, 19951]]","[['Esterton'], ['Berry Hamilton']]",X,46,minor,TheSportOfTheGods,93,93,1,1,8,19783,19952
Q47-0,"Not Esterton, no.","[19956, 19973]",Maurice Oakley,['Francis Oakley'],Implicit,,['Esterton'],"[[19960, 19968]]",[['Esterton']],X,47,major,TheSportOfTheGods,94,94,1,1,20,19956,19973
Q48-0,And Hamilton is beyond suspicion.,"[19977, 20010]",Francis Oakley,['Maurice Oakley'],Implicit,,['Hamilton'],"[[19981, 19989]]",[['Berry Hamilton']],X,48,minor,TheSportOfTheGods,95,95,1,1,8,19977,20010
Q49-0,No servant is beyond suspicion.,"[20014, 20045]",Maurice Oakley,['Francis Oakley'],Implicit,,[],[],[],X,49,major,TheSportOfTheGods,96,96,1,1,20,20014,20045
Q50-0,"I would trust Hamilton anywhere,","[20049, 20081]",Francis Oakley,['Maurice Oakley'],Explicit,said Frank,['Hamilton'],"[[20063, 20071]]",[['Berry Hamilton']],X,50,minor,TheSportOfTheGods,97,97,1,1,8,20049,20081
Q50-1,and with anything.,"[20104, 20122]",Francis Oakley,['Maurice Oakley'],Explicit,said Frank,[],[],[],X,50,minor,TheSportOfTheGods,97,97,1,1,8,20104,20122
Q51-0,"That 's noble of you, Frank, and I would have done the same, but we must remember that we are not in the old days now. The negroes are becoming less faithful and less contented, and more 's the pity, and a deal more ambitious, although I have never had any unfaithfulness on the part of Hamilton to complain of before.","[20126, 20444]",Maurice Oakley,['Francis Oakley'],Implicit,,"['you', 'Frank', 'we', 'we', 'Hamilton']","[[20143, 20146], [20148, 20153], [20191, 20193], [20213, 20215], [20413, 20421]]","[['Francis Oakley'], ['Francis Oakley'], ['Maurice Oakley', 'Francis Oakley'], ['Maurice Oakley', 'Francis Oakley'], ['Berry Hamilton']]",X,51,major,TheSportOfTheGods,98,98,1,1,20,20126,20444
Q52-0,Then do not condemn him now.,"[20448, 20476]",Francis Oakley,['Maurice Oakley'],Implicit,,['him'],"[[20468, 20471]]",[['Berry Hamilton']],X,52,minor,TheSportOfTheGods,99,99,1,1,8,20448,20476
Q53-0,I shall not condemn any one until I have proof positive of his guilt or such clear circumstantial evidence that my reason is satisfied.,"[20480, 20615]",Maurice Oakley,['Francis Oakley'],Implicit,,['his'],"[[20539, 20542]]",[['Berry Hamilton']],X,53,major,TheSportOfTheGods,100,100,1,1,20,20480,20615
Q54-0,I do not believe that you will ever have that against old Hamilton.,"[20619, 20686]",Francis Oakley,['Maurice Oakley'],Implicit,,"['you', 'old Hamilton']","[[20641, 20644], [20673, 20685]]","[['Maurice Oakley'], ['Berry Hamilton']]",X,54,minor,TheSportOfTheGods,101,101,1,1,8,20619,20686
Q55-0,"This spirit of trust does you credit, Frank, and I very much hope that you may be right. But as soon as a negro like Hamilton learns the value of money and begins to earn it, at the same time he begins to covet some easy and rapid way of securing it. The old negro knew nothing of the value of money. When he stole, he stole hams and bacon and chickens. These were his immediate necessities and the things he valued. The present laughs at this tendency without knowing the cause. The present negro resents the laugh, and he has learned to value other things than those which satisfy his belly.","[20690, 21283]",Maurice Oakley,['Francis Oakley'],Implicit,,"['you', 'Frank', 'you', 'he', 'he', 'he', 'his', 'he', 'he', 'his']","[[20716, 20719], [20728, 20733], [20761, 20764], [20882, 20884], [20996, 20998], [21006, 21008], [21055, 21058], [21096, 21098], [21211, 21213], [21273, 21276]]","[['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley'], ['Francis Oakley']]",X,55,major,TheSportOfTheGods,102,102,1,1,20,20690,21283
Q56-0,But pardon me for boring you. I know you want to go to bed. Go and leave everything to me.,"[21308, 21398]",Maurice Oakley,['Francis Oakley'],Implicit,,"['you', 'you']","[[21333, 21336], [21345, 21348]]","[['Francis Oakley'], ['Francis Oakley']]",X,56,major,TheSportOfTheGods,104,104,1,1,20,21308,21398
Q57-0,"I am sorry to disturb you again, Frank, but may we come in?","[22330, 22389]",Maurice Oakley,"['Francis Oakley', 'The Detective']",Implicit,,"['you', 'Frank', 'we']","[[22352, 22355], [22363, 22368], [22378, 22380]]","[['Francis Oakley'], ['Francis Oakley'], ['Maurice Oakley', 'The Detective']]",X,57,major,TheSportOfTheGods,108,108,1,1,20,22330,22389
Q58-0,Who is with you?,"[22393, 22409]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,['you'],"[[22405, 22408]]",[['Maurice Oakley']],X,58,minor,TheSportOfTheGods,109,109,1,1,8,22393,22409
Q59-0,The detective.,"[22413, 22427]",Maurice Oakley,"['Francis Oakley', 'The Detective']",Implicit,,['The detective'],"[[22413, 22426]]",[['The Detective']],X,59,major,TheSportOfTheGods,110,110,1,1,20,22413,22427
Q60-0,I did not know he was to come to-night.,"[22431, 22470]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,['he'],"[[22446, 22448]]",[['The Detective']],X,60,minor,TheSportOfTheGods,111,111,1,1,8,22431,22470
Q61-0,The chief thought it better.,"[22474, 22502]",Maurice Oakley,"['Francis Oakley', 'The Detective']",Implicit,,[],[],[],X,61,major,TheSportOfTheGods,112,112,1,1,20,22474,22502
Q62-0,All right in a moment.,"[22506, 22528]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,62,minor,TheSportOfTheGods,113,113,1,1,8,22506,22528
Q63-0,"When you opened this cabinet, your money was gone?","[23025, 23075]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,"['you', 'your']","[[23030, 23033], [23055, 23059]]","[['Francis Oakley'], ['Francis Oakley']]",X,63,minor,TheSportOfTheGods,116,116,1,1,31,23025,23075
Q64-0,Yes.,"[23079, 23083]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,64,minor,TheSportOfTheGods,117,117,1,1,8,23079,23083
Q65-0,Were any of your papers touched?,"[23087, 23119]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,['your'],"[[23099, 23103]]",[['Francis Oakley']],X,65,minor,TheSportOfTheGods,118,118,1,1,31,23087,23119
Q66-0,No.,"[23123, 23126]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,66,minor,TheSportOfTheGods,119,119,1,1,8,23123,23126
Q67-0,How about your jewels?,"[23130, 23152]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,['your'],"[[23140, 23144]]",[['Francis Oakley']],X,67,minor,TheSportOfTheGods,120,120,1,1,31,23130,23152
Q68-0,I have but few and they were elsewhere.,"[23156, 23195]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,68,minor,TheSportOfTheGods,121,121,1,1,8,23156,23195
Q69-0,Do you ever leave this window open?,"[23359, 23394]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,['you'],"[[23362, 23365]]",[['Francis Oakley']],X,69,minor,TheSportOfTheGods,123,123,1,1,31,23359,23394
Q70-0,It is almost always so.,"[23398, 23421]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,70,minor,TheSportOfTheGods,124,124,1,1,8,23398,23421
Q71-0,Is this porch on the front of the house?,"[23425, 23465]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,[],[],[],X,71,minor,TheSportOfTheGods,125,125,1,1,31,23425,23465
Q72-0,"No, on the side.","[23469, 23485]",Francis Oakley,"['Maurice Oakley', 'The Detective']",Implicit,,[],[],[],X,72,minor,TheSportOfTheGods,126,126,1,1,8,23469,23485
Q73-0,What else is out that way?,"[23489, 23515]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,[],[],[],X,73,minor,TheSportOfTheGods,127,127,1,1,31,23489,23515
Q74-0,My butler's cottage is on that side and a little way back.,"[23640, 23698]",Maurice Oakley,"['Francis Oakley', 'The Detective']",Explicit,Maurice answered,['My butler'],"[[23640, 23649]]",[['Berry Hamilton']],X,74,major,TheSportOfTheGods,128,128,1,1,20,23640,23698
Q75-0,"Uh huh! and your butler is, I believe, the Hamilton whom the young gentleman mentioned some time ago.","[23702, 23803]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Implicit,,"['your butler', 'Hamilton', 'the young gentleman']","[[23714, 23725], [23745, 23753], [23759, 23778]]","[['Berry Hamilton'], ['Berry Hamilton'], ['Francis Oakley']]",X,75,minor,TheSportOfTheGods,129,129,1,1,31,23702,23803
Q76-0,Yes.,"[23807, 23811]",Maurice Oakley,"['Francis Oakley', 'The Detective']",Implicit,,[],[],[],X,76,major,TheSportOfTheGods,130,130,1,1,20,23807,23811
Q77-0,"I think I have a clue,","[23884, 23906]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Anaphoric,he said,[],[],[],X,77,minor,TheSportOfTheGods,132,132,1,1,31,23884,23906
Q77-1,I will be here again to-morrow morning.,"[23925, 23964]",The Detective,"['Maurice Oakley', 'Francis Oakley']",Anaphoric,he said,[],[],[],X,77,minor,TheSportOfTheGods,132,132,1,1,31,23925,23964
