qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q47-0,Aren't you working?,"[12448, 12467]",Robert Cohn,['Jake Barnes'],Implicit,,['you'],"[[12455, 12458]]",[['Jake Barnes']],X,47,major,TheSunAlsoRises,70,70,2,2,23,12448,12467
Q48-0,"No,","[12471, 12474]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,48,major,TheSunAlsoRises,71,71,2,2,15,12471,12474
Q49-0,"This is a good place,","[13015, 13036]",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[],[],[],X,49,major,TheSunAlsoRises,71,71,2,2,23,13015,13036
Q50-0,"There's a lot of liquor,","[13049, 13073]",Jake Barnes,['Robert Cohn'],Anaphoric,I agreed,[],[],[],X,50,major,TheSunAlsoRises,72,72,2,2,15,13049,13073
Q51-0,"Listen, Jake,","[13087, 13100]",Robert Cohn,['Jake Barnes'],Anaphoric,he leaned,['Jake'],"[[13095, 13099]]",[['Jake Barnes']],X,51,major,TheSunAlsoRises,73,73,2,2,23,13087,13100
Q51-1,Don't you ever get the feeling that all your life is going by and you're not taking advantage of it? Do you realize you've lived nearly half the time you have to live already?,"[13133, 13308]",Robert Cohn,['Jake Barnes'],Anaphoric,he leaned,"['you', 'your', 'you', 'you', 'you', 'you']","[[13139, 13142], [13173, 13177], [13199, 13202], [13237, 13240], [13249, 13252], [13283, 13286]]","[['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes'], ['Jake Barnes']]",X,51,major,TheSunAlsoRises,73,73,2,2,23,13133,13308
Q52-0,"Yes, every once in a while.","[13312, 13339]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,52,major,TheSunAlsoRises,74,74,2,2,15,13312,13339
Q53-0,Do you know that in about thirty-five years more we'll be dead?,"[13343, 13406]",Robert Cohn,['Jake Barnes'],Implicit,,"['you', 'we']","[[13346, 13349], [13392, 13394]]","[['Jake Barnes'], ['Jake Barnes', 'Robert Cohn']]",X,53,major,TheSunAlsoRises,75,75,2,2,23,13343,13406
Q54-0,"What the hell, Robert,","[13410, 13432]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,['Robert'],"[[13425, 13431]]",[['Robert Cohn']],X,54,major,TheSunAlsoRises,76,76,2,2,15,13410,13432
Q54-1,What the hell.,"[13443, 13457]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,54,major,TheSunAlsoRises,76,76,2,2,15,13443,13457
Q55-0,I'm serious.,"[13461, 13473]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,55,major,TheSunAlsoRises,77,77,2,2,23,13461,13473
Q56-0,"It's one thing I don't worry about,","[13477, 13512]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,56,major,TheSunAlsoRises,78,78,2,2,15,13477,13512
Q57-0,You ought to.,"[13524, 13537]",Robert Cohn,['Jake Barnes'],Implicit,,['You'],"[[13524, 13527]]",[['Jake Barnes']],X,57,major,TheSunAlsoRises,79,79,2,2,23,13524,13537
Q58-0,I've had plenty to worry about one time or other. I'm through worrying.,"[13541, 13612]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,58,major,TheSunAlsoRises,80,80,2,2,15,13541,13612
Q59-0,"Well, I want to go to South America.","[13616, 13652]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,59,major,TheSunAlsoRises,81,81,2,2,23,13616,13652
Q60-0,"Listen, Robert, going to another country doesn't make any difference. I've tried all that. You can't get away from yourself by moving from one place to another. There's nothing to that.","[13656, 13841]",Jake Barnes,['Robert Cohn'],Implicit,,"['Robert', 'You']","[[13664, 13670], [13747, 13750]]","[['Robert Cohn'], ['Robert Cohn']]",X,60,major,TheSunAlsoRises,82,82,2,2,15,13656,13841
Q61-0,But you've never been to South America.,"[13845, 13884]",Robert Cohn,['Jake Barnes'],Implicit,,['you'],"[[13849, 13852]]",[['Jake Barnes']],X,61,major,TheSunAlsoRises,83,83,2,2,23,13845,13884
Q62-0,South America hell! If you went there the way you feel now it would be exactly the same. This is a good town. Why don't you start living your life in Paris?,"[13888, 14044]",Jake Barnes,['Robert Cohn'],Implicit,,"['you', 'you', 'you', 'your']","[[13911, 13914], [13934, 13937], [14008, 14011], [14025, 14029]]","[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]",X,62,major,TheSunAlsoRises,84,84,2,2,15,13888,14044
Q63-0,"I'm sick of Paris, and I'm sick of the Quarter.","[14048, 14095]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,63,major,TheSunAlsoRises,85,85,2,2,23,14048,14095
Q64-0,Stay away from the Quarter. Cruise around by yourself and see what happens to you.,"[14099, 14181]",Jake Barnes,['Robert Cohn'],Implicit,,['you'],"[[14177, 14180]]",[['Robert Cohn']],X,64,major,TheSunAlsoRises,86,86,2,2,15,14099,14181
Q65-0,Nothing happens to me. I walked alone all one night and nothing happened except a bicycle cop stopped me and asked to see my papers.,"[14185, 14317]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,65,major,TheSunAlsoRises,87,87,2,2,23,14185,14317
Q66-0,Wasn't the town nice at night?,"[14321, 14351]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,66,major,TheSunAlsoRises,88,88,2,2,15,14321,14351
Q67-0,I don't care for Paris.,"[14355, 14378]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,67,major,TheSunAlsoRises,89,89,2,2,23,14355,14378
Q68-0,"Well,","[14677, 14682]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,68,major,TheSunAlsoRises,91,91,2,2,15,14677,14682
Q68-1,I've got to go up-stairs and get off some cables.,"[14693, 14742]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,68,major,TheSunAlsoRises,91,91,2,2,15,14693,14742
Q69-0,Do you really have to go?,"[14746, 14771]",Robert Cohn,['Jake Barnes'],Implicit,,['you'],"[[14749, 14752]]",[['Jake Barnes']],X,69,major,TheSunAlsoRises,92,92,2,2,23,14746,14771
Q70-0,"Yes, I've got to get these cables off.","[14775, 14813]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,70,major,TheSunAlsoRises,93,93,2,2,15,14775,14813
Q71-0,Do you mind if I come up and sit around the office?,"[14817, 14868]",Robert Cohn,['Jake Barnes'],Implicit,,['you'],"[[14820, 14823]]",[['Jake Barnes']],X,71,major,TheSunAlsoRises,94,94,2,2,23,14817,14868
Q72-0,"No, come on up.","[14872, 14887]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,72,major,TheSunAlsoRises,95,95,2,2,15,14872,14887
Q73-0,"I can't do it,","[15409, 15423]",Robert Cohn,[],Anaphoric,he said,[],[],[],X,73,major,TheSunAlsoRises,96,96,2,2,23,15409,15423
Q73-1,I can't do it. Nothing will make me do it.,"[15474, 15516]",Robert Cohn,[],Anaphoric,he said,[],[],[],X,73,major,TheSunAlsoRises,96,96,2,2,23,15474,15516
Q74-0,"Robert,","[15520, 15527]",Jake Barnes,['Robert Cohn'],Anaphoric,I said,[],[],[],X,74,major,TheSunAlsoRises,97,97,2,2,15,15520,15527
Q75-0,Did I talk out loud just then?,"[15607, 15637]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,75,major,TheSunAlsoRises,98,98,2,2,23,15607,15637
Q76-0,Something. But it wasn't clear.,"[15641, 15672]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,76,major,TheSunAlsoRises,99,99,2,2,15,15641,15672
Q77-0,"God, what a rotten dream!","[15676, 15701]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,77,major,TheSunAlsoRises,100,100,2,2,23,15676,15701
Q78-0,Did the typewriter put you to sleep?,"[15705, 15741]",Jake Barnes,['Robert Cohn'],Implicit,,['you'],"[[15728, 15731]]",[['Robert Cohn']],X,78,major,TheSunAlsoRises,101,101,2,2,15,15705,15741
Q79-0,Guess so. I didn't sleep all last night.,"[15745, 15785]",Robert Cohn,['Jake Barnes'],Implicit,,[],[],[],X,79,major,TheSunAlsoRises,102,102,2,2,23,15745,15785
Q80-0,What was the matter?,"[15789, 15809]",Jake Barnes,['Robert Cohn'],Implicit,,[],[],[],X,80,major,TheSunAlsoRises,103,103,2,2,15,15789,15809
Q81-0,"Talking,","[15813, 15821]",Robert Cohn,['Jake Barnes'],Anaphoric,he said,[],[],[],X,81,major,TheSunAlsoRises,104,104,2,2,23,15813,15821
Q82-0,"Well, what will you drink?","[16783, 16809]",Jake Barnes,['Georgette'],Anaphoric,I asked,['you'],"[[16799, 16802]]",[['Georgette']],X,82,major,TheSunAlsoRises,108,108,3,3,15,16783,16809
Q83-0,Pernod.,"[16822, 16829]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,83,minor,TheSunAlsoRises,109,109,3,3,10,16822,16829
Q84-0,That's not good for little girls.,"[16833, 16866]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,84,major,TheSunAlsoRises,110,110,3,3,15,16833,16866
Q85-0,"Little girl yourself. Dites gar on, un pernod.","[16870, 16916]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,85,minor,TheSunAlsoRises,111,111,3,3,10,16870,16916
Q86-0,"A pernod for me, too.","[16920, 16941]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,86,major,TheSunAlsoRises,112,112,3,3,15,16920,16941
Q87-0,What's the matter?,"[16945, 16963]",Georgette,['Jake Barnes'],Anaphoric,she asked,[],[],[],X,87,minor,TheSunAlsoRises,113,113,3,3,10,16945,16963
Q87-1,Going on a party?,"[16977, 16994]",Georgette,['Jake Barnes'],Anaphoric,she asked,[],[],[],X,87,minor,TheSunAlsoRises,113,113,3,3,10,16977,16994
Q88-0,Sure. Aren't you?,"[16998, 17015]",Jake Barnes,['Georgette'],Implicit,,['you'],"[[17011, 17014]]",[['Georgette']],X,88,major,TheSunAlsoRises,114,114,3,3,15,16998,17015
Q89-0,I don't know. You never know in this town.,"[17019, 17061]",Georgette,['Jake Barnes'],Implicit,,['You'],"[[17033, 17036]]",[['Jake Barnes']],X,89,minor,TheSunAlsoRises,115,115,3,3,10,17019,17061
Q90-0,Don't you like Paris?,"[17065, 17086]",Jake Barnes,['Georgette'],Implicit,,['you'],"[[17071, 17074]]",[['Georgette']],X,90,major,TheSunAlsoRises,116,116,3,3,15,17065,17086
Q91-0,No.,"[17090, 17093]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,91,minor,TheSunAlsoRises,117,117,3,3,10,17090,17093
Q92-0,Why don't you go somewhere else?,"[17097, 17129]",Jake Barnes,['Georgette'],Implicit,,['you'],"[[17107, 17110]]",[['Georgette']],X,92,major,TheSunAlsoRises,118,118,3,3,15,17097,17129
Q93-0,Isn't anywhere else.,"[17133, 17153]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,93,minor,TheSunAlsoRises,119,119,3,3,10,17133,17153
Q94-0,"You're happy, all right.","[17157, 17181]",Jake Barnes,['Georgette'],Implicit,,['You'],"[[17157, 17160]]",[['Georgette']],X,94,major,TheSunAlsoRises,120,120,3,3,15,17157,17181
Q95-0,"Happy, hell!","[17185, 17197]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,95,minor,TheSunAlsoRises,121,121,3,3,10,17185,17197
Q96-0,"Well,","[17405, 17410]",Jake Barnes,['Georgette'],Anaphoric,I said,[],[],[],X,96,major,TheSunAlsoRises,123,123,3,3,15,17405,17410
Q96-1,are you going to buy me a dinner?,"[17421, 17454]",Jake Barnes,['Georgette'],Anaphoric,I said,['you'],"[[17425, 17428]]",[['Georgette']],X,96,major,TheSunAlsoRises,123,123,3,3,15,17421,17454
Q97-0,What are all the clocks for?,"[17958, 17986]",Georgette,['Jake Barnes'],Anaphoric,she asked,[],[],[],X,97,minor,TheSunAlsoRises,125,125,3,3,10,17958,17986
Q98-0,They show the hour all over America.,"[18001, 18037]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,98,major,TheSunAlsoRises,126,126,3,3,15,18001,18037
Q99-0,Don't kid me.,"[18041, 18054]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,99,minor,TheSunAlsoRises,127,127,3,3,10,18041,18054
Q100-0,Never mind.,"[18330, 18341]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,100,major,TheSunAlsoRises,129,129,3,3,15,18330,18341
Q101-0,What's the matter? You sick?,"[18345, 18373]",Georgette,['Jake Barnes'],Implicit,,['You'],"[[18364, 18367]]",[['Jake Barnes']],X,101,minor,TheSunAlsoRises,130,130,3,3,10,18345,18373
Q102-0,Yes.,"[18377, 18381]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,102,major,TheSunAlsoRises,131,131,3,3,15,18377,18381
Q103-0,"Everybody's sick. I'm sick, too.","[18385, 18417]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,103,minor,TheSunAlsoRises,132,132,3,3,10,18385,18417
Q104-0,You oughtn't to drink pernod if you're sick.,"[18533, 18577]",Georgette,['Jake Barnes'],Implicit,,"['You', 'you']","[[18533, 18536], [18565, 18568]]","[['Jake Barnes'], ['Jake Barnes']]",X,104,minor,TheSunAlsoRises,134,134,3,3,10,18533,18577
Q105-0,You neither.,"[18581, 18593]",Jake Barnes,['Georgette'],Implicit,,['You'],"[[18581, 18584]]",[['Georgette']],X,105,major,TheSunAlsoRises,135,135,3,3,15,18581,18593
Q106-0,It doesn't make any difference with me. It doesn't make any difference with a woman.,"[18597, 18681]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,106,minor,TheSunAlsoRises,136,136,3,3,10,18597,18681
Q107-0,What are you called?,"[18685, 18705]",Jake Barnes,['Georgette'],Implicit,,['you'],"[[18694, 18697]]",[['Georgette']],X,107,major,TheSunAlsoRises,137,137,3,3,15,18685,18705
Q108-0,Georgette. How are you called?,"[18709, 18739]",Georgette,['Jake Barnes'],Implicit,,['you'],"[[18728, 18731]]",[['Jake Barnes']],X,108,minor,TheSunAlsoRises,138,138,3,3,10,18709,18739
Q109-0,Jacob.,"[18743, 18749]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,109,major,TheSunAlsoRises,139,139,3,3,15,18743,18749
Q110-0,That's a Flemish name.,"[18753, 18775]",Georgette,['Jake Barnes'],Implicit,,[],[],[],X,110,minor,TheSunAlsoRises,140,140,3,3,10,18753,18775
Q111-0,American too.,"[18779, 18792]",Jake Barnes,['Georgette'],Implicit,,[],[],[],X,111,major,TheSunAlsoRises,141,141,3,3,15,18779,18792
Q112-0,You're not Flamand?,"[18796, 18815]",Georgette,['Jake Barnes'],Implicit,,['You'],"[[18796, 18799]]",[['Jake Barnes']],X,112,minor,TheSunAlsoRises,142,142,3,3,10,18796,18815
