qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q53-0,"You'll like her, she's a grand girl. I often think Tony Last's one of the happiest men I know. He's got just enough money, loves the place, one son he's crazy about, devoted wife, not a worry in the world.","[10407, 10612]",Jock Grant-Menzies,['John Beaver'],Implicit,,"['You', 'her', 'she', 'Tony Last', 'He', 'he']","[[10407, 10410], [10419, 10422], [10424, 10427], [10458, 10467], [10502, 10504], [10555, 10557]]","[['John Beaver'], ['Brenda'], ['Brenda'], ['Tony Last'], ['Tony Last'], ['Tony Last']]",X,53,major,HandfulOfDust,73,73,1,1,11,10407,10612
Q54-0,"Most enviable. You don't know anyone else who's going, do you? I was wondering if I could get a lift down there.","[10616, 10728]",John Beaver,['Jock Grant-Menzies'],Implicit,,"['You', 'you']","[[10631, 10634], [10674, 10677]]","[['Jock Grant-Menzies'], ['Jock Grant-Menzies']]",X,54,major,HandfulOfDust,74,74,1,1,5,10616,10728
Q55-0,"I don't, I'm afraid. It's quite easy by train.","[10732, 10778]",Jock Grant-Menzies,['John Beaver'],Implicit,,[],[],[],X,55,major,HandfulOfDust,75,75,1,1,11,10732,10778
Q56-0,"Yes, but it's more pleasant by road.","[10782, 10818]",John Beaver,['Jock Grant-Menzies'],Implicit,,[],[],[],X,56,major,HandfulOfDust,76,76,1,1,5,10782,10818
Q57-0,And cheaper.,"[10822, 10834]",Jock Grant-Menzies,['John Beaver'],Implicit,,[],[],[],X,57,major,HandfulOfDust,77,77,1,1,11,10822,10834
Q58-0,"Yes, and cheaper I suppose... well, I'm going down to lunch. You won't have another?","[10838, 10922]",John Beaver,['Jock Grant-Menzies'],Implicit,,[],[],[],X,58,major,HandfulOfDust,78,78,1,1,5,10838,10922
Q59-0,"Yes, I think I will.","[10946, 10966]",Jock Grant-Menzies,['John Beaver'],Implicit,,[],[],[],X,59,major,HandfulOfDust,80,80,1,1,11,10946,10966
Q60-0,"Oh, all right. Macdougal. Two more, please.","[10970, 11013]",John Beaver,"['Jock Grant-Menzies', 'The Barman']",Implicit,,['Macdougal'],"[[10985, 10994]]",[['The Barman']],X,60,major,HandfulOfDust,81,81,1,1,5,10970,11013
Q61-0,"Shall I book them to you, sir?","[11033, 11063]",The Barman,"['Jock Grant-Menzies', 'John Beaver']",Explicit,Macdougal said,"['you', 'sir']","[[11054, 11057], [11059, 11062]]","[['John Beaver'], ['John Beaver']]",X,61,minor,HandfulOfDust,82,82,1,1,87,11033,11063
Q62-0,"Yes, if you will.","[11067, 11084]",John Beaver,"['Jock Grant-Menzies', 'The Barman']",Implicit,,['you'],"[[11075, 11078]]",[['The Barman']],X,62,major,HandfulOfDust,83,83,1,1,5,11067,11084
Q63-0,I made Beaver pay for a drink.,"[11118, 11148]",Jock Grant-Menzies,[],Explicit,Jock said,['Beaver '],"[[11125, 11132]]",[['John Beaver']],X,63,major,HandfulOfDust,84,84,1,1,11,11118,11148
Q64-0,He can't have liked that.,"[11152, 11177]",Unknowable,['Jock Grant-Menzies'],Implicit,,['He'],"[[11152, 11154]]",[['John Beaver']],X,64,minor,HandfulOfDust,85,85,1,1,36,11152,11177
Q65-0,He nearly died of it. Know anything about pigs?,"[11181, 11228]",Jock Grant-Menzies,[],Implicit,,['He'],"[[11181, 11183]]",[['John Beaver']],X,65,major,HandfulOfDust,86,86,1,1,11,11181,11228
Q66-0,No. Why.,"[11232, 11240]",Unknowable,['Jock Grant-Menzies'],Implicit,,[],[],[],X,66,minor,HandfulOfDust,87,87,1,1,36,11232,11240
Q67-0,Only that they keep writing to me about them from my constituency.,"[11244, 11310]",Jock Grant-Menzies,[],Implicit,,[],[],[],X,67,major,HandfulOfDust,88,88,1,1,11,11244,11310
Q68-0,Mrs Tipping rang up a few minutes ago and asked whether you could come to luncheon with her to-day.,"[11513, 11612]",The Porter,['John Beaver'],Implicit,,"['Mrs Tipping', 'you', 'her']","[[11513, 11524], [11569, 11572], [11601, 11604]]","[['Mrs Tipping'], ['John Beaver'], ['Mrs Tipping']]",X,68,minor,HandfulOfDust,91,91,1,1,93,11513,11612
Q69-0,"Will you ring her up and say that I shall be delighted to, but that I may be a few minutes late?","[11616, 11712]",John Beaver,['The Porter'],Implicit,,"['you', 'her']","[[11621, 11624], [11630, 11633]]","[['The Porter'], ['Mrs Tipping']]",X,69,major,HandfulOfDust,92,92,1,1,5,11616,11712
Q70-0,Has her ladyship been called yet?,"[16933, 16966]",Tony Last,[],Implicit,,['her ladyship'],"[[16937, 16949]]",[['Brenda']],X,70,major,HandfulOfDust,104,104,3,3,35,16933,16966
Q71-0,Then I'll have breakfast in her room.,"[17010, 17047]",Tony Last,[],Implicit,,['her'],"[[17038, 17041]]",[['Brenda']],X,71,major,HandfulOfDust,106,106,3,3,35,17010,17047
Q72-0,Well?,"[17448, 17453]",Tony Last,['Brenda'],Explicit,said Tony,[],[],[],X,72,major,HandfulOfDust,110,110,3,3,35,17448,17453
Q73-0,Kiss.,"[17468, 17473]",Brenda,['Tony Last'],Implicit,,[],[],[],X,73,major,HandfulOfDust,111,111,3,3,7,17468,17473
Q74-0,Anything interesting?,"[17693, 17714]",Tony Last,['Brenda'],Implicit,,[],[],[],X,74,major,HandfulOfDust,113,113,3,3,35,17693,17714
Q75-0,"No. Mama wants nanny to send John's measurements. She's knitting him something for Christmas. And the mayor wants me to open something next month. I needn't, need I?","[17753, 17918]",Brenda,['Tony Last'],Implicit,,"['John', 'him']","[[17782, 17786], [17818, 17821]]","[['John Andrew'], ['John Andrew']]",X,75,major,HandfulOfDust,115,115,3,3,7,17753,17918
Q76-0,"I think you'd better, we haven't done anything for him for a long time.","[17922, 17993]",Tony Last,['Brenda'],Implicit,,"['you', 'we', ""haven't ""]","[[17930, 17933], [17944, 17946], [17947, 17955]]","[['Brenda'], ['Brenda', 'Tony Last'], ['Brenda']]",X,76,major,HandfulOfDust,116,116,3,3,35,17922,17993
Q77-0,"Well, you must write the speech. I'm getting too old for the girlish one I used to give them all. And Angela says, will we stay for the New Year?","[17997, 18142]",Brenda,['Tony Last'],Implicit,,"['you', 'Angela ', 'we']","[[18003, 18006], [18099, 18106], [18117, 18119]]","[['Tony Last'], ['Angela'], ['Brenda', 'Tony Last']]",X,77,major,HandfulOfDust,117,117,3,3,7,17997,18142
Q78-0,"That's easy. Not on her life, we won't.","[18146, 18185]",Tony Last,['Brenda'],Implicit,,"['her', 'we']","[[18166, 18169], [18176, 18178]]","[['Angela'], ['Brenda', 'Tony Last']]",X,78,major,HandfulOfDust,118,118,3,3,35,18146,18185
Q79-0,I guessed not... though it sounds an amusing party.,"[18189, 18240]",Brenda,['Tony Last'],Implicit,,[],[],[],X,79,major,HandfulOfDust,119,119,3,3,7,18189,18240
Q80-0,You go if you like. I can't possibly get away.,"[18244, 18290]",Tony Last,['Brenda'],Implicit,,"['You', 'you']","[[18244, 18247], [18254, 18257]]","[['Brenda'], ['Brenda']]",X,80,major,HandfulOfDust,120,120,3,3,35,18244,18290
Q81-0,"That's all right. I knew it would be ""no"" before I opened the letter.","[18294, 18363]",Brenda,['Tony Last'],Implicit,,[],[],[],X,81,major,HandfulOfDust,121,121,3,3,7,18294,18363
Q82-0,"Well, what sort of pleasure can there be in going all the way to Yorkshire in the middle of winter?","[18367, 18466]",Tony Last,['Brenda'],Implicit,,[],[],[],X,82,major,HandfulOfDust,122,122,3,3,35,18367,18466
Q83-0,"Darling, don't be cross. I know we aren't going. I'm not making a thing about it. I just thought it might be fun to eat someone else's food for a bit.","[18470, 18620]",Brenda,['Tony Last'],Implicit,,"['Darling', 'we']","[[18470, 18477], [18502, 18504]]","[['Tony Last'], ['Brenda', 'Tony Last']]",X,83,major,HandfulOfDust,123,123,3,3,7,18470,18620
Q84-0,As a matter of fact I probably _can_ manage to get away that week-end.,"[18845, 18915]",Tony Last,['Brenda'],Anaphoric,he said,[],[],[],X,84,major,HandfulOfDust,124,124,3,3,35,18845,18915
Q85-0,"Darling, are you sure you wouldn't hate it?","[18919, 18962]",Brenda,['Tony Last'],Implicit,,"['Darling', 'you', 'you']","[[18919, 18926], [18932, 18935], [18941, 18944]]","[['Tony Last'], ['Tony Last'], ['Tony Last']]",X,85,major,HandfulOfDust,125,125,3,3,7,18919,18962
Q86-0,I daresay not.,"[18966, 18980]",Tony Last,['Brenda'],Implicit,,[],[],[],X,86,major,HandfulOfDust,126,126,3,3,35,18966,18980
Q87-0,Reggie's been making another speech... There's such an extraordinary picture of Babe and Jock... a woman in America has had twins by two different husbands. Would you have thought that possible?... Two more chaps in gas ovens... a little girl has been strangled in a cemetery with a bootlace... that play we went to about a farm is coming off.,"[19047, 19390]",Brenda,['Tony Last'],Explicit,Brenda read to him,"['Reggie', 'Babe', 'Jock', 'you', 'we']","[[19047, 19053], [19127, 19131], [19136, 19140], [19210, 19213], [19352, 19354]]","[['Reggie'], ['Babe'], ['Jock Grant-Menzies'], ['Tony Last'], ['Brenda', 'Tony Last']]",X,87,major,HandfulOfDust,127,127,3,3,7,19047,19390
Q87-1,I don't believe you're listening. Why doesn't Sylvia want Rupert to get the letter?,"[19440, 19523]",Brenda,['Tony Last'],Explicit,Brenda read to him,"['you', 'Sylvia ', 'Rupert ']","[[19456, 19459], [19486, 19493], [19498, 19505]]","[['Tony Last'], ['Sylvia Newport'], ['Rupert']]",X,87,major,HandfulOfDust,127,127,3,3,7,19440,19523
Q88-0,"Eh? Oh well, you see, she doesn't really trust Rupert.","[19527, 19581]",Tony Last,['Brenda'],Implicit,,"['you', 'she', 'Rupert']","[[19540, 19543], [19549, 19552], [19574, 19580]]","[['Brenda'], ['Sylvia Newport'], ['Rupert']]",X,88,major,HandfulOfDust,128,128,3,3,35,19527,19581
Q89-0,I _knew_ it. There's no such character as Rupert in the story. I shall never read to you again.,"[19585, 19680]",Brenda,['Tony Last'],Implicit,,"['Rupert ', 'you']","[[19627, 19634], [19670, 19673]]","[['Rupert'], ['Tony Last']]",X,89,major,HandfulOfDust,129,129,3,3,7,19585,19680
Q90-0,"Well, to tell you the truth I was just thinking.","[19684, 19732]",Tony Last,['Brenda'],Implicit,,['you'],"[[19698, 19701]]",[['Brenda']],X,90,major,HandfulOfDust,130,130,3,3,35,19684,19732
